,AT1,AT2,Artery_cell,B_cell,CD4T,CD8T,Capillary_Cell,Cilia,Club/Basal,DC1,DC2,Fibroblast,Lymphatic_Cell,Macrophage,Mast_cell,Mono,NK/NKT,Neutrophil,Plasma_cell,Prolif.immune,SM/Pericyte,Vein_cell
ENSG00000130940,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120948,0.0,0.9630051431974067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.910420276050827,0.0,0.0,0.0,0.0,0.9260813192897659,0.0,0.0,0.0
ENSG00000116663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000177674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8588674768708275,0.0,0.0,0.0,0.9118371799404196,0.0,0.9239474424133535,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
ENSG00000177000,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9547054193651214,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000285646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000116685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000083444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000028137,0.0,0.0,0.0,0.0,0.7133049611531264,0.0,0.0,0.0,0.0,0.7030041615423015,0.7453756615191447,0.0,0.0,0.6666666666666666,0.0,0.8721321971668987,0.7547137179030905,0.8161235971576517,0.0,0.7170819154149279,0.0,0.0
ENSG00000048707,0.7634045390351398,0.5370527150185114,0.4902567645314318,0.0,0.0,0.0,0.0,0.0,0.5105737207281381,0.5074643488298567,0.5784629282890554,0.0,0.5522342702539375,0.4854380209595359,0.0,0.645919504800059,0.0,0.0,0.0,0.47619047619047616,0.5234266937934557,0.49893028564569936
ENSG00000162496,0.0,0.8698540052757615,0.9197733037445955,0.0,0.0,0.0,0.0,0.0,0.9084899550789309,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162493,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9790416547227496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116731,0.0,0.49927977867359763,0.0,0.8667694028442615,0.6793457953452278,0.0,0.0,0.0,0.47619047619047616,0.5462238762258952,0.5620957061861976,0.0,0.5643027104209769,0.5194392400813338,0.0,0.5624498996397225,0.6843666910344355,0.0,0.5046175536554669,0.6079902472869511,0.0,0.0
ENSG00000189337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.9553681553800046,0.0,0.0,0.9076294559667178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7813097566031508,0.7619047619047619,0.0,0.0,0.8145059211806344,0.0,0.7946709102426391,0.8363859202479693,0.0,0.0,0.7906682684918243,0.0,0.0
ENSG00000132906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8624805684479927,0.8892577680916325,0.0,0.0,0.8592790734750908,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065526,0.0,0.7142857142857143,0.7543272750149493,0.0,0.0,0.0,0.0,0.0,0.0,0.7389523494685404,0.7438748576330543,0.0,0.0,0.7229116940717626,0.0,0.7382572538314199,0.0,0.0,0.0,0.7497945406900071,0.0,0.0
ENSG00000142627,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000037637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.9660452178739443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000055070,0.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8371092981460853,0.0,0.0,0.0,0.8327787198897089,0.0,0.8178529282931566,0.0,0.0,0.0,0.8141933522030597,0.0,0.0
ENSG00000157191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9139996575043652,0.9047619047619048,0.0,0.0,0.935958338868609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000058453,0.0,0.7757678576056145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.783361137005439,0.8250347279809573,0.0,0.0,0.0,0.0,0.8127211525808617,0.0,0.0,0.8814298633568395,0.7619047619047619,0.0,0.0
ENSG00000117118,0.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8475052049660503,0.0,0.0,0.0,0.8739767079921903,0.0,0.8270414775953254,0.0,0.0,0.0,0.8234134889496494,0.0,0.0
ENSG00000179051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9200750024169336,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.9191351858363859,0.0,0.0
ENSG00000074964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.9495772860759734,0.0,0.0,0.9209877900997254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8802168738464404,0.0,0.0,0.0,0.8705910051272028,0.0,0.8793205040887024,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
ENSG00000053372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053371,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8575381590788819,0.0,0.0,0.0,0.899106212113907,0.0,0.0,0.0,0.0,0.0,0.8710878348331602,0.0,0.0
ENSG00000077549,0.25150439502844985,0.20688831250192538,0.21706470083638313,0.24512835823068263,0.3474368546547759,0.0,0.1675979218275421,0.0,0.16432633527397572,0.37754145126467237,0.49865965723259575,0.2553275113172063,0.2939963718413323,0.35058096319898374,0.2782590435149106,0.40370082087787856,0.334726579342282,0.0,0.14285714285714285,0.38526281788588196,0.2924056776594591,0.26957448766955094
ENSG00000173436,0.0,0.5260326247056895,0.0,0.0,0.5407743082203338,0.0,0.0,0.0,0.4967374234563882,0.6320879597149962,0.5645035389048768,0.4840916328860964,0.0,0.7049431055626295,0.6700902513190856,0.5631809889534539,0.5275583314742647,0.0,0.47619047619047616,0.6485680405415954,0.0,0.0
ENSG00000158747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9690676287927125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0
ENSG00000158828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000244038,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.7660977814950879,0.784513289054698,0.0,0.0,0.0,0.7792801371488445,0.0,0.0,0.0,0.0,0.8741672897680295,0.8144526089722077,0.0,0.0
ENSG00000127483,0.16981314778788792,0.23387840887957706,0.37241641502855166,0.2374464889616048,0.33807040817529055,0.0,0.31483872097476934,0.0,0.14285714285714285,0.24220062880870927,0.22862399973953823,0.27879793185507573,0.22875902226280515,0.27832761732644107,0.21270355957693912,0.2234353420009945,0.3786983706917294,0.0,0.14510595968981693,0.6042592138589624,0.3337665076883228,0.2438938527674045
ENSG00000075151,0.0,0.4394810664035172,0.5223434516674175,0.5961378702506558,0.0,0.0,0.49305862326818123,0.0,0.42857142857142855,0.5528191929785887,0.47355987997455984,0.0,0.662708298180481,0.5104192825714884,0.0,0.5454230532648928,0.5495945762626657,0.0,0.0,0.4561491549854959,0.0,0.503982913785837
ENSG00000117298,0.0,0.0,0.8649563667514686,0.0,0.0,0.0,0.8683474633315559,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.7940904514346611,0.0,0.0,0.0,0.0,0.8163050250812228,0.8553950579425537
ENSG00000162551,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000076864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090686,0.0,0.7702269243168042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7897762420094824,0.8072924258707604,0.0,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.8569469483130177,0.8441475839851701,0.0,0.0
ENSG00000142798,0.867773063483722,0.8095238095238095,0.8524498005427316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8350410790732412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906869892708286
ENSG00000070831,0.1688510487747777,0.13535938430402011,0.1808335289608634,0.17696648081104727,0.22949541228441583,0.15071716650084782,0.17284171043053084,0.0,0.11153600636036654,0.31150412944468786,0.1968353538986858,0.1053084227512352,0.22249259057813184,0.34634076200469993,0.2098041924623664,0.307442559705152,0.32989719622293456,0.0,0.09523809523809523,0.2814018452903858,0.15532207658039243,0.18837917498732956
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.9230256799963993,0.0,0.0,0.9371963144249065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.9337837332566993,0.0,0.0,0.9280181878390728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.9274140058638306,0.0,0.0,0.9447264295915583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169641,0.0,0.0,0.7931544121145452,0.0,0.0,0.0,0.8424610385065915,0.0,0.0,0.7142857142857143,0.7325308188315366,0.0,0.0,0.717817978511089,0.0,0.0,0.0,0.0,0.0,0.7481218515981802,0.0,0.8127959713545649
ENSG00000125944,0.0,0.47619047619047616,0.5750035855679049,0.5295600078088734,0.48434028866236567,0.0,0.0,0.0,0.4785652882360288,0.5337669702119062,0.49432543505795673,0.0,0.0,0.5067866700245252,0.0,0.4906720078573027,0.5825056137264011,0.0,0.0,0.7047464610076566,0.0,0.5362292650316013
ENSG00000204219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117318,0.0,0.9047619047619048,0.9474798759577454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9365532146165856,0.0
ENSG00000142676,0.047899346716418434,0.2028275554874168,0.10133901901033586,0.36175213695279895,0.30420784400600354,0.10468234276765566,0.05926617056501855,0.047619047619047616,0.2102035517942126,0.18564006836861754,0.11883845779657748,0.09998443197747672,0.1291542155380497,0.1424440798949557,0.36924829570462997,0.19751806614443043,0.22621899075374913,0.0,0.11958028700334819,0.14176153186077647,0.12134544473636683,0.10529468075804131
ENSG00000011007,0.0,0.9849653561818335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000057757,0.0,0.916347182969585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.9255966623948071,0.0,0.0
ENSG00000011009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179163,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9391542131546312,0.0,0.0,0.934792335451017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189266,0.0,0.8356582762512661,0.0,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.7787880287608226,0.0,0.0,0.0,0.7982371748220872,0.0,0.7776205488190803,0.0,0.0,0.0,0.8159497867671203,0.0,0.0
ENSG00000188529,0.0,0.3429529551576178,0.4185978348079737,0.5219995968812443,0.4656504932404384,0.0,0.0,0.0,0.35342939186905187,0.3698369534309042,0.34334518658039814,0.47475879839494517,0.41719945727577873,0.3440836862346276,0.0,0.3333333333333333,0.5056694803435773,0.0,0.0,0.5997882306354796,0.5295740989208808,0.44549614756753897
ENSG00000117602,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184454,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133226,0.0,0.3135680385518321,0.2859650607251356,0.4203466505537113,0.43060982490585736,0.0,0.0,0.0,0.2751086327852806,0.39421703177263334,0.32601855321073486,0.24375002749811778,0.302718256180472,0.36392291018540557,0.41840243745990224,0.36764416904947483,0.46399231222028287,0.0,0.23809523809523808,0.4939101955618884,0.3160260812061888,0.2721380712498453
ENSG00000169504,0.0,0.5238095238095238,0.6884164556561149,0.0,0.0,0.0,0.6572875782362952,0.0,0.0,0.573032228701677,0.535370988591455,0.6103454814051782,0.0,0.6469186441889063,0.0,0.5412387095753342,0.0,0.0,0.5250233333917245,0.0,0.6911880264302452,0.730610968772812
ENSG00000020633,0.0,0.0,0.0,0.0,0.8571428571428571,0.8724371193331716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9048475382581936,0.0,0.0,0.8622336191680456,0.0,0.0
ENSG00000117614,0.0,0.50303383555899,0.0,0.6048045156276981,0.5741607845190905,0.0,0.0,0.0,0.48101313954030755,0.5616474218709623,0.5293221078108561,0.0,0.0,0.5464992899750619,0.6674544831225917,0.5943834005218142,0.6363367833174519,0.0,0.47619047619047616,0.5816409869517385,0.0,0.0
ENSG00000117616,0.0,0.20290122617404227,0.26270636046142953,0.47211802909934586,0.5506934832743521,0.5510326724470642,0.27889862896262496,0.0,0.19047619047619047,0.3003109740990314,0.2485123150748794,0.23291786388879937,0.4411689475931503,0.23378068525972412,0.33281749370737307,0.3785320244202942,0.5592051255348588,0.0,0.21920666814186424,0.3957811043753227,0.0,0.25704365411126284
