,B cell (Plasmocyte),Endothelial cell,Endothelial cell (APC),Endothelial cell (endothelial to mesenchymal transition),Enterocyte progenitor,Fetal endocrine cell,Macrophage,Pancreas exocrine cell,Stromal cell
ENSG00000172183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000132475,0.6376160830259323,0.6608647629618645,0.0,0.0,0.0,0.0,0.625,0.0,0.6432680711150169
ENSG00000100097,0.0,0.0,0.0,0.7848980948328972,0.0,0.0,0.75,0.0,0.7671013996005058
ENSG00000041357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000167283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000172757,0.375,0.4893907755613327,0.4578392803668976,0.5174058973789215,0.0,0.0,0.4694923385977745,0.0,0.4521730989217758
ENSG00000177410,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184009,0.0,0.0,0.75,0.8142018914222717,0.0,0.0,0.0,0.0,0.8060747683048248
ENSG00000183291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130255,0.0,0.06190391629934311,0.12028971314430237,0.021267123520374298,0.14583620429039001,0.009117551147937775,0.025051534175872803,0.11009816080331802,0.10774798691272736
ENSG00000177606,0.0,0.0,0.8871515616774559,0.0,0.0,0.0,0.0,0.0,0.875
ENSG00000162618,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171858,0.0,0.40309305489063263,0.0,0.38897811621427536,0.397515207529068,0.0,0.40726248174905777,0.375,0.37547510862350464
ENSG00000110799,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108107,0.22412723302841187,0.17465098202228546,0.1614026501774788,0.17972585558891296,0.16373302042484283,0.0,0.13446254283189774,0.125,0.14341449737548828
ENSG00000127184,0.0,0.375,0.46749328076839447,0.0,0.45832084864377975,0.4182188808917999,0.5010076090693474,0.0,0.4284963011741638
ENSG00000173660,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000130770,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000142227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101335,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105640,0.14111817628145218,0.1514677181839943,0.1348194107413292,0.1895175501704216,0.18172070384025574,0.0,0.125,0.14352508634328842,0.1375889778137207
ENSG00000128524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000167863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175899,0.0,0.6816760674118996,0.6260830536484718,0.6541720852255821,0.0,0.0,0.0,0.0,0.625
ENSG00000122406,0.01998893916606903,0.005257084965705872,0.019903697073459625,0.03222300112247467,0.11114177852869034,0.011486373841762543,0.0,0.07444683462381363,0.060462385416030884
ENSG00000071967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100316,0.012658454477787018,0.1005433201789856,0.0009172633290290833,0.0,0.16483066976070404,0.11892397701740265,0.01564379781484604,0.16665804386138916,0.0708560198545456
ENSG00000144713,0.03735211491584778,0.15453355759382248,0.041115522384643555,0.0,0.10546421259641647,0.0025583654642105103,0.01463831216096878,0.07831130176782608,0.07023408263921738
ENSG00000198467,0.0,0.0,0.0,0.8831042274832726,0.0,0.0,0.0,0.0,0.875
ENSG00000111341,0.0,0.0,0.0,0.8918639123439789,0.0,0.0,0.0,0.0,0.875
ENSG00000089199,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000167526,0.08278269320726395,0.004862137138843536,0.045192524790763855,0.022811591625213623,0.09348782151937485,0.0,0.005652375519275665,0.09000631421804428,0.08181310445070267
ENSG00000067560,0.631757989525795,0.0,0.625,0.7623536363244057,0.0,0.0,0.7407707497477531,0.0,0.0
ENSG00000267107,0.0,0.9431869313120842,0.875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197956,0.0,0.625,0.7060667052865028,0.0,0.0,0.0,0.7348084524273872,0.0,0.6928436905145645
ENSG00000129128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198755,0.0,0.5,0.0,0.5709630846977234,0.5925424620509148,0.0,0.0,0.562346950173378,0.5607595592737198
ENSG00000185201,0.0,0.6360644772648811,0.6742395535111427,0.630280539393425,0.0,0.0,0.0,0.0,0.625
ENSG00000224373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180879,0.7663732916116714,0.0,0.0,0.75,0.0,0.7503359168767929,0.0,0.0,0.0
ENSG00000196154,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000156411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187514,0.0,0.6721968352794647,0.7311579287052155,0.0,0.0,0.0,0.625,0.0,0.6436167731881142
ENSG00000099958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127922,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112695,0.875,0.0,0.0,0.0,0.0,0.912491075694561,0.0,0.0,0.0
ENSG00000125356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197756,0.021622732281684875,0.09302141517400742,0.0632641464471817,0.0,0.06136605888605118,0.0061778724193573,0.016075685620307922,0.022899337112903595,0.031418636441230774
ENSG00000139329,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8866419121623039
ENSG00000137154,0.0,0.0965014398097992,0.03363607078790665,0.08784879744052887,0.15279261767864227,0.02457711100578308,0.06185831129550934,0.11461619287729263,0.09004285931587219
ENSG00000135046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145741,0.0,0.7658716589212418,0.0,0.7684350907802582,0.0,0.0,0.0,0.0,0.75
ENSG00000140988,0.0,0.0,0.375,0.4559915065765381,0.4866541773080826,0.0,0.4274858459830284,0.49394817650318146,0.4274858459830284
ENSG00000085063,0.75,0.8207696080207825,0.8218102008104324,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142089,0.0,0.43770530819892883,0.4352787584066391,0.4955066740512848,0.39826319366693497,0.0,0.0,0.375,0.4995660111308098
ENSG00000162438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000075624,0.0,0.6325514391064644,0.0,0.6830490678548813,0.0,0.0,0.6650161817669868,0.0,0.625
ENSG00000163513,0.0,0.875,0.9320917427539825,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118271,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000135404,0.0,0.0,0.5070664063096046,0.5,0.0,0.5074981823563576,0.5054404884576797,0.0,0.5949313119053841
ENSG00000102265,0.0,0.0,0.75,0.8705236688256264,0.0,0.0,0.0,0.0,0.8412609547376633
ENSG00000132002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112306,0.140621617436409,0.1871231570839882,0.125,0.13010337203741074,0.26175425201654434,0.0,0.12677258253097534,0.23161184042692184,0.18789079040288925
ENSG00000070756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125144,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.8955249488353729,0.0
ENSG00000145423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000182718,0.0,0.5187206193804741,0.5065257400274277,0.5847770273685455,0.0,0.0,0.5402573347091675,0.0,0.5
ENSG00000245532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000068697,0.0,0.0,0.0,0.8955934569239616,0.0,0.0,0.0,0.0,0.875
ENSG00000111348,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000087460,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000172115,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000119655,0.0,0.0,0.875,0.0,0.0,0.0,0.9020422548055649,0.0,0.0
ENSG00000142871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000197728,0.02950993925333023,0.15347784012556076,0.02313835173845291,0.0773128792643547,0.02927098423242569,0.004793129861354828,0.010458201169967651,0.0,0.0041585564613342285
ENSG00000149131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000115263,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000167658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8880957216024399,0.875
ENSG00000150687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000142676,0.0,0.09339459985494614,0.029419243335723877,0.08288156241178513,0.09314000606536865,0.006596855819225311,0.003797665238380432,0.06459870934486389,0.044714443385601044
ENSG00000082515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000011465,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8855503350496292
ENSG00000173915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189043,0.6437315344810486,0.0,0.0,0.6453474462032318,0.0,0.0,0.6335429847240448,0.0,0.625
ENSG00000134825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000091704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000042493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000162244,0.6838595420122147,0.0,0.0,0.0,0.642551064491272,0.0,0.0,0.6322643235325813,0.625
ENSG00000149591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000254647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105193,0.125,0.22493010759353638,0.25423866510391235,0.18414434790611267,0.22470689564943314,0.0,0.19223889708518982,0.19278544932603836,0.19304216653108597
ENSG00000164587,0.0,0.06473268568515778,0.00903843343257904,0.11190568655729294,0.14187701046466827,0.013066336512565613,0.0741375982761383,0.09534674882888794,0.10304546356201172
ENSG00000109472,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000243480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000165678,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164266,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.8993109986186028,0.0
ENSG00000167996,0.0,0.0,0.0,0.625,0.6305850297212601,0.0,0.6943524330854416,0.0,0.7129651010036469
ENSG00000173221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163466,0.75,0.0,0.0,0.8047638759016991,0.0,0.0,0.8035186603665352,0.0,0.0
ENSG00000241343,0.875,0.0,0.9476964399218559,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132465,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166598,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204525,0.875,0.0,0.8838396742939949,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231500,0.09271407127380371,0.038536958396434784,0.00127410888671875,0.1606273278594017,0.10315357893705368,0.0,0.0283815860748291,0.0754079520702362,0.08444993942975998
ENSG00000155659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000122026,0.004610992968082428,0.011444583535194397,0.030671417713165283,0.024814054369926453,0.08383350819349289,0.005291149020195007,0.0,0.05119343101978302,0.06805255264043808
ENSG00000145592,0.06551870703697205,0.04367721825838089,0.07858031988143921,0.14801917970180511,0.08137594163417816,0.0,0.048798464238643646,0.05487614870071411,0.1123778223991394
ENSG00000261371,0.0,0.875,0.8956674560904503,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148303,0.125,0.154059499502182,0.20026765763759613,0.18276457488536835,0.24797212332487106,0.0,0.13422154635190964,0.23012828081846237,0.20623298734426498
ENSG00000177575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000149564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130066,0.625,0.0,0.0,0.0,0.7300976887345314,0.0,0.74822748452425,0.0,0.6984152495861053
ENSG00000163399,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177600,0.25,0.0,0.2828599736094475,0.3735560402274132,0.31309371441602707,0.0,0.2871501222252846,0.2859954163432121,0.2827918604016304
ENSG00000170476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134419,0.18696581572294235,0.14336106181144714,0.14118694514036179,0.1399443820118904,0.1607285961508751,0.0,0.125,0.1318318173289299,0.12928585708141327
ENSG00000002586,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000111716,0.875,0.0,0.0,0.8957419395446777,0.0,0.0,0.0,0.0,0.0
ENSG00000142534,0.05283007770776749,0.11740295588970184,0.0,0.07755571603775024,0.12167119979858398,0.0650307834148407,0.09424556791782379,0.09010233730077744,0.08776500076055527
ENSG00000198034,0.169323168694973,0.0006594806909561157,0.0017871111631393433,0.03789585828781128,0.11027390509843826,0.005882322788238525,0.0038887113332748413,0.09682124853134155,0.0
ENSG00000116741,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000291237,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000105372,0.02183108776807785,0.10364461690187454,0.06121019273996353,0.08387840539216995,0.1397433578968048,0.0,0.07180457562208176,0.08532238006591797,0.10506431758403778
ENSG00000240583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000211892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174444,0.0,0.0,0.7944234535098076,0.0,0.0,0.0,0.0,0.75,0.7611252069473267
ENSG00000157514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142937,0.17994658648967743,0.162346750497818,0.21757163107395172,0.1286465972661972,0.16963884979486465,0.0,0.13010567426681519,0.1474488601088524,0.125
ENSG00000265972,0.0,0.9435681104660034,0.875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197746,0.0,0.0,0.875,0.0,0.0,0.0,0.9460188895463943,0.0,0.0
ENSG00000048462,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164405,0.8880609199404716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
ENSG00000101439,0.0,0.0,0.0,0.7809834703803062,0.0,0.0,0.75,0.0,0.78957799077034
ENSG00000164919,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111229,0.8764090836048126,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0
ENSG00000114391,0.24257459491491318,0.004833891987800598,0.0,0.1820305809378624,0.2146572470664978,0.15805944055318832,0.10207802802324295,0.17390622198581696,0.22824761271476746
ENSG00000139644,0.901874303817749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875
ENSG00000173486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000008952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174748,0.0,0.10923989862203598,0.01961689442396164,0.08941394090652466,0.10932641476392746,0.015519782900810242,0.025313876569271088,0.06139928847551346,0.04544251412153244
ENSG00000114902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189058,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8933136835694313
ENSG00000171863,0.3446170389652252,0.296855092048645,0.0,0.2720910981297493,0.29839491099119186,0.0,0.25,0.2511148825287819,0.2664311155676842
ENSG00000197747,0.0,0.0,0.7646497637033463,0.75,0.0,0.0,0.7544342428445816,0.0,0.0
ENSG00000114315,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000106366,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125148,0.0,0.0,0.0,0.8027945682406425,0.0,0.0,0.0,0.75,0.8463806360960007
ENSG00000118705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000026025,0.0,0.0,0.625,0.6706579774618149,0.0,0.0,0.6378300711512566,0.0,0.6278320625424385
ENSG00000108821,0.0,0.0,0.0,0.9065287187695503,0.0,0.0,0.0,0.0,0.875
ENSG00000138061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000166794,0.7938006371259689,0.0,0.0,0.7690272480249405,0.0,0.0,0.0,0.0,0.75
ENSG00000065518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123416,0.0,0.0,0.0,0.795928105711937,0.0,0.0,0.7801056280732155,0.0,0.75
ENSG00000106211,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8824460953474045
ENSG00000169908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170889,0.375,0.0,0.38835230469703674,0.0,0.44562792032957077,0.0,0.3762296661734581,0.4397983178496361,0.3888956755399704
ENSG00000113387,0.75,0.0,0.0,0.849420003592968,0.0,0.0,0.0,0.0,0.7858150601387024
ENSG00000153002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000166741,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.8805033713579178
ENSG00000089009,0.029418259859085083,0.15051335096359253,0.2043069675564766,0.15297121554613113,0.21731147915124893,0.0,0.15857059508562088,0.18923911452293396,0.20907707512378693
ENSG00000080824,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9046725481748581
ENSG00000211897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116209,0.8125499412417412,0.0,0.75,0.0,0.0,0.8342521041631699,0.0,0.0,0.0
ENSG00000132965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000211895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087086,0.75,0.0,0.0,0.0,0.0,0.0,0.8784186691045761,0.0,0.8261251449584961
ENSG00000172023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000196262,0.0,0.625,0.0,0.6922763213515282,0.0,0.0,0.6885412111878395,0.0,0.6784247308969498
ENSG00000164932,0.0,0.0,0.0,0.8882338777184486,0.0,0.0,0.0,0.0,0.875
ENSG00000158869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000197614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000143954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000109971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233927,0.25241346657276154,0.26164519041776657,0.31848806887865067,0.25,0.3264172673225403,0.0,0.0,0.2991471365094185,0.2508025988936424
ENSG00000169567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124614,0.75,0.0,0.0,0.861207939684391,0.0,0.0,0.0,0.0,0.7898358702659607
ENSG00000111640,0.0,0.0,0.625,0.7003027051687241,0.0,0.0,0.7041372358798981,0.0,0.6831344962120056
ENSG00000164687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000148834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169715,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.8820203617215157,0.0
ENSG00000114942,0.375,0.0,0.0,0.45648249983787537,0.42744141072034836,0.0,0.4251619577407837,0.4678545519709587,0.4429176226258278
ENSG00000149806,0.75,0.0,0.0,0.0,0.0,0.0,0.8100746721029282,0.0,0.8094420433044434
ENSG00000115414,0.0,0.0,0.0,0.9063292071223259,0.0,0.0,0.0,0.0,0.875
ENSG00000088986,0.875,0.0,0.0,0.9500347152352333,0.0,0.0,0.0,0.0,0.0
ENSG00000108654,0.0,0.7737282812595367,0.7814416363835335,0.0,0.0,0.0,0.0,0.0,0.75
ENSG00000234741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
