,Endothelia,Fibroblast,Lymphocyte,MP & DC,Mural cell,Neutrophil
ENSG00000142937,0.03403626680374146,0.0565168023109436,0.13574892282485962,0.10415788888931274,0.06657643318176269,0.0
ENSG00000117450,0.4,0.5476965546607971,0.0,0.4129051208496094,0.4866645336151123,0.0
ENSG00000173660,0.0,0.0,0.6280196189880372,0.6,0.6086434841156005,0.0
ENSG00000116171,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000174348,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000116209,0.4,0.631457793712616,0.0,0.41343691349029543,0.5500536799430847,0.0
ENSG00000162407,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000177606,0.0,0.6266461730003356,0.0,0.6,0.7221824288368225,0.0
ENSG00000162599,0.8,0.8495974183082581,0.0,0.0,0.0,0.0
ENSG00000162434,0.0,0.0,0.8756738305091858,0.8,0.0,0.0
ENSG00000213625,0.0,0.8443562626838684,0.0,0.0,0.8,0.0
ENSG00000184588,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000142864,0.0,0.6,0.6754472732543946,0.6146560788154602,0.0,0.0
ENSG00000116754,0.0,0.8601487636566162,0.0,0.8,0.0,0.0
ENSG00000172260,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000174021,0.0,0.8,0.0,0.8713933229446411,0.0,0.0
ENSG00000183291,0.0,0.8853676438331604,0.0,0.8,0.0,0.0
ENSG00000143013,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000122406,0.2,0.20939064025878906,0.34904544353485106,0.24221417903900147,0.23699053525924682,0.0
ENSG00000137962,0.9427864074707031,0.8,0.0,0.0,0.0,0.0
ENSG00000117519,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000134186,0.0,0.0,0.884869921207428,0.8,0.0,0.0
ENSG00000065135,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143119,0.0,0.0,0.8454278945922852,0.8,0.0,0.0
ENSG00000116459,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143110,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000116473,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000116489,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000155366,0.7999899625778198,0.6941043496131897,0.0,0.6,0.0,0.0
ENSG00000009307,0.0,0.8,0.0,0.8128845930099488,0.0,0.0
ENSG00000163399,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000116824,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000265241,0.0,0.0,0.8598708033561706,0.8,0.0,0.0
ENSG00000265972,0.317839527130127,0.1438150405883789,0.0752294898033142,0.0,0.21051738262176514,0.18721820116043092
ENSG00000143369,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000143384,0.0,0.0,0.6,0.6729132533073425,0.0,0.6696576356887818
ENSG00000163131,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000197747,0.4356012225151062,0.5635413646697998,0.4,0.4678817391395569,0.0,0.0
ENSG00000163191,0.15537667274475098,0.3156936764717102,0.06426171064376832,0.3655587911605835,0.0,0.1996925950050354
ENSG00000163220,0.0,0.0,0.0,0.8,0.0,0.888135039806366
ENSG00000143546,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000197956,0.08217248916625977,0.35020487308502196,0.023582196235656737,0.21319401264190674,0.0,0.10162092447280884
ENSG00000196154,0.0,0.48715384006500245,0.464670741558075,0.5085255861282348,0.0,0.4
ENSG00000189171,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000143543,0.0,0.8451106071472168,0.0,0.8,0.0,0.0
ENSG00000177954,0.03963943719863892,0.025723230838775635,0.29580638408660886,0.1637091040611267,0.019761765003204347,0.0
ENSG00000143549,0.0,0.0,0.8,0.8168707132339478,0.0,0.0
ENSG00000163463,0.0,0.9141060590744019,0.0,0.8,0.0,0.0
ENSG00000163479,0.0,0.6,0.7684144616127014,0.605472731590271,0.0,0.0
ENSG00000160789,0.0,0.8,0.0,0.0,0.8056938886642456,0.0
ENSG00000163563,0.0,0.0,0.0,0.8,0.0,0.8576369643211365
ENSG00000163565,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000158710,0.4828220844268799,0.5602051973342895,0.4,0.445995569229126,0.0,0.0
ENSG00000117091,0.0,0.0,0.8565879583358764,0.8,0.0,0.0
ENSG00000158869,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143226,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000203747,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000162733,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000143248,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000143198,0.0,0.7146299004554748,0.0,0.6,0.8137316226959228,0.0
ENSG00000198821,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000143196,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000094963,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000117523,0.0,0.6,0.7316700458526612,0.6580968141555786,0.0,0.0
ENSG00000117592,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000234741,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000162783,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000135821,0.0,0.6039329290390014,0.0,0.6,0.0,0.783708143234253
ENSG00000135862,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000116701,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000162704,0.0,0.4751401305198669,0.4,0.6633331179618835,0.41673811674118044,0.0
ENSG00000116679,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000073756,0.0,0.0,0.0,0.8,0.0,0.9076543092727661
ENSG00000116741,0.0,0.0,0.0,0.8,0.0,0.9003168702125549
ENSG00000000971,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000081237,0.0,0.0,0.8334532499313354,0.8,0.0,0.0
ENSG00000159388,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000188783,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000069275,0.0,0.8172752857208252,0.0,0.0,0.8,0.0
ENSG00000266094,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000196352,0.0,0.6,0.0,0.7187554717063904,0.0,0.7151479959487915
ENSG00000174059,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000123689,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000117691,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000162772,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143742,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000143819,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000163041,0.0,0.016996359825134276,0.04227168560028076,0.17921253442764282,0.008014523983001709,0.19376590251922607
ENSG00000143761,0.0,0.5261063933372497,0.4475527763366699,0.4,0.40566874742507936,0.0
ENSG00000143774,0.0,0.637663197517395,0.684507155418396,0.6,0.0,0.0
ENSG00000135744,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000168264,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000173726,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143669,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000153187,0.0,0.6,0.6622635364532471,0.7846922993659973,0.0,0.0
ENSG00000182551,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000171863,0.2221421480178833,0.2,0.35598574876785277,0.23540655374526978,0.26864718198776244,0.0
ENSG00000115738,0.0,0.0,0.8636523962020874,0.8,0.0,0.0
ENSG00000134308,0.0,0.8252695322036743,0.0,0.0,0.8,0.0
ENSG00000143870,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000068697,0.4,0.711970841884613,0.0,0.4370700240135193,0.5751550674438477,0.0
ENSG00000143878,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000115128,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000084733,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000084754,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000228474,0.0,0.4794042229652405,0.5503504157066346,0.41725935935974123,0.4,0.0
ENSG00000138085,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000075426,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000213639,0.0,0.8,0.0,0.8179235100746155,0.0,0.0
ENSG00000049323,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000205221,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000115875,0.0,0.4193013787269592,0.6862276196479797,0.41534656286239624,0.4,0.0
ENSG00000152518,0.0,0.6391814112663269,0.7356677532196045,0.6,0.0,0.0
ENSG00000116016,0.9135790824890136,0.0,0.0,0.0,0.8,0.0
ENSG00000143933,0.2,0.3176185965538025,0.25024851560592654,0.3279213190078735,0.454718554019928,0.0
ENSG00000115306,0.8158189535140992,0.8,0.0,0.0,0.0,0.0
ENSG00000115310,0.0,0.7527092576026917,0.0,0.6749711632728577,0.6,0.0
ENSG00000143947,0.019996500015258788,0.0,0.2578957796096802,0.10531582832336425,0.010308527946472168,0.009261906147003174
ENSG00000115355,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000115380,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000162924,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000138071,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000115956,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000196975,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000169564,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143977,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000114978,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000065911,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000034510,0.28286014795303344,0.11281635761260986,0.2593189001083374,0.2791829824447632,0.0,0.07708449363708496
ENSG00000152291,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000168906,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000118640,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000115523,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000158050,0.0,0.0,0.8536482810974121,0.8,0.0,0.0
ENSG00000135940,0.0,0.609111213684082,0.0,0.6,0.7674082756042481,0.0
ENSG00000071082,0.0,0.6,0.7122865438461303,0.6608777284622193,0.0,0.0
ENSG00000163162,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000169756,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000125538,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000115091,0.0,0.0,0.8,0.8025775909423828,0.0,0.0
ENSG00000155368,0.0,0.6708603858947754,0.6640933394432068,0.6,0.0,0.0
ENSG00000152082,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000144224,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000121966,0.0,0.0,0.9408134460449219,0.8,0.0,0.0
ENSG00000115919,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000169554,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000196504,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000153234,0.0,0.0,0.8,0.809152340888977,0.0,0.0
ENSG00000115165,0.0,0.0,0.8709535956382751,0.8,0.0,0.0
ENSG00000241399,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000153250,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000136560,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000115271,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000136546,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000138385,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000071967,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000091436,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000154518,0.0,0.6177765607833863,0.0,0.6,0.7417433261871338,0.0
ENSG00000170144,0.0,0.45480945110321047,0.5653294682502746,0.4951999306678772,0.4,0.0
ENSG00000116044,0.0,0.8,0.0,0.831030547618866,0.0,0.0
ENSG00000003436,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000168542,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000115419,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000173559,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000168497,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081320,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000115524,0.0,0.8,0.0,0.845987069606781,0.0,0.0
ENSG00000144381,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000115541,0.0,0.0,0.8372057914733887,0.8,0.0,0.0
ENSG00000082153,0.0,0.6328156352043152,0.7088454127311706,0.6,0.0,0.0
ENSG00000013441,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000003402,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000114942,0.0,0.4303175568580627,0.6242150783538818,0.5657140731811523,0.4,0.0
ENSG00000115414,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000079246,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000197756,0.2134844422340393,0.2,0.31774131059646604,0.2688554525375366,0.2354675054550171,0.0
ENSG00000115461,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000163466,0.0,0.4216247916221619,0.6226479172706604,0.5806272745132446,0.4,0.0
ENSG00000135919,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000115053,0.0,0.6,0.7679754972457886,0.6569740414619446,0.0,0.0
ENSG00000187514,0.05144654512405396,0.0,0.1788865804672241,0.10379010438919067,0.08784456253051758,0.02279907464981079
ENSG00000115468,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000188042,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000144476,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000163359,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000124831,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000168385,0.0,0.8731989026069641,0.0,0.8,0.0,0.0
ENSG00000241553,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000254999,0.0,0.8227039575576782,0.0,0.8,0.0,0.0
ENSG00000144713,0.054449045658111574,0.02922837734222412,0.21507279872894286,0.15183508396148682,0.03156601190567017,0.0
ENSG00000163520,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000174748,0.2,0.20859158039093018,0.30356721878051757,0.2853449463844299,0.2224871039390564,0.0
ENSG00000144642,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000091317,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000144655,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000168028,0.2069699764251709,0.24421970844268798,0.47296069860458373,0.2699970602989197,0.2,0.0
ENSG00000114784,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000188846,0.2,0.21286271810531615,0.38086519241333006,0.2687503695487976,0.2450299382209778,0.0
ENSG00000168036,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000114857,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000011198,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000232112,0.0,0.4498253583908081,0.6000205755233765,0.4488551616668701,0.4,0.0
ENSG00000067560,0.21967118978500366,0.296134352684021,0.2,0.3159983277320862,0.20647695064544677,0.0
ENSG00000114353,0.5212676167488098,0.4,0.46240217685699464,0.5550449967384339,0.0,0.0
ENSG00000068001,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162244,0.2092111349105835,0.2,0.3243465542793274,0.29027022123336793,0.20749115943908691,0.0
ENSG00000114902,0.0,0.6808873414993286,0.0,0.6,0.6269498586654663,0.0
ENSG00000272573,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000163931,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000113811,0.0,0.0,0.8496540188789368,0.8,0.0,0.0
ENSG00000168374,0.0,0.9057218432426453,0.0,0.8,0.0,0.0
ENSG00000144746,0.0,0.7106530427932739,0.6503030776977539,0.6,0.0,0.0
ENSG00000114861,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000144810,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000168386,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000154175,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000114391,0.2,0.20474987030029296,0.30590081214904785,0.22030537128448485,0.20264989137649536,0.0
ENSG00000144802,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000196776,0.0,0.0,0.8988672494888306,0.8,0.0,0.0
ENSG00000144848,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000091986,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000181722,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000163430,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000065518,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000180353,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000114013,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000075785,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000169714,0.0,0.504226553440094,0.43362079858779906,0.4,0.5363399028778076,0.0
ENSG00000091527,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000069849,0.0,0.0,0.8,0.8416845917701721,0.0,0.0
ENSG00000163710,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000169908,0.9278477787971496,0.8,0.0,0.0,0.0,0.0
ENSG00000082996,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000120742,0.0,0.0,0.8,0.8499218702316285,0.0,0.0
ENSG00000152601,0.0,0.8,0.0,0.8775754332542419,0.0,0.0
ENSG00000114850,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000163660,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000118855,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000173905,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000008952,0.5379929423332215,0.6313140273094178,0.0,0.4,0.4250068664550781,0.0
ENSG00000136603,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000161203,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000136527,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000156976,0.0,0.48864150047302246,0.4292903900146484,0.4,0.5125126123428345,0.0
ENSG00000145012,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000114331,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000189058,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000180370,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000182899,0.2,0.20129984617233276,0.3152011513710022,0.22985767126083373,0.20752133131027223,0.0
ENSG00000169020,0.0,0.6149696588516236,0.0,0.6,0.6748539805412292,0.0
ENSG00000163956,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000179010,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000170801,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000071127,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000137441,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000109610,0.0,0.8,0.0,0.0,0.8443412065505982,0.0
ENSG00000168214,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000163682,0.03673024177551269,0.03447211980819702,0.15187140703201293,0.09204529523849488,0.05889194011688233,0.0
ENSG00000163683,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000178343,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000109180,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000134853,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000171476,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000163453,0.0,0.8,0.0,0.0,0.8259745597839355,0.0
ENSG00000169429,0.0,0.0,0.0,0.8,0.0,0.8454382300376893
ENSG00000163734,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000081041,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000118816,0.0,0.3416853308677673,0.2,0.24733930826187134,0.2729909777641296,0.27539595365524294
ENSG00000138668,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000152795,0.0,0.4115145802497864,0.4813967704772949,0.4,0.4204501032829285,0.0
ENSG00000198189,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000152583,0.6,0.6031973600387573,0.0,0.0,0.6265082836151123,0.0
ENSG00000196616,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000164032,0.0,0.0,0.7327717542648315,0.6975990653038024,0.6,0.0
ENSG00000164035,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109320,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000109332,0.0,0.4,0.45210579633712766,0.48218326568603515,0.0,0.5873822808265686
ENSG00000168769,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000109475,0.015336692333221436,0.007242238521575928,0.1715209126472473,0.11710667610168457,0.0,0.018927490711212157
ENSG00000198856,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000164096,0.0,0.8239612340927124,0.0,0.8,0.0,0.0
ENSG00000164111,0.0,0.7575395703315735,0.0,0.7068630695343018,0.6,0.0
ENSG00000164056,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000109390,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000145425,0.0,0.012726855278015137,0.20798172950744628,0.15622607469558716,0.029921889305114746,0.00019969940185546876
ENSG00000164116,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000109472,0.0,0.8,0.0,0.0,0.9389050245285034,0.0
ENSG00000154553,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000176788,0.0,0.0,0.0,0.8,0.0,0.9157346844673157
ENSG00000113387,0.0,0.6,0.7395053386688233,0.628850793838501,0.0,0.0
ENSG00000082074,0.0,0.0,0.8,0.8082955002784729,0.0,0.0
ENSG00000145592,0.0952604055404663,0.06661392450332641,0.26855566501617434,0.19460794925689698,0.046177899837493895,0.0
ENSG00000112936,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000250722,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000145649,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000134352,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000062194,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000145675,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000131711,0.0,0.8,0.0,0.0,0.8894127011299133,0.0
ENSG00000145741,0.2,0.22142959833145143,0.26971681118011476,0.24492956399917604,0.2705332517623901,0.0
ENSG00000164346,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000171530,0.0,0.8052312135696411,0.0,0.8,0.0,0.0
ENSG00000039319,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000186468,0.21369484663009644,0.20921467542648314,0.3307364583015442,0.29308905601501467,0.2,0.0
ENSG00000038427,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000127184,0.0,0.4057419776916504,0.4305008888244629,0.4,0.5062853693962097,0.0
ENSG00000081189,0.0,0.0,0.0,0.8,0.856850802898407,0.0
ENSG00000248323,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000173221,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000153113,0.0,0.8077172756195068,0.0,0.8,0.0,0.0
ENSG00000153922,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000129625,0.0,0.8024803638458252,0.0,0.8,0.0,0.0
ENSG00000205302,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000168938,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000169567,0.0,0.43788182735443115,0.5242419242858887,0.4,0.44034533500671386,0.0
ENSG00000125347,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000164405,0.0,0.808194363117218,0.0,0.8,0.0,0.0
ENSG00000113558,0.0,0.47263221740722655,0.44000195264816283,0.4,0.5571923613548279,0.0
ENSG00000119048,0.0,0.8102686762809753,0.0,0.8,0.0,0.0
ENSG00000113648,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000120708,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000120738,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000120705,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000120727,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000170458,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000131507,0.0,0.9128671646118164,0.0,0.8,0.0,0.0
ENSG00000249669,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000113712,0.0,0.8,0.0,0.8506471395492554,0.0,0.0
ENSG00000182578,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000113721,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000019582,0.8,0.0,0.0,0.8309424996376038,0.0,0.0
ENSG00000164587,0.2022771120071411,0.2,0.36732985973358157,0.2931950330734253,0.20350949764251708,0.0
