obo_id,label,level
UBERON:0035422,circumflex branch of left coronary artery,descendant
UBERON:0006829,remnant of left anterior vena cava,descendant
UBERON:0004493,cardiac muscle tissue of myocardium,descendant
UBERON:0004162,pulmonary myocardium,descendant
UBERON:0002350,conducting system of heart,descendant
UBERON:0002302,myocardium of atrium,descendant
UBERON:0001083,myocardium of ventricle,descendant
UBERON:0015128,subepicardial layer of epicardium,descendant
UBERON:0001082,epicardium of ventricle,descendant
UBERON:0006828,trabecula carnea of atrium,descendant
UBERON:0006571,trabecula carnea of left ventricle,descendant
UBERON:0006570,trabecula carnea of right ventricle,descendant
UBERON:0003452,trabecula carnea cardiac muscle tissue,descendant
UBERON:2005072,endocardial ring,descendant
UBERON:0005243,interventricular septum endocardium,descendant
UBERON:0003930,atrioventricular canal endocardium,descendant
UBERON:0002166,endocardium of atrium,descendant
UBERON:0001081,endocardium of ventricle,descendant
UBERON:0005989,atrioventricular septum,descendant
UBERON:0004492,cardiac muscle tissue of cardiac septum,descendant
UBERON:0002085,interatrial septum,descendant
UBERON:0002094,interventricular septum,descendant
UBERON:0036067,superior endocardial cushion,descendant
UBERON:0036066,inferior endocardial cushion,descendant
UBERON:0039232,conus artery,descendant
UBERON:0001626,left coronary artery,descendant
UBERON:0001625,right coronary artery,descendant
UBERON:0011741,cardiac valve leaflet,descendant
UBERON:0006009,cusp of cardiac valve,descendant
UBERON:0005623,semi-lunar valve,descendant
UBERON:0005485,valve of inferior vena cava,descendant
UBERON:0004150,coronary sinus valve,descendant
UBERON:0004149,ventriculo bulbo valve,descendant
UBERON:0002086,sinoatrial valve,descendant
UBERON:0036286,wall of right ventricle,descendant
UBERON:0036285,wall of left ventricle,descendant
UBERON:0004126,trabecular layer of ventricle,descendant
UBERON:0004127,compact layer of ventricle,descendant
UBERON:0034704,inflow tract of left ventricle,descendant
UBERON:0034703,inflow tract of right ventricle,descendant
UBERON:0002134,tricuspid valve,descendant
UBERON:0002135,mitral valve,descendant
UBERON:0011819,lumen of atrioventricular canal,descendant
UBERON:0003908,right atrioventricular canal,descendant
UBERON:0003907,left atrioventricular canal,descendant
UBERON:0010283,oblique pericardial sinus,descendant
UBERON:0002248,transverse pericardial sinus,descendant
UBERON:0014852,chorda tendinea of right ventricle,descendant
UBERON:0014851,chorda tendinea of left ventricle,descendant
UBERON:0004125,myocardial compact layer,descendant
UBERON:0004124,myocardium trabecular layer,descendant
UBERON:0016522,cavity of right atrium,descendant
UBERON:0016514,cavity of left ventricle,descendant
UBERON:0016513,cavity of left atrium,descendant
UBERON:0016509,cavity of right ventricle,descendant
UBERON:0002080,heart right ventricle,descendant
UBERON:0002078,right cardiac atrium,descendant
UBERON:0002084,heart left ventricle,descendant
UBERON:0002079,left cardiac atrium,descendant
UBERON:0010018,spiral valve of conus arteriosus,descendant
UBERON:3010243,ventricular musculature,descendant
UBERON:2005073,atrioventricular ring,descendant
UBERON:0035837,apical region of heart ventricle,descendant
UBERON:0018649,cardiac muscle tissue of ventricle,descendant
UBERON:0005455,interventricular groove,descendant
UBERON:0004146,His-Purkinje system,descendant
UBERON:0002494,papillary muscle of heart,descendant
UBERON:8600120,atrial intrinsic cardiac ganglion,descendant
UBERON:0006618,atrium auricular region,descendant
UBERON:0006218,common atrial chamber,descendant
UBERON:0004490,cardiac muscle tissue of atrium,descendant
UBERON:0005092,right horn of sinus venosus,descendant
UBERON:0005091,left horn of sinus venosus,descendant
UBERON:0005966,outflow part of left atrium,descendant
UBERON:0005965,outflow part of right atrium,descendant
UBERON:0005956,outflow part of left ventricle,descendant
UBERON:0005953,outflow part of right ventricle,descendant
UBERON:0009966,internodal tract,descendant
UBERON:0005982,Bachmann's bundle,descendant
UBERON:0002352,atrioventricular node,descendant
UBERON:2005075,peripheral cardiac conduction system,descendant
UBERON:2005074,central cardiac conduction system,descendant
UBERON:0015125,anterior internodal tract,descendant
UBERON:0005987,right bundle branch,descendant
UBERON:0005986,left bundle branch,descendant
UBERON:0002354,cardiac Purkinje fiber,descendant
UBERON:0002353,bundle of His,descendant
UBERON:0002351,sinoatrial node,descendant
UBERON:0005988,atrium myocardial trabecula,descendant
UBERON:0005980,pectinate muscle,descendant
UBERON:0006567,right ventricle myocardium,descendant
UBERON:0006566,left ventricle myocardium,descendant
UBERON:0015129,epicardial fat,descendant
UBERON:0004526,cardiac muscle tissue of trabecula carnea of left ventricle,descendant
UBERON:0004525,cardiac muscle tissue of trabecula carnea of right ventricle,descendant
UBERON:0034903,left atrium endocardium,descendant
UBERON:0011005,endocardium of auricle,descendant
UBERON:0009129,right atrium endocardium,descendant
UBERON:0009713,endocardium of left ventricle,descendant
UBERON:0009712,endocardium of right ventricle,descendant
UBERON:0004491,cardiac muscle tissue of interatrial septum,descendant
UBERON:0003383,cardiac muscle tissue of interventricular septum,descendant
UBERON:0004754,foramen ovale of heart,descendant
UBERON:0004159,atrial septum intermedium,descendant
UBERON:0004155,atrial septum secundum,descendant
UBERON:0004154,atrial septum primum,descendant
UBERON:0004153,ventricular septum intermedium,descendant
UBERON:0004667,interventricular septum muscular part,descendant
UBERON:0011745,pulmonary valve leaflets,descendant
UBERON:0011742,aortic valve leaflet,descendant
UBERON:0007151,mitral valve leaflet,descendant
UBERON:0005484,tricuspid valve leaflet,descendant
UBERON:0005998,tricuspid valve cusp,descendant
UBERON:0005996,mitral valve cusp,descendant
UBERON:0005992,pulmonary valve cusp,descendant
UBERON:0005990,aortic valve cusp,descendant
UBERON:0002146,pulmonary valve,descendant
UBERON:0002137,aortic valve,descendant
UBERON:0036289,anterior wall of right ventricle,descendant
UBERON:0036288,anterior wall of left ventricle,descendant
UBERON:0005066,right ventricular trabecular myocardium,descendant
UBERON:0005064,left ventricular trabecular myocardium,descendant
UBERON:0005065,right ventricular compact myocardium,descendant
UBERON:0005063,left ventricular compact myocardium,descendant
UBERON:0014855,posterior leaflet of mitral valve,descendant
UBERON:0035836,apical region of right ventricle,descendant
UBERON:0004523,papillary muscle of right ventricle,descendant
UBERON:0003381,cardiac muscle of right ventricle,descendant
UBERON:0010189,right atrium venous valve,descendant
UBERON:0006631,right atrium auricular region,descendant
UBERON:0005981,vena cava sinus,descendant
UBERON:0005979,crista terminalis,descendant
UBERON:0005208,right atrium valve,descendant
UBERON:0003379,cardiac muscle of right atrium,descendant
UBERON:0003369,fossa ovalis of heart,descendant
UBERON:0035835,apical region of left ventricle,descendant
UBERON:0004524,papillary muscle of left ventricle,descendant
UBERON:0003382,cardiac muscle of left ventricle,descendant
UBERON:0006630,left atrium auricular region,descendant
UBERON:0003380,cardiac muscle of left atrium,descendant
UBERON:8000009,Purkinje fiber network,descendant
UBERON:0004494,cardiac muscle tissue of papillary muscle,descendant
UBERON:0005490,posterior interventricular sulcus,descendant
UBERON:0005489,anterior interventricular sulcus,descendant
UBERON:0003378,cardiac muscle of auricular region,descendant
UBERON:0015126,middle internodal tract,descendant
UBERON:0015127,posterior internodal tract,descendant
UBERON:0036291,myocardium of anterior wall of right ventricle,descendant
UBERON:0036290,myocardium of anterior wall of left ventricle,descendant
UBERON:0011006,endocardium of left auricle,descendant
UBERON:0011007,endocardium of right auricle,descendant
UBERON:0035186,valve of foramen ovale,descendant
UBERON:0015225,atrial foramen intermedium,descendant
UBERON:0009149,foramen primum,descendant
UBERON:0006678,foramen secundum,descendant
UBERON:0015224,interventricular foramen intermedium,descendant
UBERON:0014854,anterior leaflet of mitral valve,descendant
UBERON:0014853,commissural leaflet of mitral valve,descendant
UBERON:0009779,cardiac muscle tissue of right auricle,descendant
UBERON:0009780,cardiac muscle tissue of left auricle,descendant
UBERON:0002407,pericardium,root
UBERON:0007187,pericardial parietal mesothelium,descendant
UBERON:0007186,pericardial visceral mesothelium,descendant
UBERON:0003388,mesothelium of pericardial cavity,descendant
UBERON:0002359,fibrous pericardium,descendant
UBERON:0002406,pericardial sac,descendant
UBERON:0007188,mesothelium of serous pericardium,descendant
UBERON:0002357,serous pericardium,descendant
UBERON:0001074,pericardial cavity,descendant
UBERON:0002425,visceral serous pericardium,descendant
UBERON:0002408,parietal serous pericardium,descendant
