,Cardiomyocyte,Endothelial,Fibroblast,Lymphoid,Myeloid,Neuronal,Pericyte,Smooth Muscle
ENSG00000123908,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.8875700831413269
ENSG00000126070,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000135049,0.0,0.0,0.0,0.8571428571428571,0.8606413006782532,0.0,0.0,0.0
ENSG00000135541,0.7619204436029706,0.0,0.7967917152813503,0.0,0.0,0.0,0.0,0.7142857142857143
ENSG00000124942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000146416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000131016,0.0,0.8107843399047852,0.7142857142857143,0.0,0.0,0.0,0.0,0.7904938459396362
ENSG00000170776,0.35289924485342844,0.0,0.1489663634981428,0.09498453140258789,0.22036641836166382,0.05448522738048008,0.058567208903176446,0.07065544809613909
ENSG00000151320,0.9484715802328927,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571
ENSG00000127914,0.4192637971469334,0.0,0.2952041966574533,0.4139494981084551,0.3124032531465803,0.30098362479891094,0.2857142857142857,0.0
ENSG00000106948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000117020,0.0,0.31989817108426777,0.351071298122406,0.3501857263701303,0.0,0.3769408975328718,0.3291716320174081,0.2857142857142857
ENSG00000237596,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000230490,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000235535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000165092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000101901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000012779,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000198796,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136383,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145362,0.8642617208617074,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
ENSG00000151150,0.7922444769314357,0.0,0.0,0.7142857142857143,0.0,0.8611676437514169,0.0,0.0
ENSG00000154122,0.6903896331787109,0.0,0.6742045879364014,0.0,0.5714285714285714,0.0,0.5874636258397784,0.0
ENSG00000148677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000088448,0.0,0.0,0.7142857142857143,0.0,0.0,0.7808560814176287,0.7445900780814034,0.0
ENSG00000167522,0.009255179337092809,0.10033053159713745,0.01761063507625035,0.3233372909682138,0.11706491027559553,0.0,0.01388019323348999,0.0635887725012643
ENSG00000132466,0.09013831615447998,0.010940747601645333,0.05305919476917812,0.017873942852020264,0.022029868194035122,0.0,0.06004514013017927,0.10213226931435722
ENSG00000206560,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000135976,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000174501,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000065413,0.0,0.0,0.49546514238630024,0.749090816293444,0.49955642223358154,0.42857142857142855,0.4700453622000558,0.0
ENSG00000064999,0.7142857142857143,0.0,0.0,0.0,0.857528703553336,0.0,0.7205703428813389,0.0
ENSG00000131620,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8927930167743138
ENSG00000047617,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177119,0.7142857142857143,0.7361473952020917,0.7957079751150948,0.0,0.0,0.0,0.0,0.0
ENSG00000169604,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000163297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182718,0.0,0.0,0.8571428571428571,0.0,0.0,0.9040589162281581,0.0,0.0
ENSG00000138772,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136250,0.0,0.0,0.0,0.9401676569666181,0.8571428571428571,0.0,0.0,0.0
ENSG00000182287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000132842,0.0,0.0,0.8571428571428571,0.0,0.9036692125456673,0.0,0.0,0.0
ENSG00000077420,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000163697,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.722145710672651,0.7558138796261379
ENSG00000189058,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000142192,0.0,0.6588200415883746,0.6111508096967425,0.0,0.5844372085162571,0.5714285714285714,0.0,0.0
ENSG00000047365,0.0,0.0,0.0,0.7869577663285392,0.7142857142857143,0.7636108568736485,0.0,0.0
ENSG00000066777,0.7142857142857143,0.0,0.7271302853311811,0.7914187226976667,0.0,0.0,0.0,0.0
ENSG00000124198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134884,0.0,0.5023629239627293,0.340195289679936,0.31311687401362825,0.0,0.2857142857142857,0.348909250327519,0.36466277497155325
ENSG00000071205,0.5714285714285714,0.0,0.6165321213858468,0.0,0.0,0.0,0.6661253316061837,0.6523484247071403
ENSG00000075884,0.0,0.0,0.0,0.7952112896101815,0.633206273828234,0.6196421555110386,0.5714285714285714,0.0
ENSG00000140750,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000146376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000107863,0.0,0.0,0.9133415307317462,0.0,0.8571428571428571,0.0,0.0,0.0
ENSG00000138639,0.5714285714285714,0.0,0.5929085612297058,0.0,0.5894187007631574,0.7323108741215297,0.0,0.0
ENSG00000145819,0.2857142857142857,0.32314162594931467,0.0,0.28571851764406475,0.42279172795159475,0.0,0.39318154539380756,0.4699171100343977
ENSG00000137962,0.0,0.9018162829535348,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
ENSG00000031081,0.8571428571428571,0.9349697061947414,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134909,0.0,0.0,0.8571428571428571,0.0,0.0,0.8600690109389169,0.0,0.0
ENSG00000165895,0.0,0.0,0.0,0.0,0.0,0.7568828293255397,0.7588404757635934,0.7142857142857143
ENSG00000100852,0.8711068800517491,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
ENSG00000047648,0.0,0.0,0.5714285714285714,0.0,0.630977886063712,0.0,0.6932456919125148,0.6047978741782052
ENSG00000196914,0.30838094438825336,0.3035814166069031,0.2857142857142857,0.0,0.0,0.36657972846712383,0.39544873578207834,0.3325539231300354
ENSG00000114790,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000163947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000102606,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.7449940102440971,0.756691208907536
ENSG00000049618,0.0,0.01841414826256888,0.10559358767100743,0.16474252939224243,0.030200796467917308,0.008824169635772705,0.07535578523363386,0.022433527878352573
ENSG00000189079,0.2857142857142857,0.0,0.32907665627343313,0.42279290301459177,0.3391596419470651,0.0,0.3267281310898917,0.30020666122436523
ENSG00000054267,0.0,0.08962962457111903,0.07398539781570435,0.3580723490033831,0.10577092000416347,0.04793754645756313,0.10425267900739398,0.12155636719294957
ENSG00000150347,0.4340200253895351,0.0,0.522327150617327,0.5877574341637748,0.0,0.0,0.42857142857142855,0.5438395994050162
ENSG00000166233,0.008561602660587855,0.025351090090615407,0.05131286382675171,0.10546867336545672,0.08941251039505005,0.0,0.16008895635604858,0.17328027316502162
ENSG00000177479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185305,0.42857142857142855,0.5192276665142604,0.4364958916391645,0.5001966868128095,0.5183469653129578,0.0,0.0,0.0
ENSG00000163466,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000104763,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153317,0.42857142857142855,0.5864858371870858,0.44408554690224783,0.0,0.5730457476207188,0.0,0.5146781546728951,0.0
ENSG00000151693,0.0,0.0,0.5789947509765625,0.0,0.0,0.7622795019830976,0.6497962474822998,0.5714285714285714
ENSG00000182177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112249,0.0,0.0,0.9128746305193219,0.8571428571428571,0.0,0.0,0.0,0.0
ENSG00000116539,0.031147113868168423,0.0,0.043716021946498325,0.13453082527433122,0.10093476091112409,0.00021057469504220144,0.07337800094059535,0.06603036608014788
ENSG00000198363,0.5714285714285714,0.0,0.6445049728666034,0.0,0.6184242963790894,0.7213749119213649,0.0,0.0
ENSG00000148219,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000171456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119778,0.0,0.0,0.8571428571428571,0.0,0.8610715695789882,0.0,0.0,0.0
ENSG00000118217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000171681,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000197548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000149311,0.0,0.0,0.0,0.9026502285684858,0.8571428571428571,0.0,0.0,0.0
ENSG00000068650,0.9390290294374738,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
ENSG00000058063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000133657,0.5714285714285714,0.7017744268689837,0.58381302016122,0.0,0.5968888061387199,0.0,0.0,0.0
ENSG00000143153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069849,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9317139387130737
ENSG00000174437,0.9248042191777911,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571
ENSG00000070961,0.0,0.0,0.0,0.8571428571428571,0.8693356513977051,0.0,0.0,0.0
ENSG00000058668,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124406,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000104043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000166377,0.2857142857142857,0.0,0.33245607784816195,0.2949245146342686,0.46102782658168245,0.0,0.3677287186895098,0.47135995967047556
ENSG00000085224,0.0,0.08069182293755668,0.05191794463566372,0.27948795897620066,0.08798378705978394,0.0008684226444789342,0.1260596684047154,0.08268395492008754
ENSG00000124788,0.4958696791103908,0.0,0.2857142857142857,0.643877352987017,0.5641592230115619,0.0,0.3723269190107073,0.3112523470606123
ENSG00000130638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204842,0.5960809418133327,0.0,0.5714285714285714,0.0,0.6598288076264518,0.0,0.5796931300844465,0.0
ENSG00000163635,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000148090,0.8809748036520821,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
ENSG00000158321,0.2857142857142857,0.41803349767412457,0.37494824613843647,0.0,0.38349606309618267,0.0,0.5147819178444999,0.4031316467693874
ENSG00000167601,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9288476535252163
ENSG00000166710,0.0,0.8024204969406128,0.0,0.8116307854652405,0.7142857142857143,0.0,0.0,0.0
ENSG00000139044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000086062,0.8638765386172703,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
ENSG00000158470,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158019,0.676362429346357,0.0,0.5714285714285714,0.622573367186955,0.6330545033727374,0.0,0.0,0.0
ENSG00000156273,0.42857142857142855,0.0,0.47082278558186125,0.0,0.6248906254768372,0.4850969740322658,0.0,0.5363622052328927
ENSG00000112182,0.0,0.0,0.8571428571428571,0.0,0.0,0.9315331663404193,0.0,0.0
ENSG00000198604,0.0,0.0,0.0,0.8571428571428571,0.9448504958833966,0.0,0.0,0.0
ENSG00000123636,0.14495984145573207,0.2380635482924325,0.19016647338867188,0.0,0.33964219263621737,0.14285714285714285,0.26266831159591675,0.18128601993833268
ENSG00000114439,0.0,0.0,0.6056532859802246,0.7120572924613953,0.5714285714285714,0.0,0.6271997945649284,0.0
ENSG00000141376,0.33758935758045744,0.0,0.2857142857142857,0.4470097933496748,0.3070468136242458,0.0,0.4666683418410165,0.47468372753688265
ENSG00000060982,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000083123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000171791,0.0,0.0,0.0,0.8571428571428571,0.0,0.9033882192202977,0.0,0.0
ENSG00000099968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113916,0.5714285714285714,0.0,0.7144859092576163,0.0,0.0,0.0,0.6521274021693638,0.6127485718045916
ENSG00000122870,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115760,0.0,0.05462156023297991,0.05273469005312238,0.24438350541251047,0.16455131769180298,0.020417937210627964,0.10973401580538068,0.05457198619842529
ENSG00000138756,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000112175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000107779,0.8879589268139431,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
ENSG00000204217,0.5714285714285714,0.7488029428890773,0.621168988091605,0.0,0.0,0.0,0.0,0.6584137422697884
ENSG00000173068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104765,0.0,0.0,0.8700018439974103,0.0,0.8571428571428571,0.0,0.0,0.0
ENSG00000171634,0.5714285714285714,0.0,0.5855823840413775,0.7949844173022679,0.5744631375585284,0.0,0.0,0.0
ENSG00000157764,0.01828803334917341,0.0,0.08723268338612147,0.04314755541937692,0.006495211805616107,0.1038554310798645,0.1323033230645316,0.1302939738546099
ENSG00000141867,0.0,0.0,0.8716690370014736,0.0,0.0,0.0,0.0,0.8571428571428571
ENSG00000185658,0.42857142857142855,0.0,0.5000694223812648,0.606907674244472,0.45367040804454256,0.0,0.4706030317715236,0.0
ENSG00000095564,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.8872630255562919
ENSG00000183826,0.5813125967979431,0.0,0.0,0.5714285714285714,0.0,0.0,0.6338180729321071,0.7367891073226929
ENSG00000165810,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120029,0.8635280643190656,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0
ENSG00000133943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000159403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182326,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000203709,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.9141747185162136
ENSG00000116667,0.29311381919043406,0.3914367045675005,0.2857142857142857,0.0,0.0,0.2875674707548959,0.4853694609233311,0.299017105783735
ENSG00000088854,0.7142857142857143,0.0,0.0,0.0,0.8476496679442269,0.0,0.7263785345213754,0.0
ENSG00000125730,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176907,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148120,0.5808798159871783,0.0,0.46159934997558594,0.0,0.0,0.48979181902749197,0.42857142857142855,0.5507518223353794
ENSG00000178538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135932,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000102547,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000151067,0.7111194559506008,0.0,0.5714285714285714,0.0,0.0,0.0,0.678242598261152,0.7109938093594143
ENSG00000153956,0.6099671636308942,0.0,0.5929903558322361,0.0,0.0,0.0,0.6393044335501534,0.5714285714285714
ENSG00000157445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165995,0.8386087502752032,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.7975111092839923
ENSG00000182985,0.8571428571428571,0.0,0.0,0.0,0.0,0.9460908770561218,0.0,0.0
ENSG00000175161,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000081803,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122786,0.41168894938060213,0.34654591764722553,0.34265710626329693,0.0,0.0,0.2857142857142857,0.5645217725208828,0.5850686260632106
ENSG00000183049,0.0,0.0,0.0,0.8571428571428571,0.8985761063439506,0.0,0.0,0.0
ENSG00000145349,0.45930151428495136,0.0,0.29253651414598736,0.1907358169555664,0.14285714285714285,0.2073698810168675,0.29681432247161865,0.332826452595847
ENSG00000152495,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000171735,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000112186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116489,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000077549,0.0,0.3601366877555847,0.2857142857142857,0.3359964575086321,0.36268681287765503,0.0,0.36930482728140696,0.3262455293110439
ENSG00000198286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000079691,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.8805062089647565
ENSG00000249669,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8762359874589103
ENSG00000272168,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000147044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000118729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153113,0.6037371754646301,0.0,0.42857142857142855,0.44568830728530884,0.43478513615471975,0.43176846844809397,0.0,0.0
ENSG00000130940,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105974,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114423,0.3387881687709263,0.20679099219185965,0.4336128830909729,0.4003205043928964,0.14285714285714285,0.0,0.2389840739113944,0.20959107364927018
ENSG00000163492,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000223745,0.0,0.0,0.0,0.0,0.0,0.8930177858897618,0.8571428571428571,0.0
ENSG00000091986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000015133,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000123106,0.5839663233075824,0.0,0.5714285714285714,0.7028121863092694,0.6569206970078605,0.0,0.0,0.0
ENSG00000125633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112576,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000163660,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.8602897013936724
ENSG00000108100,0.0,0.5383500371660505,0.037371269294193814,0.11952382326126099,0.2869233659335545,0.02507340056555612,0.028523802757263184,0.00645726067679269
ENSG00000184305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
