,B Cells,Basal,Endothelial,Fibroblasts,Intercalated,Ionocytes,Macrophages,Mucous,Myoepithelial,Myofibroblasts,RBCs,Schwann Cells,Seromucous,Serous,Striated,T Cells
ENSG00000117450,0.0,0.6197174827257792,0.6124655445416768,0.0,0.5987495144208272,0.7393264015515645,0.0,0.5715932528177897,0.6248345931371053,0.6263520280520122,0.0,0.0,0.0,0.5333333333333333,0.0,0.0
ENSG00000117448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000117472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173660,0.0,0.6893724799156189,0.0,0.0,0.6255868593851726,0.720291793346405,0.0,0.6091028094291687,0.5966911633809407,0.5333333333333333,0.0,0.0,0.0,0.5559665560722351,0.7000244140625,0.0
ENSG00000162366,0.0,0.0,0.0,0.0,0.9747612714767456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000162368,0.0,0.0,0.0,0.0,0.9714237531026204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000116209,0.2750636378924052,0.2984370748202006,0.2884488662083944,0.3824285864830017,0.4541142463684082,0.35502713918685913,0.22238965034484864,0.4990432580312093,0.34916641712188723,0.268106742699941,0.0,0.0,0.2,0.23948790629704794,0.3175917983055115,0.0
ENSG00000143001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184292,0.0,0.8358787735303242,0.0,0.0,0.8366449157396952,0.8550259192784627,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177606,0.0,0.3906465490659078,0.3321516752243042,0.3165180524190267,0.3593908508618673,0.39316705067952473,0.1864958167076111,0.2975881576538086,0.2788444956143697,0.3703606327374776,0.0,0.26532039244969685,0.13333333333333333,0.1570250908533732,0.21624672015508015,0.2012249747912089
ENSG00000162599,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142864,0.0,0.0,0.0,0.0,0.8666666666666667,0.9078269918759664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8837443510691325,0.0,0.0
ENSG00000142875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000137976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000174021,0.0,0.0,0.0,0.0,0.9036510944366455,0.9333950916926066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000142871,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183291,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143013,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122406,0.010994863510131837,0.30506931940714516,0.08876451651255289,0.09556759198506673,0.22360214789708455,0.2533092657725016,0.11009599765141805,0.14607019027074178,0.2550270994504293,0.14222102165222167,0.003898298740386963,0.00011867284774780273,0.0,0.028234620889027912,0.061575202147165935,0.1121996561686198
ENSG00000117519,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000240038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000116299,0.0,0.0,0.0,0.0,0.9095595359802247,0.0,0.0,0.946837584177653,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000134248,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000064886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116459,0.0,0.0,0.0,0.0,0.0,0.9651335517565409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000009307,0.0,0.0,0.0,0.0,0.9823509136835734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000163399,0.0,0.6692721565564473,0.5759921630223592,0.0,0.638764766852061,0.7312537948290507,0.0,0.6264122366905213,0.5647759755452474,0.0,0.0,0.0,0.0,0.5333333333333333,0.7235124508539835,0.0
ENSG00000092621,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000265972,0.0,0.689328408241272,0.783908502260844,0.7085938413937887,0.0,0.6805063605308532,0.0,0.0,0.6539448420206706,0.0,0.0,0.0,0.0,0.6,0.0,0.6937881271044414
ENSG00000266472,0.0,0.0,0.0,0.0,0.9770476897557576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000143384,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143416,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197747,0.0,0.0,0.9354348023732503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0
ENSG00000163191,0.0,0.4514548381169637,0.3247372269630432,0.3191885709762573,0.4249595840771993,0.48230290015538535,0.41530866622924806,0.3511285185813904,0.3198236544926961,0.3192361394564311,0.0,0.2762090007464091,0.0,0.26666666666666666,0.3815420866012573,0.0
ENSG00000197956,0.0,0.37713241974512735,0.3503167271614075,0.4884103020032247,0.36848838329315187,0.6050366441408793,0.0,0.3333333333333333,0.43145614862442017,0.3938731074333191,0.0,0.4301733573277791,0.0,0.0,0.48773754835128785,0.3445240298906962
ENSG00000196154,0.0,0.0,0.0,0.8901293992996215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.88913893699646
ENSG00000196754,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189171,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160678,0.0,0.0,0.0,0.0,0.8872804323832194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.891502873102824,0.0,0.0
ENSG00000143543,0.0,0.0,0.0,0.0,0.8523860971132914,0.8,0.0,0.9065980752309163,0.0,0.0,0.0,0.0,0.0,0.8094558358192444,0.0,0.0
ENSG00000143545,0.0,0.0,0.0,0.0,0.0,0.9921261707941691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000177954,0.016817518075307212,0.22159054279327392,0.10135504404703775,0.08779546817143759,0.16173929770787557,0.14451255003611246,0.12974712053934734,0.1420021136601766,0.15035738150278727,0.11795479853947957,0.0002220749855041504,0.0027298768361409503,0.0,0.011328176657358805,0.05714669227600098,0.2549840013186137
ENSG00000143575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000179085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000163479,0.0,0.0,0.0,0.0,0.8267014741897583,0.8566444118817648,0.0,0.8240740617116292,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000116586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000160789,0.0,0.0,0.0,0.0,0.9480666319529215,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158710,0.0,0.0,0.888825515906016,0.0,0.8666666666666667,0.8901416142781575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000215845,0.0,0.0,0.0,0.0,0.8001208941141764,0.8734766681989033,0.0,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.738924793402354,0.7596534172693888,0.0
ENSG00000143222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000158869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185630,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143198,0.0,0.0,0.0,0.0,0.7754959106445313,0.7857815782229106,0.0,0.0,0.7834194342295329,0.8184230963389079,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
ENSG00000143158,0.0,0.0,0.0,0.0,0.8265003641446431,0.9120862563451131,0.0,0.8573605338732402,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000143153,0.0,0.8216142614682516,0.0,0.0,0.78850443760554,0.8094218850135804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.847898523012797,0.0
ENSG00000116132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117592,0.0,0.9333333333333333,0.0,0.0,0.0,0.9552544236183167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135821,0.0,0.8029311696688334,0.7796698093414307,0.8025485118230183,0.7333333333333333,0.0,0.0,0.0,0.7494600574175517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135842,0.0,0.0,0.0,0.0,0.9048547267913818,0.0,0.0,0.9169886350631714,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000000971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9934523900349935,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000163435,0.0,0.0,0.0,0.0,0.9154109636942546,0.9422932545344035,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159388,0.0,0.8773921449979146,0.0,0.0,0.8535003781318664,0.8795637249946594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000162896,0.013060299555460612,0.07851712703704834,0.06347097555796305,0.09428866704305013,0.5532052357991536,0.0,0.10196454922358195,0.4510199228922526,0.07172545989354452,0.1187494436899821,0.14101526339848836,0.2831843376159668,0.33495365381240844,0.18773611386617026,0.2945379455884298,0.15010892152786254
ENSG00000196352,0.0,0.0,0.0,0.0,0.8885908484458923,0.0,0.0,0.9311315854390462,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000117335,0.0,0.0,0.0,0.0,0.9639252940813701,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117691,0.0,0.0,0.0,0.0,0.967145299911499,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162772,0.0,0.8260008414586385,0.0,0.0,0.831074595451355,0.8840524315834045,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162909,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143742,0.0,0.0,0.0,0.0,0.0,0.9871040304501851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000143819,0.0,0.0,0.0,0.9934809645016988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000163041,0.0,0.33557918469111125,0.31979825496673586,0.2792656222979228,0.40815317233403525,0.5521964987119039,0.2839260816574097,0.3299447258313497,0.30071289936701456,0.2928130030632019,0.0,0.2,0.0,0.22674275239308675,0.29818641344706215,0.27595874468485515
ENSG00000143761,0.0,0.0,0.0,0.0,0.9080859581629436,0.9364608605702718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000143774,0.0,0.0,0.8328080773353577,0.0,0.7557629346847534,0.8255145192146301,0.0,0.7516451319058736,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
ENSG00000168118,0.0,0.0,0.0,0.0,0.9631003578503926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000173726,0.0,0.0,0.0,0.0,0.974386739730835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000153187,0.0,0.0,0.0,0.0,0.9572666803995769,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000171863,0.013520840803782146,0.2931665341059367,0.11320565144220988,0.06820329030354817,0.1914323369661967,0.14366369644800822,0.1273651639620463,0.13645111719767253,0.22372941970825194,0.12719577550888062,0.0,0.031696009635925296,0.00875247319539388,0.017622939745585122,0.06211028496424357,0.17457621494928996
ENSG00000134308,0.0,0.0,0.0,0.0,0.0,0.9796123544375102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000143882,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143870,0.0,0.0,0.0,0.0,0.9144132653872172,0.0,0.0,0.8856667081514994,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000068697,0.0,0.0,0.0,0.8409112731615702,0.7412895480791728,0.6962992111841838,0.0,0.0,0.7921860297520955,0.7943947076797485,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
ENSG00000143878,0.0,0.6930866559346517,0.0,0.6893509308497111,0.6666666666666666,0.7000134507815043,0.0,0.0,0.0,0.7687403162320455,0.0,0.7990822037061055,0.0,0.0,0.0,0.0
ENSG00000115128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228474,0.0,0.6741625825564067,0.0,0.0,0.6680822094281514,0.7126579880714417,0.6,0.724231771628062,0.6333915988604227,0.0,0.0,0.0,0.0,0.6117404619852702,0.0,0.0
ENSG00000138085,0.0,0.0,0.0,0.0,0.0,0.9890234589576721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000213639,0.0,0.0,0.0,0.0,0.9741392850875854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000115944,0.0,0.0,0.0,0.0,0.9034919897715251,0.9541947245597839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000152518,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9872371236483256
ENSG00000116016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143933,0.0,0.30482394695281984,0.28829283714294435,0.32863659858703614,0.33517115910847983,0.6279463052749634,0.29037451346715293,0.340531059106191,0.46136372884114585,0.3912705103556315,0.0,0.43978718916575116,0.0,0.26666666666666666,0.33421276410420736,0.0
ENSG00000119888,0.0,0.0,0.0,0.0,0.871216889222463,0.8976745486259461,0.0,0.8425565520922343,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000179915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000115306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143947,0.017104713122049968,0.2394828240076701,0.0969952623049418,0.0798178474108378,0.1830649495124817,0.10936516920725504,0.1188641866048177,0.13423951864242553,0.20357513825098675,0.0978903333346049,0.0,0.015940244992574057,0.0047935565312703455,0.012088509400685628,0.0614314079284668,0.18577152093251545
ENSG00000115380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000236780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000196975,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169564,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143977,0.0,0.0,0.0,0.0,0.0,0.9792292992273967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000124374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000163017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000163541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000034510,0.0,0.24934875567754108,0.5129232168197632,0.28251102368036907,0.259512460231781,0.33477596839269,0.39042283296585084,0.25808128515879314,0.251243797938029,0.242768665154775,0.0,0.3052453358968099,0.0,0.2,0.23564937114715576,0.3968259294827779
ENSG00000118640,0.0,0.0,0.0,0.0,0.8537560065587362,0.8449386835098267,0.0,0.7838534553845723,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.7586011926333109,0.0
ENSG00000168894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000211592,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115042,0.0,0.0,0.0,0.0,0.9818230668703715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
ENSG00000135940,0.0,0.5476386030515035,0.48647626241048175,0.0,0.5221622625986735,0.6791606227556864,0.0,0.5026693264643352,0.49568230311075845,0.5361278732617696,0.0,0.0,0.0,0.4666666666666667,0.6214500586191813,0.0
ENSG00000071082,0.0,0.9140801628430685,0.0,0.0,0.9076326608657836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0
ENSG00000119147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155368,0.0,0.0,0.0,0.0,0.8196106314659118,0.826965618133545,0.7370375196139017,0.7890460133552551,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0
ENSG00000115112,0.0,0.8339941064516704,0.0,0.0,0.8,0.8428744316101074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8264762043952942,0.0
ENSG00000152082,0.0,0.6361066619555156,0.0,0.60184086561203,0.6505127906799316,0.6448651949564616,0.0,0.6561189929644267,0.6619396050771077,0.0,0.0,0.0,0.0,0.6,0.0,0.0
ENSG00000173272,0.0,0.0,0.0,0.0,0.9554122964541117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0
