,Antigen presenting cell (RPS high),B cell,B cell (Plasmocyte),Dendritic cell,Endothelial cell,Endothelial cell (APC),Endothelial cell (endothelial to mesenchymal transition),Enterocyte progenitor,Epithelial cell,Fetal epithelial progenitor,Intercalated cell,Loop of Henle,Macrophage,Mast cell,Monocyte,Neutrophil,Proximal tubule progenitor,Sinusoidal endothelial cell,Smooth muscle cell,Stromal cell,T cell,Ureteric bud cell
ENSG00000164692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8301746419497898,0.0,0.8095238095238095,0.8195533724058242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8130957512628465,0.0,0.8527073093823024
ENSG00000141552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000161970,0.21356648774374098,0.27940389939716886,0.0,0.21320085298447383,0.14925572418031238,0.15656126113164992,0.14899425563358126,0.19485587449300856,0.14828158844084965,0.17946481704711914,0.16974071661631265,0.15135965176991054,0.18449668089548746,0.20484528655097597,0.20987734340486072,0.14517547970726377,0.0,0.0,0.14285714285714285,0.17683811982472739,0.2545666836556934,0.18355834767931983
ENSG00000143947,0.34819488582156954,0.43702493395124165,0.0,0.34422753538404194,0.0,0.2857142857142857,0.35371787207467215,0.335686431044624,0.3206309222039722,0.0,0.30956703140622094,0.294603583358583,0.2968273815654573,0.33851159186590285,0.29052111364546274,0.0,0.0,0.3331704026176816,0.3410310546557109,0.39910529057184857,0.43444196099326726,0.0
ENSG00000185088,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.9083992100897289,0.8912012293225243,0.0,0.0,0.0,0.0,0.8792678429966881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140264,0.4621767770676386,0.0,0.34942710683459327,0.3483777471951076,0.0,0.3333333333333333,0.4092874299912226,0.0,0.39029546578725177,0.0,0.35200939008167814,0.3665933296793983,0.3880360211644854,0.36530438207444693,0.38822688942863826,0.36904596998578026,0.4552678096862066,0.0,0.41381285304114934,0.0,0.357752487772987,0.0
ENSG00000211592,0.0,0.9523809523809523,0.9838106632232666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197958,0.48679544528325397,0.46668412288029987,0.0,0.4357400820368812,0.0,0.0,0.4033462007840474,0.47020959570294335,0.3900978025935945,0.0,0.39878417196727933,0.3877772319884527,0.4104726598376319,0.42490272862570627,0.4004805059660049,0.38095238095238093,0.0,0.0,0.0,0.46808388119652156,0.4565524458885193,0.0
ENSG00000149273,0.0,0.4404968335514977,0.35713865359624225,0.4073485732078552,0.0,0.372060911996024,0.43382337547483896,0.42996240797496976,0.3508622305733817,0.0,0.37061973696663264,0.0,0.39431512355804443,0.42555703435625347,0.4047191824231829,0.3333333333333333,0.0,0.0,0.362653116385142,0.4229252338409424,0.5385859097753253,0.0
ENSG00000108691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000183011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000019582,0.7707569911366418,0.7625884186653864,0.0,0.7955852832112994,0.0,0.7208713917505174,0.0,0.0,0.0,0.0,0.0,0.0,0.731992761294047,0.0,0.7160834074020386,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0
ENSG00000131236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000173812,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.9183427521160671,0.0,0.0,0.0,0.0,0.0,0.0,0.9096734608922686,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9260228872299194,0.944315703142257,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132341,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122862,0.0,0.6666666666666666,0.0,0.6892924762907482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7065494940394447,0.7072489431926182,0.6873092026937575,0.7365389693351019,0.0,0.7036142349243164,0.0,0.0,0.6727310759680611,0.0
ENSG00000174021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000023445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.961882125763666,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137818,0.3935865248952593,0.49494346266701106,0.35948890447616577,0.4047482127235049,0.0,0.0,0.34525296801612493,0.3801441788673401,0.3343688448270162,0.0,0.3333333333333333,0.0,0.34296250627154395,0.40285838217962355,0.35399738379887175,0.3417597980726333,0.0,0.0,0.37515714338847567,0.37612666970207576,0.48242004144759404,0.0
ENSG00000118680,0.7415090004603068,0.0,0.0,0.0,0.0,0.7188969595091683,0.0,0.789549742426191,0.7202413649786086,0.0,0.0,0.0,0.0,0.7163047762144179,0.0,0.7356462421871367,0.0,0.0,0.0,0.0,0.7142857142857143,0.0
ENSG00000083845,0.0,0.9806617498397827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0
ENSG00000135535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168028,0.0,0.8153680648122515,0.0,0.0,0.0,0.0,0.7716970074744451,0.0,0.0,0.0,0.0,0.0,0.0,0.8145926708266849,0.0,0.0,0.0,0.8427884578704834,0.0,0.7619047619047619,0.8198396591913133,0.0
ENSG00000172183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000106565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.9542644705091204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168653,0.0,0.0,0.0,0.0,0.0,0.0,0.8095238095238095,0.0,0.8570732871691386,0.8099072972933451,0.8799381398019337,0.8547871794019427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000012223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132475,0.6624106736410231,0.0,0.0,0.5238095238095238,0.0,0.5365204158283415,0.5563460985819498,0.6140256041572207,0.0,0.0,0.0,0.0,0.5286685739244733,0.5363471990539914,0.5417614437284923,0.5302781916799999,0.0,0.0,0.5618496111461094,0.0,0.5378772956984383,0.0
ENSG00000100097,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.7878100815273467,0.0,0.0,0.0,0.0,0.0,0.7299015578769502,0.7387911677360535,0.7373364879971459,0.0,0.0,0.0,0.764720789023808,0.7641353805859884,0.0,0.0
ENSG00000123689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910713621548244,0.0,0.9047619047619048,0.0,0.0,0.923465058917091,0.0,0.0,0.0,0.0
ENSG00000233276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167283,0.0,0.5300051683471316,0.0,0.5238095238095238,0.0,0.0,0.0,0.565121454851968,0.5279624859491984,0.0,0.5771759294328236,0.537550667921702,0.5247364469936916,0.5386193706875756,0.5265692869822184,0.0,0.0,0.0,0.0,0.0,0.5435545189040047,0.6053198746272496
ENSG00000172757,0.4757021637189956,0.41350613889240084,0.0,0.40918712672733126,0.3937928137325105,0.0,0.39779027303059894,0.46099805264245897,0.35015192485990976,0.0,0.3614022987229483,0.0,0.42597033863975886,0.41285520224344163,0.4142674860500154,0.39385547808238436,0.0,0.4042520523071289,0.3333333333333333,0.0,0.42842104605266024,0.0
ENSG00000183726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8836287998017811,0.8962230852672032,0.8870048097201756,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
ENSG00000168303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184009,0.877306132089524,0.0,0.0,0.0,0.0,0.0,0.8859455330031258,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.8718508027848744,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241468,0.9188081111226764,0.0,0.0,0.0,0.0,0.0,0.0,0.9297889641353062,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232112,0.5423108112244379,0.0,0.0,0.0,0.0,0.0,0.5465674144881112,0.5933172163509187,0.5197782204264686,0.0,0.5514389390037173,0.54461612871715,0.4854324857393901,0.5259523136275155,0.5367664779935565,0.47619047619047616,0.0,0.618247233685993,0.0,0.0,0.5550813646543593,0.0
ENSG00000204287,0.8173855202538627,0.8114760120709738,0.0,0.8547892570495605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8182448262260074,0.0,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.9624382229078383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9532744998023623,0.9523809523809523,0.0,0.0
ENSG00000130255,0.0,0.21130067677724929,0.0,0.2045595958119347,0.14826985200246176,0.16701469818751016,0.1481265766280038,0.20635128305071876,0.14740675971621559,0.17816145647139775,0.18838041736966088,0.14576955352510726,0.16405275322142102,0.15540686959312075,0.16405275322142102,0.14285714285714285,0.2547899768466041,0.15431467124394008,0.14393892174675352,0.2123046460605803,0.24042501619883946,0.0
ENSG00000156508,0.0,0.0,0.0,0.5910277764002482,0.0,0.0,0.5714285714285714,0.6271041603315444,0.6348189768337068,0.0,0.5954289776938302,0.0,0.0,0.5888005949202038,0.0,0.0,0.6307017263912019,0.0,0.6578243601889837,0.6500752568244934,0.6011104243142265,0.0
ENSG00000203747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171858,0.5436664592652094,0.518204444930667,0.0,0.47919749645959764,0.0,0.0,0.0,0.5219316709609259,0.4505777359008789,0.0,0.45171272187005906,0.0,0.4624358954883757,0.4800838146890913,0.45326853082293556,0.42857142857142855,0.0,0.46776037272952853,0.0,0.5102635622024536,0.5426128818875268,0.0
ENSG00000108107,0.0,0.6146662859689622,0.0,0.5824344555536906,0.0,0.5282134555634999,0.493734530040196,0.0,0.5105033488500685,0.0,0.5321148293358939,0.0,0.5601087695076352,0.5757457358496529,0.5708389906656175,0.47619047619047616,0.0,0.0,0.0,0.5558342990421113,0.6207328722590492,0.0
ENSG00000117318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9580101001830328,0.9523809523809523,0.0,0.0
ENSG00000105854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100911,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000127184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9133862484069097,0.9047619047619048,0.0,0.9067966313589186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136810,0.0,0.8182809807005382,0.0,0.0,0.0,0.0,0.0,0.8677599174635751,0.8877115249633789,0.0,0.0,0.0,0.0,0.0,0.0,0.8734674226670038,0.0,0.0,0.0,0.8095238095238095,0.0,0.0
ENSG00000130770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9648211484863645,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9543728913579669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0
ENSG00000142227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000086061,0.0,0.0,0.0,0.0,0.7638965674809047,0.7527718089875721,0.0,0.0,0.0,0.0,0.7164315978686014,0.0,0.0,0.7397941634768531,0.7142857142857143,0.0,0.0,0.7708065878777277,0.0,0.746682467914763,0.0,0.0
ENSG00000101335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000118515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000075239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9531677081471398,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8834381869861058,0.0,0.0,0.9049877268927438,0.0,0.8824894712084815,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0
ENSG00000166589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0,0.9185077746709188,0.0,0.9315952374821618,0.0,0.0,0.0
ENSG00000154723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047619047619048,0.9077198845999581,0.0,0.9114792261804853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8617178201675415,0.0,0.8722269818896339,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8817749789782933
ENSG00000165949,0.0,0.0,0.0,0.0,0.9370721465065366,0.9355487085524059,0.9047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105640,0.6497248581477574,0.6442336582002186,0.0,0.6219314819290525,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.5793678079332624,0.0,0.5966568021547227,0.0,0.6169402854783195,0.0,0.0,0.6377117321604774,0.0,0.6151412044252668,0.617508127575829,0.0
ENSG00000204257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175899,0.0,0.0,0.0,0.0,0.835343184925261,0.8438420920144944,0.8388437600362868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8423022599447341,0.8095238095238095,0.0,0.0
