obo_id,label,level
UBERON:0004034,cutaneous microfibril,descendant
UBERON:8480071,skin of lobe of tail,descendant
UBERON:0015790,autopod skin,descendant
UBERON:0003532,hindlimb skin,descendant
UBERON:0003531,forelimb skin,descendant
UBERON:0001471,skin of prepuce of penis,descendant
UBERON:0034726,trunk taste bud,descendant
UBERON:0003836,abdominal segment skin,descendant
UBERON:0001418,skin of thorax,descendant
UBERON:0001068,skin of back,descendant
UBERON:0018233,gland of Zeis,descendant
UBERON:0001818,tarsal gland,descendant
UBERON:4000055,polypteroid scale,descendant
UBERON:4000051,lepidosteoid scale,descendant
UBERON:4000074,palaeoniscoid scale,descendant
UBERON:4000105,limiting layer of elasmoid scale,descendant
UBERON:4300235,spinoid scale,descendant
UBERON:2002274,transforming ctenoid scale,descendant
UBERON:2002249,ctenius,descendant
UBERON:4300242,lateral line scale 6,descendant
UBERON:4300238,pored lateral line scale,descendant
UBERON:0011255,Eimer's organ,descendant
UBERON:0008999,hoof lamina,descendant
UBERON:4200165,basal scute,descendant
UBERON:0018317,dorsal osteoderm,descendant
UBERON:0018309,central figure of scute,descendant
UBERON:0011673,plastron scute,descendant
UBERON:0011936,vibrissa hair bulb,descendant
UBERON:0005933,hair root sheath,descendant
UBERON:1000022,Zymbal's gland,descendant
UBERON:0000359,preputial gland,descendant
UBERON:0011854,acinus of areolar gland,descendant
UBERON:0004000,tarsal gland acinus,descendant
UBERON:0011844,duct of areolar gland,descendant
UBERON:0011281,nail of pedal digit 4,descendant
UBERON:0011280,nail of pedal digit 3,descendant
UBERON:0011279,nail of pedal digit 2,descendant
UBERON:0011278,nail of pedal digit 1,descendant
UBERON:0011282,nail of pedal digit 5,descendant
UBERON:0011277,nail of manual digit 5,descendant
UBERON:0011276,nail of manual digit 4,descendant
UBERON:0011275,nail of manual digit 3,descendant
UBERON:0011274,nail of manual digit 2,descendant
UBERON:0011273,nail of manual digit 1,descendant
UBERON:0005278,nail bed of finger,descendant
UBERON:0005279,nail bed of toe,descendant
UBERON:0037464,androgenic hair,descendant
UBERON:0015144,autopod hair,descendant
UBERON:0010513,strand of zigzag hair,descendant
UBERON:8420000,hair of scalp,descendant
UBERON:0022279,strand of hair on external ear,descendant
UBERON:0010171,strand of hair of face,descendant
UBERON:0013496,unbarbed keratin-coated spine,descendant
UBERON:0013495,barbed keratin-coated spine,descendant
UBERON:0013196,strand of wool,descendant
UBERON:0010512,strand of guard hair,descendant
UBERON:0010511,strand of awl hair,descendant
UBERON:0010510,strand of auchene hair,descendant
UBERON:0011940,arrector pili muscle of vibrissa,descendant
UBERON:0002076,cuticle of hair,descendant
UBERON:0019255,lower eyelash,descendant
UBERON:0019254,upper eyelash,descendant
UBERON:0018134,rugal fold of scrotum,descendant
UBERON:0011375,skin of prepuce of clitoris,descendant
UBERON:0004085,labium majora,descendant
UBERON:0004014,labium minora,descendant
UBERON:0011805,cavity of feather follicle,descendant
UBERON:0010880,gular fold,descendant
UBERON:8480028,skin of temple,descendant
UBERON:8300000,skin of scalp,descendant
UBERON:1000021,skin of face,descendant
UBERON:0034720,head taste bud,descendant
UBERON:0012458,antler velvet,descendant
UBERON:0001459,skin of external ear,descendant
UBERON:0015249,digit skin,descendant
UBERON:0013776,skin of palmar/plantar part of autopod,descendant
UBERON:0012348,autopod pad,descendant
UBERON:0001519,skin of manus,descendant
UBERON:0001513,skin of pes,descendant
UBERON:0001511,skin of leg,descendant
UBERON:0010855,skin of forelimb wing,descendant
UBERON:0002427,arm skin,descendant
UBERON:8410021,inguinal region skin,descendant
UBERON:0009014,lower back skin,descendant
UBERON:0001416,skin of abdomen,descendant
UBERON:0001415,skin of pelvis,descendant
UBERON:0009015,upper back skin,descendant
UBERON:0001868,skin of chest,descendant
UBERON:8480052,skin of thoracolumbar junction,descendant
UBERON:0011674,carapace scute,descendant
UBERON:0011939,vibrissa outer root sheath,descendant
UBERON:0011938,vibrissa inner root sheath,descendant
UBERON:0011937,vibrissa root sheath,descendant
UBERON:0005942,hair outer root sheath,descendant
UBERON:0005941,hair inner root sheath,descendant
UBERON:0005943,hair root sheath matrix,descendant
UBERON:0005302,female preputial gland,descendant
UBERON:0005301,male preputial gland,descendant
UBERON:0015145,pes hair,descendant
UBERON:0015146,manus hair,descendant
UBERON:0015147,pinna hair,descendant
UBERON:0011931,nasal hair,descendant
UBERON:0013720,dartos muscle of labia majora,descendant
UBERON:1000015,skin of snout,descendant
UBERON:1000003,dewlap,descendant
UBERON:0016475,skin of forehead,descendant
UBERON:0016462,periorbital skin,descendant
UBERON:0015476,nose skin,descendant
UBERON:0012304,nasal diverticulum,descendant
UBERON:0010515,brille,descendant
UBERON:0008803,skin of cheek,descendant
UBERON:0001457,skin of eyelid,descendant
UBERON:0001458,skin of lip,descendant
UBERON:0012305,marginal cutaneous pouch of ear,descendant
UBERON:0036219,ungulate coronary band,descendant
UBERON:0014931,periungual skin,descendant
UBERON:0005275,dorsal skin of digit,descendant
UBERON:0003533,manual digit skin,descendant
UBERON:0003530,pedal digit skin,descendant
UBERON:0013778,skin of sole of pes,descendant
UBERON:0013777,skin of palm of manus,descendant
UBERON:0013623,pedal autopod pad,descendant
UBERON:0013622,manual autopod pad,descendant
UBERON:0012349,digital pad,descendant
UBERON:0008838,metapodial pad,descendant
UBERON:0008839,palmar pad,descendant
UBERON:0001518,skin of wrist,descendant
UBERON:0008840,plantar pad,descendant
UBERON:0001512,skin of ankle,descendant
UBERON:0004264,lower leg skin,descendant
UBERON:0004262,upper leg skin,descendant
UBERON:0001510,skin of knee,descendant
UBERON:0010878,humeral patagium,descendant
UBERON:0004263,upper arm skin,descendant
UBERON:0003403,skin of forearm,descendant
UBERON:0001517,skin of elbow,descendant
UBERON:8480023,skin of lateral lumbar region of abdomen,descendant
UBERON:8480053,skin of umbilical area,descendant
UBERON:0036149,suprapubic skin,descendant
UBERON:8480026,skin of iliac crest region,descendant
UBERON:8480024,skin of sacral region,descendant
UBERON:8480014,skin of buttock,descendant
UBERON:0012336,perianal skin,descendant
UBERON:8480073,skin of scapula region,descendant
UBERON:8480030,skin of breast,descendant
UBERON:0019200,skin of anterior chest,descendant
UBERON:0035609,outer root sheath companion layer,descendant
UBERON:0034765,glabella skin,descendant
UBERON:0008802,cheek pouch,descendant
UBERON:0013766,epicanthal fold,descendant
UBERON:0018151,skin of upper lip,descendant
UBERON:0018150,skin of lower lip,descendant
UBERON:0005277,dorsal skin of toe,descendant
UBERON:0005276,dorsal skin of finger,descendant
UBERON:0013628,pollical pad,descendant
UBERON:0013629,hallical pad,descendant
UBERON:0012350,carpal pad,descendant
UBERON:0013627,lateral metatarsal pad,descendant
UBERON:0013626,medial metatarsal pad,descendant
UBERON:0015873,heel skin,descendant
UBERON:8480072,skin of shin,descendant
UBERON:8480050,skin of calf,descendant
UBERON:0014482,ischial callosity,descendant
UBERON:0013641,external cheek pouch,descendant
UBERON:0013640,internal cheek pouch,descendant
