,B,CCDlike,CNT,CTAL,DCT,Endothelial,ICA,ICB,LOHlike,MNP,Mesangial,NK,PC,PEC,PT,Podocytes,T cell,VCAM1_PT,unknown
ENSG00000078369,0.0,0.0,0.8393549886014726,0.44691871603329975,0.44656701882680255,0.4508356849352519,0.45315058363808525,0.4444444444444444,0.0,0.45123905936876935,0.0,0.0,0.4547870523399777,0.45387744241290623,0.0,0.0,0.0,0.4541184537940555,0.4498106936613719
ENSG00000162585,0.0,0.0,0.8875760634740194,0.5577451553609636,0.5572350323200226,0.0,0.559156510565016,0.5555555555555556,0.0,0.0,0.0,0.0,0.5613325436909994,0.5594886144002279,0.0,0.0,0.0,0.563406401210361,0.5604596899615394
ENSG00000157916,0.0,0.0,0.8898688753445944,0.6921362313959334,0.6117504503991869,0.0,0.6951814028951857,0.6948157946268717,0.0,0.0,0.0,0.0,0.7780098915100098,0.6111111111111112,0.0,0.0,0.0,0.6112554834948646,0.0
ENSG00000157911,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000177133,0.0,0.0,0.9325088560581207,0.8609498706128862,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8889172474543253,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158109,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000235169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116198,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116251,0.13977168003718057,0.13626374469863045,0.7517087558905283,0.3139220674832662,0.2811030712392595,0.04034470518430074,0.5452683468659719,0.44111260109477574,0.0769183701939053,0.1785923739274343,0.13235648141966927,0.01874037914805942,0.40813755989074707,0.43556252784199184,0.17437302072842917,0.0,0.04437051216761271,0.45753933323754203,0.2813810110092163
ENSG00000116237,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000097021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000007923,0.0,0.0,0.9444444444444444,0.9504362576537662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171735,0.0,0.0,0.8630550934208764,0.4463421768612332,0.4460885094271766,0.0,0.5914361245102353,0.5738050076696608,0.0,0.0,0.4446120593282912,0.0,0.5904215210013919,0.5856360726886325,0.4444444444444444,0.0,0.0,0.5798547996415032,0.44477494888835484
ENSG00000049245,0.0,0.0,0.9547576672501035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116288,0.0,0.16188128126992118,0.7955467634730868,0.45052138302061295,0.43284467193815446,0.05555555555555555,0.5032153262032403,0.44300056497255963,0.16924621992641026,0.058835615714391075,0.17339669995837742,0.05866232845518324,0.49763866596751744,0.5625746481948428,0.26086970170338947,0.25953825645976597,0.058016979032092623,0.4041047427389357,0.26419784294234383
ENSG00000116285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8389767507712046,0.9200014538235135,0.0,0.0,0.8333333333333334,0.8457779056496091
ENSG00000142599,0.0,0.0,0.8502676486968994,0.5576705038547516,0.5592184993955824,0.0,0.558055235279931,0.5555555555555556,0.0,0.0,0.0,0.0,0.5593279533916049,0.5578798154989878,0.0,0.0,0.0,0.5571605629391141,0.5595070057445102
ENSG00000074800,0.0,0.2575697402159373,0.7834401461813185,0.6508608063062032,0.5019015802277459,0.0,0.4029093152946896,0.4556654526127709,0.3526353571150038,0.2622074219915602,0.2222222222222222,0.0,0.7667741676171621,0.5722774267196655,0.40113135510020786,0.2544189890225728,0.0,0.6212245523929596,0.45462192098299664
ENSG00000171612,0.0,0.0,0.9444444444444444,0.944588816828198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171603,0.0,0.0,0.834344658586714,0.6681735648049248,0.6669778062237633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6685732338163588,0.668309768040975,0.0,0.0,0.0,0.6666666666666666,0.6677123705546061
ENSG00000162441,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162444,0.0,0.0,0.9201351039939456,0.0,0.0,0.8888888888888888,0.9196304612689548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054523,0.0,0.0,0.9715904096762339,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142657,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160049,0.0,0.0,0.9451947576469846,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.8903990884621938,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130940,0.0,0.0,0.9726651046011183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120948,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116649,0.0,0.0,0.9474490980307261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0
ENSG00000116661,0.0,0.0,0.8897629413339827,0.0,0.8901423613230387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116670,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177674,0.0,0.0,0.8362299965487586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8374079863230387,0.0,0.0,0.0,0.8341263466411166,0.0
ENSG00000116685,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000028137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9752872818046145,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000048707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162496,0.0,0.0,0.8921441733837128,0.0,0.0,0.8333333333333334,0.8360080454084609,0.0,0.0,0.0,0.0,0.0,0.0,0.8882517913977305,0.0,0.0,0.0,0.0,0.0
ENSG00000116731,0.0,0.0,0.9448640677664015,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.8900831639766693,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189337,0.0,0.0,0.862113012207879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7784315248330435,0.8599341048134698,0.0,0.0,0.0,0.7777777777777778,0.7786104215515984
ENSG00000171729,0.0,0.0,0.9446239769458771,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.8896438976128896,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.9722625017166138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000197312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065526,0.0,0.0,0.8262385990884569,0.6685689356591966,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6674326029088762,0.6719200114409128,0.0,0.0,0.0,0.6697816418276893,0.66674029495981
ENSG00000183888,0.0,0.0,0.9721797572241889,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186510,0.0,0.0,0.9069951640235053,0.8148773113886515,0.814921067820655,0.0,0.8147214982244704,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184908,0.0,0.0,0.9121991727087233,0.7623765601052178,0.7942399250136482,0.0,0.8243556883600023,0.7625910341739655,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000055070,0.0,0.0,0.9490125278631846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117118,0.0,0.5575486818949381,0.8537944091690911,0.7054402695761787,0.5624870691034529,0.0,0.7129155364301469,0.5588916407691108,0.0,0.0,0.0,0.0,0.5592746436595917,0.0,0.5594737662209405,0.0,0.0,0.5555555555555556,0.0
ENSG00000074964,0.0,0.0,0.9473507470554776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159423,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8952693012025621,0.0,0.8982260227203369,0.0,0.0,0.0,0.0
ENSG00000127481,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459066920810275,0.0
ENSG00000053372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162482,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905136426289877,0.0,0.0,0.0,0.0
ENSG00000053371,0.0,0.4444444444444444,0.8120939433574677,0.45549558268653023,0.45518676439921063,0.0,0.44480635391341317,0.4542149504025777,0.0,0.0,0.0,0.0,0.6326791909005907,0.4556650122006734,0.7413567701975504,0.0,0.0,0.6400819056563907,0.45067203376028275
ENSG00000077549,0.0,0.0,0.840970774491628,0.3380800320042504,0.507180306646559,0.0,0.515704890092214,0.5161138640509711,0.0,0.3388568229145474,0.33511371082729763,0.0,0.5202842354774475,0.33824917011790806,0.3333333333333333,0.4455219970809089,0.0,0.5101564195421007,0.33504575822088456
ENSG00000173436,0.0,0.4452189836237166,0.8581765956348844,0.5827039480209351,0.6197322607040405,0.0,0.6651789976490868,0.6228266788853539,0.2795916696389516,0.27883239918284947,0.2777777777777778,0.0,0.6716398961014218,0.28168218003378975,0.2824349072244432,0.0,0.0,0.44403518570794,0.278710275888443
ENSG00000158747,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8891995052496592,0.9439478582806058,0.0,0.0,0.0,0.0,0.0
ENSG00000162542,0.0,0.0,0.9449771775139703,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000162545,0.0,0.5308568908108605,0.9255256387922499,0.4444444444444444,0.589743455251058,0.0,0.754514753818512,0.7143642803033193,0.0,0.0,0.0,0.0,0.8197787933879428,0.5102074046929678,0.5264999833371904,0.0,0.0,0.5315687523947822,0.44549734393755597
ENSG00000158825,0.0,0.0,0.9169904390970866,0.0,0.0,0.0,0.8888888888888888,0.9339982271194458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158828,0.0,0.0,0.9037951860162947,0.6154844164848328,0.6171800957785712,0.611498730050193,0.6161866883436838,0.6146107382244534,0.0,0.0,0.0,0.0,0.6167551047272153,0.0,0.0,0.0,0.0,0.6111111111111112,0.0
ENSG00000244038,0.0,0.0,0.8236345483197106,0.6112275123596191,0.0,0.0,0.6111111111111112,0.6145983768834008,0.0,0.0,0.0,0.0,0.7745037409994338,0.6157296796639761,0.0,0.0,0.0,0.6140296459197998,0.611263824833764
ENSG00000127483,0.0,0.11191706524954902,0.8035479187965393,0.3661363687780168,0.36263562904463875,0.1151563756995731,0.5412553581926558,0.36725858516163296,0.0,0.1169227162996928,0.11464937196837531,0.11742761400010851,0.5421000321706136,0.3689776493443383,0.1111111111111111,0.11174411574999492,0.11603197124269274,0.1171542074945238,0.35457323988278705
ENSG00000075151,0.0,0.0,0.944899900092019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117298,0.0,0.0,0.9444444444444444,0.0,0.0,0.9495838582515717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000076864,0.0,0.0,0.9322572284274631,0.8334439463085599,0.0,0.0,0.8335092564423879,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
ENSG00000090686,0.0,0.0,0.9474046462112002,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142798,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070831,0.06162081493271722,0.059403687715530396,0.7734110520945655,0.2778559724489848,0.28001290559768677,0.06370704372723897,0.43996620840496486,0.35610031088193256,0.05555555555555555,0.2836137380864885,0.06308704283502367,0.06382062037785848,0.639169368478987,0.4406200117535061,0.05773651268747118,0.0,0.06265424026383294,0.43739496337042916,0.2831672628720601
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004487,0.0,0.0,0.9466342230637869,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169641,0.0,0.0,0.8661818636788262,0.0,0.7243308623631796,0.7303874327076806,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.7222774889734056,0.0,0.0,0.0,0.0,0.7234694328573015,0.0
ENSG00000125944,0.0,0.3333333333333333,0.802456388870875,0.5560678806569841,0.3378172715504964,0.3362842665778266,0.5542917913860745,0.34113812777731156,0.0,0.3393549886014726,0.3378140992588467,0.0,0.5586129526297251,0.5616694158977933,0.0,0.0,0.0,0.3378746343983544,0.3389349646038479
ENSG00000204219,0.0,0.0,0.847710606124666,0.5081506901317172,0.5028864873780144,0.0,0.5011622177229987,0.5,0.0,0.0,0.0,0.0,0.6911847326490614,0.5035119089815352,0.5022589961687723,0.0,0.0,0.6932103766335381,0.5034804509745704
ENSG00000117318,0.0,0.0,0.725455168220732,0.0,0.0,0.7082711690002017,0.6666666666666666,0.7054372727870941,0.0,0.0,0.7088909943898519,0.0,0.8216711117161645,0.0,0.0,0.0,0.0,0.0,0.8827122549215952
ENSG00000142676,0.2525919907622867,0.13746274511019388,0.8066120247046152,0.3533555534150865,0.22758824626604715,0.04503719011942545,0.5596802665127648,0.46682918402883744,0.04866854680909051,0.2533528374301063,0.07923990488052368,0.029688192738427058,0.33980041080051,0.4453310039308336,0.09736112422413296,0.0,0.11817749672465855,0.417451153198878,0.2670111060142517
ENSG00000011007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000057757,0.0,0.0,0.9329691363705529,0.0,0.0,0.0,0.8611423936155107,0.0,0.0,0.0,0.0,0.0,0.863609062300788,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
ENSG00000011009,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117308,0.0,0.0,0.9563497404257456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117305,0.0,0.0,0.8517611589696672,0.6676916579405466,0.6666666666666666,0.0,0.6802896393669976,0.0,0.0,0.0,0.0,0.0,0.6868301100201077,0.0,0.7084334558910794,0.0,0.0,0.6819377144177755,0.0
ENSG00000179163,0.0,0.0,0.8347041408220927,0.7239684131410387,0.7222222222222222,0.0,0.7241889105902778,0.0,0.0,0.0,0.0,0.0,0.8346546424759759,0.7233777178658379,0.0,0.0,0.0,0.0,0.0
ENSG00000189266,0.0,0.4466567370626662,0.8572143713633219,0.45060666071044075,0.6377394100030264,0.0,0.6396238969431983,0.44994886385069954,0.0,0.4444444444444444,0.0,0.0,0.6425360904799567,0.44891540871726143,0.0,0.0,0.0,0.4470427499877082,0.44926557938257855
ENSG00000188529,0.0,0.0,0.7795344756709205,0.6646486156516604,0.5007245706187354,0.0,0.501438170671463,0.502049101723565,0.0,0.0,0.5,0.0,0.6644371350606283,0.6691494418515099,0.0,0.0,0.0,0.5018028716246287,0.5008707543214163
ENSG00000001461,0.0,0.0,0.8904379970497556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.8902086549335055
ENSG00000117602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133226,0.14224868019421896,0.0,0.7739551597171359,0.44909019933806527,0.2927178276909722,0.14245586593945822,0.45748897393544513,0.29279518458578324,0.0,0.2949799928400252,0.29084498683611554,0.14291281501452127,0.5755634241633945,0.455993115901947,0.13824128773477343,0.1111111111111111,0.14293415678872,0.29542120960023666,0.2953591545422872
ENSG00000169504,0.0,0.0,0.0,0.0,0.0,0.7280396355523003,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,0.7281389633814493,0.8140729831324683,0.0,0.0,0.8653498623106215,0.7987919350465139
ENSG00000020633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117614,0.16666666666666666,0.17047332723935446,0.7691399388843112,0.4084705644183689,0.17375230458047655,0.1691798037952847,0.41466987795299953,0.426757898595598,0.0,0.17484516898790994,0.17180634869469535,0.1742675801118215,0.42463361885812545,0.4239497250980801,0.1678207748466068,0.0,0.0,0.421456257502238,0.17630364497502646
ENSG00000117616,0.278643935918808,0.0,0.7359138064914279,0.2796522445148892,0.2777777777777778,0.27859270572662354,0.5013229846954346,0.6489772465493944,0.0,0.2792958815892537,0.0,0.27882568041483563,0.5012657509909736,0.5007194048828549,0.0,0.0,0.2784707248210907,0.2790875799126095,0.4975473251607683
ENSG00000183726,0.0,0.0,0.7998460961712731,0.3634776208135817,0.3614887793858846,0.3640796376599206,0.3656378719541762,0.36207542816797894,0.0,0.3647887640529209,0.3635085125764211,0.0,0.5992786983648936,0.6002241869767507,0.0,0.3333333333333333,0.0,0.5970108906428019,0.36569540037049186
ENSG00000204178,0.0,0.0,0.9453680415948232,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117643,0.0,0.0,0.8912755813863542,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.8892038828796811,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162430,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117640,0.0,0.0,0.8899443182680342,0.7777777777777778,0.7783040271864997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7796908915042877,0.7798100577460395,0.0,0.0,0.0,0.0,0.0
ENSG00000117632,0.0,0.0,0.7288931839995914,0.5652285152011447,0.5654239190949334,0.0,0.5555555555555556,0.5573724740081363,0.0,0.0,0.0,0.0,0.5648583869139353,0.7202479541301727,0.0,0.0,0.0,0.7187795341014862,0.5656129088666704
ENSG00000142684,0.0,0.0,0.8676590455902947,0.0,0.0,0.0,0.7237917052374946,0.7243158949746026,0.0,0.0,0.0,0.0,0.7333096696270837,0.723173674609926,0.0,0.0,0.0,0.7222222222222222,0.0
ENSG00000142669,0.3131764862272475,0.0,0.6756870845953623,0.3119042780664232,0.3054182661904229,0.3267306122514937,0.3149811625480652,0.303990450170305,0.0,0.7337228788269891,0.0,0.6500198973549737,0.5427243709564209,0.31171949042214286,0.0,0.2777777777777778,0.6499719818433126,0.31767144468095565,0.0
ENSG00000169442,0.9583700696627299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0
ENSG00000198830,0.05555555555555555,0.0744819442431132,0.761713468366199,0.4263498716884189,0.2910104791323344,0.0,0.29116154710451764,0.29107880261209274,0.07694865266482036,0.29254163304964703,0.07860685719384088,0.08201390173700121,0.5498327182398902,0.6837090518739488,0.07645743091901143,0.07429672280947368,0.07818426026238336,0.43052279618051315,0.4383099277814229
ENSG00000117713,0.0,0.0,0.9190591077009836,0.834890647066964,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8370760745472379,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090273,0.0,0.0,0.8514985044797262,0.583677738904953,0.45085958970917595,0.0,0.5815273192193773,0.4504216214021047,0.0,0.0,0.44863299528757733,0.0,0.5909477670987447,0.7060162093904283,0.4444444444444444,0.0,0.0,0.58358343773418,0.45056334800190395
ENSG00000131910,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142784,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
