,T cell,club cell,glandular secretory epithelial cell,ionocyte,keratinizing barrier epithelial cell,keratinocyte,nasal mucosa goblet cell,professional antigen presenting cell,respiratory basal cell,respiratory tract epithelial cell,respiratory tract multiciliated cell
ENSG00000183726,0.12187018001522824,0.20332822895585578,0.25708840355616364,0.11912959104288726,0.15479394762242854,0.0,0.1,0.25560794644627705,0.1083242232491596,0.16540432936713084,0.10212256418837447
ENSG00000142669,0.4908512824353444,0.15521773007295536,0.1937807372383245,0.14708573559092158,0.3770265726225136,0.0,0.1380855857189097,0.4831708672772093,0.2889230246299537,0.18547701741176095,0.1
ENSG00000169442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198830,0.3218583502487776,0.24204095013388524,0.2,0.317607506625101,0.0,0.0,0.27424743285486963,0.4417520820298078,0.3543502152512238,0.22457616837021047,0.3745162764764225
ENSG00000175793,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9292728589408121,0.0,0.0
ENSG00000090273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000158195,0.0,0.6394075943607372,0.0,0.6929706420736278,0.7311420942566873,0.0,0.0,0.0,0.736255670477882,0.6,0.0
ENSG00000126709,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130770,0.19572480642755932,0.1999409118066468,0.20927891935145762,0.2882310861507987,0.15850258153585325,0.0,0.18759277100365862,0.1,0.1983725450403317,0.20318794270751256,0.5247499410567216
ENSG00000204138,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162511,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9677185643000232,0.0,0.0,0.0
ENSG00000168528,0.0,0.49009111877822775,0.5114602932170919,0.4605257608370602,0.4,0.0,0.5169935745574721,0.0,0.43853255698672344,0.5087310438645544,0.0
ENSG00000184007,0.0,0.7838320954094236,0.811000441238129,0.0,0.7,0.0,0.8364991371443603,0.0,0.0,0.0,0.0
ENSG00000162522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121900,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116560,0.0,0.4893816220159719,0.0,0.4880241290557608,0.4,0.0,0.4158519530127925,0.6049831597174729,0.6359995006449071,0.0,0.5059124063480556
ENSG00000054116,0.0,0.0,0.0,0.9715016307056314,0.9,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000163879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000197982,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168653,0.1621117545324062,0.18696350422731847,0.20909162698884098,0.41644896412990506,0.10477211719166135,0.0,0.1425192528824204,0.1,0.21838209229246228,0.18064302557239384,0.20784522857077029
ENSG00000131236,0.7540159817913387,0.0,0.0,0.0,0.8405398448158163,0.0,0.7,0.8153866680265127,0.0,0.0,0.0
ENSG00000065978,0.1701423407688944,0.18367691852761206,0.1448690833625668,0.16187433638278215,0.1,0.0,0.1414453735838841,0.3137996799689611,0.2825198939382537,0.15974860049955905,0.1250903595961907
ENSG00000186973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000142949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000117410,0.1,0.15342789127914197,0.20743966033576858,0.5268529492000773,0.28233068224013824,0.0,0.14213188752674705,0.218899233135096,0.11003705137015399,0.16626113114418564,0.12408940597338738
ENSG00000142937,0.1420811552391053,0.15289370177990663,0.12185080953543917,0.12206726070172161,0.1,0.0,0.16355143073873446,0.20372508641096737,0.26282597398772695,0.14812812313540705,0.13439227416925664
ENSG00000188396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000117450,0.1158401070265089,0.2499475471582262,0.23560999557430348,0.20835098338587157,0.22502572802362125,0.0,0.154105744388717,0.1,0.22738095390796348,0.24410797030167225,0.32948900230052686
ENSG00000117448,0.0,0.5259101803077676,0.4593954630062106,0.4,0.0,0.0,0.4657494210472712,0.0,0.5022114756452953,0.5065076597521274,0.5077546003102473
ENSG00000159588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000117472,0.0,0.4471215741694607,0.42202310377240576,0.3,0.33644416636332497,0.0,0.5110309675890892,0.0,0.3276304669707842,0.4577739233121063,0.5505221493804544
ENSG00000173660,0.1,0.16054684440871445,0.19827971581993023,0.28049354176202607,0.11454362172928975,0.0,0.12151881022757163,0.21831766742950642,0.2927570547607843,0.16584215649356643,0.11285779120052045
ENSG00000142973,0.0,0.7,0.0,0.0,0.0,0.0,0.7281938048610194,0.0,0.7605921984823107,0.0,0.8249166951062484
ENSG00000116171,0.0,0.8,0.0,0.0,0.0,0.0,0.8367886590695036,0.0,0.8194157769273627,0.0,0.0
ENSG00000081870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000203985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000116209,0.13911136028986165,0.17758641741517622,0.21635350228954206,0.16830330813467115,0.20259121473915834,0.0,0.1605567096835189,0.1,0.13518013258850264,0.18180907154785692,0.2119997758950131
ENSG00000116133,0.0,0.8058473245648866,0.0,0.8688361601079067,0.0,0.0,0.8,0.0,0.0,0.0,0.0
ENSG00000143001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162399,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184292,0.0,0.37194922936444175,0.36078001271716603,0.3,0.44710690650017115,0.0,0.3185730538164274,0.0,0.48515517100090133,0.385676240828595,0.34016757462373426
ENSG00000177606,0.30880689426978186,0.4431799401667341,0.3,0.3883082248490535,0.0,0.0,0.39314550047566654,0.0,0.435803369768626,0.3371501191863243,0.30685253375288507
ENSG00000162599,0.0,0.9,0.0,0.0,0.0,0.0,0.984856637588255,0.0,0.0,0.0,0.0
ENSG00000162434,0.9541573392574421,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142864,0.25755956110800493,0.33340188544826077,0.20811753091541246,0.25884086816341334,0.10815317911551577,0.0,0.21126955435868938,0.1,0.4414176883381441,0.24986277217674485,0.2219044688811747
ENSG00000116754,0.0,0.3849899338694313,0.3297191713395923,0.5218109820063048,0.3,0.0,0.33708662004818324,0.0,0.4808285533127232,0.354206393229588,0.39765787510474787
ENSG00000178965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000174021,0.1,0.16473281009301405,0.1545515822950424,0.11276650292928721,0.27815072328812346,0.0,0.11774391194251196,0.2978022394608925,0.1340676483883399,0.1571723226230724,0.12592711687287853
ENSG00000143013,0.0,0.6553759074022446,0.6215061334056416,0.6,0.0,0.0,0.0,0.0,0.660488978772878,0.6178652840177803,0.0
ENSG00000122406,0.18637052627736542,0.16679120941080822,0.13851326498548622,0.155322215100225,0.1,0.0,0.15830859639955583,0.26757530920015044,0.3070882354607381,0.16353681092212807,0.13287636818654563
ENSG00000117525,0.0,0.49479373334165794,0.44207212842836185,0.0,0.5156505263239268,0.0,0.4731343061526433,0.0,0.461671300714221,0.4954838873823961,0.4
ENSG00000117519,0.0,0.0,0.0,0.9873943374240554,0.9,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000116299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000134248,0.0,0.3816414563623172,0.2697350566284232,0.29070432112828565,0.2,0.0,0.316898341092651,0.20806144967169876,0.22598495087395762,0.34608632660943434,0.2513867113714154
ENSG00000173947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000116459,0.0,0.31627476205441163,0.2654802494157957,0.41827231853655045,0.2,0.0,0.2509766673435217,0.24803181626121268,0.3948012539396269,0.2808186267994889,0.29148886812684266
ENSG00000009307,0.0,0.3190106318191237,0.3262690912628382,0.42241444209362433,0.3318100597344982,0.0,0.3,0.0,0.3619175269449705,0.30530172197769617,0.30960572671842573
ENSG00000163399,0.23222056992905662,0.2852368276856194,0.343836266938213,0.509258944855908,0.2,0.0,0.23392979684125273,0.0,0.33751879537161644,0.29815095450407986,0.2856294011174716
ENSG00000116824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000265241,0.11395777500627839,0.2350703107714977,0.18366954039295744,0.11716812257092168,0.3087627709602887,0.0,0.1,0.14479962633309312,0.279039466905615,0.1803639494113137,0.13902278956751823
ENSG00000265972,0.44415339157332934,0.2816678842752759,0.3239114018164543,0.3276974532103829,0.0,0.0,0.2604106260092902,0.2,0.43565533021851516,0.32129363580264797,0.2876308061769312
ENSG00000117362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000266472,0.0,0.41924847784935737,0.4125051788362736,0.5198711800611334,0.0,0.0,0.40321747372985595,0.0,0.47938951562283494,0.4,0.5894795135673189
ENSG00000143384,0.4468837367863639,0.5122599416120764,0.0,0.0,0.47221653158812843,0.0,0.42337881662275245,0.49524160190639555,0.5042355847671908,0.4,0.0
ENSG00000143420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000163131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9274335487507525,0.0,0.0,0.9
ENSG00000143416,0.0,0.9180772196435163,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0
ENSG00000197747,0.16412286728163303,0.20400936671515746,0.21313717035844154,0.12896599304444617,0.4490424222124352,0.0,0.1,0.1682145432183834,0.27388485972257043,0.18041044337423012,0.2889796208340239
ENSG00000163191,0.1,0.19907116125586438,0.20308642207721883,0.1219370224228216,0.2922559487760818,0.0,0.14883197726392985,0.13686578631288746,0.21937418290735994,0.2008801313816257,0.22569285613698273
ENSG00000163209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241794,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163220,0.0,0.0,0.8505624832726898,0.0,0.9429531784061206,0.0,0.0,0.0,0.8,0.0,0.0
ENSG00000143546,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197956,0.1,0.17192908372001278,0.1728389364266095,0.1604970197739332,0.1733583928483884,0.0,0.1754520363676358,0.10114962486870256,0.15003035388355962,0.1841281925916094,0.1679319919532983
ENSG00000196154,0.1834634109867975,0.26384333862418197,0.2384179888888207,0.11658196406167773,0.3310732493210713,0.0,0.1596474721598678,0.1307637791934786,0.10039877352156334,0.23688672151576345,0.1
ENSG00000196754,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9832192297762703,0.0,0.0
ENSG00000188643,0.0,0.5,0.5011670108399754,0.0,0.657860184489077,0.0,0.5166554985601126,0.0,0.5293323804919468,0.524234696059865,0.0
ENSG00000189334,0.0,0.5224047949728318,0.5,0.0,0.5390671725081583,0.0,0.6043747522093543,0.0,0.50134938948042,0.5367998172620077,0.0
ENSG00000189171,0.0,0.4483088318496538,0.3799003294374731,0.30595831713896704,0.33928987252162274,0.0,0.44167975371885737,0.0,0.3,0.41248810985686035,0.34404135708075473
ENSG00000143543,0.20076253378951478,0.3329254510591256,0.2488637011336067,0.22127084225332988,0.13483763879742944,0.0,0.4316541582913261,0.1,0.20409603721256836,0.30395728294620994,0.27142598189421063
ENSG00000143545,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9539274198283019,0.0,0.0
ENSG00000177954,0.281392035351565,0.14060108602399063,0.12663053754169126,0.13532124016724403,0.1,0.0,0.17321583970424684,0.22452633683019457,0.18210571766524006,0.1326404149639761,0.1155596782076076
ENSG00000143549,0.5203809739857103,0.22417781183274674,0.23730985982318664,0.0,0.3546448117567952,0.0,0.2,0.4949398659969786,0.2663255040319096,0.2132905716805426,0.21269068036392533
ENSG00000169242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000179085,0.0,0.0,0.0,0.8775842504885096,0.0,0.0,0.8,0.0,0.0,0.0,0.8218426081866073
ENSG00000163463,0.21795139280770304,0.22051781265469508,0.22633784950482286,0.20157563098858672,0.1,0.0,0.20637343111323742,0.10561543430917131,0.16541652987743452,0.19868531219695001,0.18684948596255585
ENSG00000185499,0.0,0.42075359393124734,0.4960765653503422,0.35980708860868654,0.41020213138759376,0.0,0.35386978810040515,0.0,0.3,0.44854756945920216,0.3518632288304135
ENSG00000160752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163479,0.4359017709971294,0.32280582554232373,0.3,0.33542144021869136,0.0,0.0,0.44914399810148237,0.530668590577862,0.3474378186989763,0.31729167961987365,0.0
ENSG00000132698,0.0,0.6421320493150058,0.6118411984739491,0.0,0.0,0.0,0.6,0.0,0.6129912181942878,0.6428047300275523,0.0
ENSG00000160789,0.0,0.3988566237750234,0.3951851382359204,0.324747299009257,0.4729596674291366,0.0,0.3,0.0,0.573811766816356,0.3821302745626688,0.3364383063257651
ENSG00000163382,0.0,0.9,0.0,0.9560150400566878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158716,0.0,0.7,0.7207202806886386,0.8110446960039038,0.0,0.0,0.0,0.0,0.7405553758603287,0.0,0.0
ENSG00000213085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000158710,0.13677502293199467,0.15336284255491303,0.1252210845602231,0.11198535079198665,0.1,0.0,0.1357351878572181,0.2717222463596355,0.1962743480303614,0.15151635983518785,0.22749404392376124
ENSG00000215845,0.0,0.4161523413505358,0.43965920094536964,0.5158149835131913,0.0,0.0,0.4182221921268215,0.0,0.4,0.40779870057574963,0.6060279361459604
ENSG00000143217,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143256,0.0,0.0,0.0,0.9648251911282066,0.0,0.0,0.0,0.0,0.9,0.0,0.0
ENSG00000143222,0.0,0.6,0.0,0.0,0.6444543647361008,0.0,0.6859759775964781,0.0,0.6073223906783654,0.0,0.8663422368681972
ENSG00000158864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000143252,0.0,0.5846862785066834,0.0,0.6462515229356018,0.0,0.0,0.5343895447392739,0.0,0.6139040312882162,0.5,0.5552767766814937
ENSG00000188931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000185630,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143198,0.0,0.4368118634270412,0.41105618590934334,0.5669403150943712,0.0,0.0,0.41273595555005727,0.0,0.4622259135305532,0.4,0.5631125705388559
ENSG00000143183,0.0,0.4357788750617728,0.4376611274821299,0.3978595347651341,0.3,0.0,0.4299404338087548,0.0,0.3647713657036492,0.3590882973157088,0.3627010410717414
ENSG00000143158,0.0,0.6507257948073841,0.6,0.7470396881828874,0.0,0.0,0.6117370041084528,0.0,0.0,0.0,0.7666926651912261
ENSG00000143153,0.0,0.36309954955818363,0.4053351595146085,0.46161313474412624,0.38410473541309187,0.0,0.3,0.0,0.3174902627359377,0.3632573231527017,0.32018894107934964
ENSG00000094963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000117523,0.44830783494447674,0.400167940032094,0.3547895435046652,0.31078028886892095,0.4877715809605494,0.0,0.0,0.0,0.39345812189912593,0.33767005625237373,0.3
ENSG00000117592,0.1432208387246742,0.26912222778657496,0.2068428768474717,0.27145042050123047,0.1,0.0,0.17901446681649955,0.1732673066731572,0.21643845250173394,0.2148805496342579,0.21049795581346925
ENSG00000116260,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000135821,0.0,0.3227670131115631,0.33386243886804684,0.21368704686127865,0.2,0.0,0.20757359158662098,0.23409240793518826,0.43363665027386056,0.3698642670990672,0.2891580247596418
ENSG00000162704,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9710530549370388,0.0,0.0,0.0
ENSG00000135842,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000081237,0.948678700851171,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
ENSG00000163435,0.0,0.3766387816131541,0.3447927352249236,0.3,0.42858794900408254,0.0,0.3140266348302718,0.0,0.3429182854150993,0.35479179004409384,0.3319402617863104
ENSG00000077157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117139,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159388,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9298262452978999,0.0,0.0
ENSG00000182004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000069275,0.0,0.44964662465676924,0.4,0.5697543635552955,0.0,0.0,0.4126082684052628,0.0,0.5553075481911296,0.4019297184509326,0.4953875113070835
ENSG00000162896,0.0,0.5541053137276386,0.5961420223666076,0.5,0.0,0.0,0.6158140338571025,0.0,0.0,0.552676198062497,0.5277893709186505
ENSG00000196352,0.0,0.5164406490859934,0.5038683963411021,0.30391265447754584,0.4332737496588427,0.0,0.45897996150476467,0.0,0.3,0.4958846310659351,0.34085229367327363
ENSG00000117335,0.0,0.0,0.7325864127442595,0.8188946180849612,0.8088579580600571,0.0,0.0,0.0,0.0,0.0,0.7
ENSG00000196878,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117691,0.0,0.5225639847260506,0.6031069975808616,0.6251460686262211,0.0,0.0,0.5179091503689268,0.0,0.5,0.5154377564358628,0.0
ENSG00000162772,0.0,0.697963777164568,0.0,0.6175894492329098,0.0,0.0,0.6305595183458663,0.0,0.6954126249908557,0.6,0.0
ENSG00000143507,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162909,0.0,0.3276064318394992,0.38064683652952425,0.49373363357741074,0.5043245869870547,0.0,0.3271810566058098,0.0,0.3,0.3753156489554861,0.4620439161979534
ENSG00000143742,0.0,0.0,0.0,0.8,0.0,0.0,0.8323567744817046,0.0,0.8523671641520956,0.0,0.0
ENSG00000143819,0.0,0.461480884676621,0.4264158104382517,0.4,0.0,0.0,0.45180207134021816,0.0,0.4482434946685464,0.44707687382621997,0.5045815940493951
ENSG00000163041,0.1,0.14133990401332583,0.11403520878727931,0.1292385823404126,0.12664213975073535,0.0,0.10187785379796614,0.11880594597632124,0.16183370065960662,0.1209460827295225,0.13418518038614308
ENSG00000143761,0.10761223672704374,0.15651118201373299,0.11150147495571847,0.1501435198446394,0.2218031552621345,0.0,0.16852289832646217,0.23383413709944714,0.17873404560710965,0.13397529390531085,0.1
ENSG00000143774,0.13096572492258832,0.1805600845836474,0.17033043973282017,0.15939604170059343,0.12744243104862718,0.0,0.20503880250866455,0.1,0.11958849752547551,0.17309128519671493,0.1287725778342914
ENSG00000181218,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173726,0.0,0.5346215527735791,0.5000728010698922,0.5975376536891328,0.0,0.0,0.5334862617348851,0.0,0.647355934223285,0.5,0.0
ENSG00000035687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000153187,0.0,0.26982298119279274,0.22535224661574058,0.35370321874239413,0.264246195557467,0.0,0.2,0.36431564352397383,0.36586550142634355,0.21143740104527237,0.4215585639267071
ENSG00000182551,0.0,0.6232638097522452,0.0,0.6770252676020518,0.0,0.0,0.6940483254138775,0.0,0.6188668680931644,0.6,0.0
ENSG00000171863,0.21945605088494605,0.13415439149823727,0.11988703807749486,0.11440058126503894,0.1,0.0,0.11760152603553808,0.23172036737420845,0.2861044677524174,0.15190460306158649,0.1097863435514727
ENSG00000143870,0.0,0.0,0.0,0.0,0.0,0.0,0.9010538277643843,0.0,0.9,0.0,0.0
ENSG00000068697,0.0,0.25924979744658383,0.24018064760833124,0.2559544411347502,0.28763102136634505,0.0,0.25534570979405774,0.2,0.32706032002208246,0.23973929289391055,0.22170868862631316
ENSG00000115884,0.0,0.0,0.0,0.0,0.9109398965536215,0.0,0.0,0.0,0.9,0.0,0.0
ENSG00000143878,0.0,0.8039653576220342,0.0,0.0,0.0,0.0,0.8,0.0,0.8092076894572597,0.0,0.0
ENSG00000115128,0.0,0.4139116870104935,0.31962335776914286,0.43227780742615335,0.3143360155219256,0.0,0.3,0.0,0.5122657764650522,0.3483078653900027,0.46046350755050564
ENSG00000084754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228474,0.200525213465042,0.20974483631355137,0.178402812470084,0.1993081953174758,0.1,0.0,0.3208931215934627,0.17674937608951496,0.17321964759087444,0.19479558862173238,0.16033463481267357
ENSG00000138085,0.0,0.5662418900351909,0.5125431420389834,0.7372597909689766,0.0,0.0,0.527740068162476,0.0,0.6862738034032074,0.5,0.0
ENSG00000115216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000243147,0.0,0.8410069966505158,0.0,0.915036107704335,0.8,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213639,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119801,0.0,0.0,0.0,0.0,0.962700598762275,0.0,0.0,0.0,0.9,0.0,0.0
ENSG00000162961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000115875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000115944,0.0,0.0,0.0,0.9010502050051844,0.0,0.0,0.0,0.0,0.9,0.0,0.0
ENSG00000152518,0.9447946582193076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
ENSG00000116016,0.0,0.6864165077783034,0.5033243799742266,0.5,0.0,0.0,0.6176734454812574,0.0,0.696353306729195,0.6223916105348815,0.0
ENSG00000143933,0.2113742033864808,0.20959650642494557,0.18641811994193613,0.437704359278163,0.1,0.0,0.18708009479460533,0.16503869554595701,0.1837525149489549,0.1826467597897627,0.4626202779736549
ENSG00000119888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000068912,0.0,0.8,0.0,0.8228823808094908,0.0,0.0,0.8460576143754451,0.0,0.0,0.0,0.0
ENSG00000115306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
