,acinar,alpha,beta,delta,duct,endothelial,mesenchymal,pp,unclear
ENSG00000161547,0.0,0.0,0.0,0.0,0.0,0.0,0.416666641831398,0.0,0.416666641831398
ENSG00000214087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
ENSG00000131018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167110,0.0,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.0,0.45454543828964233,0.7142857015132904,0.0
ENSG00000100345,0.4268292784690857,0.0,0.0,0.0,0.4901960864663124,0.4901960864663124,0.7142857313156128,0.0,0.238095223903656
ENSG00000168538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162909,0.45454543828964233,0.0,0.45454543828964233,0.0,0.7142857015132904,0.45454543828964233,0.45454543828964233,0.0,0.0
ENSG00000101365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171488,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
ENSG00000111596,0.0,0.0,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0,0.0
ENSG00000146540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109606,0.0,0.0,0.0,0.0,0.6249999776482582,0.6249999776482582,0.6249999776482582,0.0,0.520833358168602
ENSG00000198363,0.3571428433060646,0.3571428433060646,0.3571428433060646,0.11363635957241058,0.11363635957241058,0.0,0.5645161122083664,0.11363635957241058,0.11363635957241058
ENSG00000102978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170852,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
ENSG00000068615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000205517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143158,0.0,0.6249999701976776,0.45454543828964233,0.45454543828964233,0.45454543828964233,0.0,0.0,0.45454543828964233,0.0
ENSG00000144746,0.22727271914482117,0.22727271914482117,0.5357142686843872,0.22727271914482117,0.5357142686843872,0.0,0.0,0.22727271914482117,0.22727271914482117
ENSG00000174132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135447,0.0,0.838414654135704,0.7862903028726578,0.6249999776482582,0.0,0.0,0.0,0.0,0.520833358168602
ENSG00000134352,0.0,0.0,0.0,0.0,0.357142835855484,0.6707317233085632,0.357142835855484,0.0,0.0
ENSG00000174951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000086666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105357,0.0,0.0,0.7954545170068741,0.0,0.7954545170068741,0.0,0.0,0.0,0.0
ENSG00000023287,0.22727271914482117,0.0,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.0,0.5952380746603012
ENSG00000131100,0.0,0.0,0.476190447807312,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150938,0.0,0.0,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0,0.0
ENSG00000103196,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
ENSG00000057704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115524,0.0,0.0,0.327380932867527,0.0,0.1562499701976776,0.327380932867527,0.1562499701976776,0.0,0.1562499701976776
ENSG00000265972,0.0,0.0,0.0,0.0,0.8522726967930794,0.0,0.0,0.0,0.7291667014360428
ENSG00000106290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178726,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0
ENSG00000198399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
ENSG00000129636,0.0,0.5681817978620529,0.5681817978620529,0.0,0.5681817978620529,0.0,0.0,0.5681817978620529,0.0
ENSG00000134987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130779,0.5113636180758476,0.0,0.5113636180758476,0.0,0.5113636180758476,0.0,0.5113636180758476,0.0,0.4166666865348816
ENSG00000154380,0.6249999776482582,0.0,0.0,0.0,0.6249999776482582,0.0,0.8035714253783226,0.0,0.520833358168602
ENSG00000075624,0.21291210502386093,0.0,0.09683097153902054,0.04098360240459442,0.442880816757679,0.37690839916467667,0.4932228773832321,0.0,0.06628790497779846
ENSG00000120708,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0
ENSG00000106400,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
ENSG00000117984,0.7954545170068741,0.0,0.0,0.0,0.8928571417927742,0.0,0.0,0.0,0.0
ENSG00000138593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000150687,0.0,0.0,0.5859374776482582,0.45454543828964233,0.45454543828964233,0.9344059377908707,0.0,0.45454543828964233,0.0
ENSG00000083099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008517,0.9226190522313118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7291667014360428
ENSG00000136861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132718,0.0,0.5681817978620529,0.5681817978620529,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.0
ENSG00000141837,0.0,0.7954545170068741,0.0,0.0,0.0,0.0,0.0,0.8928571417927742,0.0
ENSG00000256235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160131,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0,0.0,0.0,0.0
ENSG00000146535,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
ENSG00000175166,0.0,0.0,0.0,0.0,0.6818181574344635,0.6818181574344635,0.6818181574344635,0.0,0.0
ENSG00000100603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000215717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053918,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127955,0.0,0.6818181574344635,0.0,0.6818181574344635,0.0,0.0,0.0,0.6818181574344635,0.0
ENSG00000034510,0.45454543828964233,0.0,0.0,0.0,0.6653225645422935,0.7965686395764351,0.6249999701976776,0.0,0.45454543828964233
ENSG00000101333,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000035928,0.7954545170068741,0.0,0.7954545170068741,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000118785,0.0,0.0,0.0,0.0,0.9929078221321106,0.0,0.0,0.0,0.0
ENSG00000100219,0.8299180194735527,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0,0.11363635957241058,0.11363635957241058,0.3515624552965164
ENSG00000122741,0.0,0.0,0.7954545170068741,0.0,0.0,0.0,0.7954545170068741,0.0,0.0
ENSG00000129315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000235109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156599,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0
ENSG00000123843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168961,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0
ENSG00000116690,0.0,0.0,0.0,0.9677419066429138,0.0,0.0,0.0,0.0,0.0
ENSG00000169032,0.0,0.0,0.0,0.0,0.0,0.8522726967930794,0.0,0.0,0.7291667014360428
ENSG00000077721,0.0,0.0,0.0,0.0,0.0,0.7386363372206688,0.7386363372206688,0.0,0.6250000298023224
ENSG00000147862,0.6818181574344635,0.0,0.0,0.0,0.7738095223903656,0.7738095223903656,0.0,0.0,0.0
ENSG00000131507,0.05681817978620529,0.3273809403181076,0.3273809403181076,0.3273809403181076,0.05681817978620529,0.05681817978620529,0.05681817978620529,0.3273809403181076,0.0
ENSG00000171928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181061,0.34090907871723175,0.6547618880867958,0.0,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.0,0.34090907871723175
ENSG00000168172,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.5357142612338066,0.11363635957241058,0.11363635957241058,0.0
ENSG00000111880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000274211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163499,0.0,0.9523809552192688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000227051,0.0,0.0,0.7954545170068741,0.7954545170068741,0.0,0.0,0.0,0.0,0.0
ENSG00000166887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115263,0.0,0.9707716405391693,0.16692545264959335,0.2010233923792839,0.05165288597345352,0.0,0.022522523999214172,0.37608223408460617,0.15224358439445496
ENSG00000139263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175582,0.0,0.0,0.6249999776482582,0.0,0.6249999776482582,0.6249999776482582,0.520833358168602,0.0,0.0
ENSG00000183337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000214160,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0
ENSG00000115520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000188786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000047932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135069,0.7386363372206688,0.0,0.0,0.0,0.0,0.0,0.7386363372206688,0.0,0.6250000298023224
ENSG00000133059,0.0,0.0,0.5681817978620529,0.5681817978620529,0.0,0.5681817978620529,0.0,0.5681817978620529,0.0
ENSG00000231074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847
ENSG00000070961,0.0,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.0,0.22727271914482117,0.22727271914482117,0.22727271914482117,0.22727271914482117
ENSG00000122970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000028839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000082438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333730697632
ENSG00000180979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8522726967930794,0.7291667014360428
ENSG00000135387,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.0
ENSG00000164237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090054,0.0,0.0,0.0,0.6818181574344635,0.6818181574344635,0.6818181574344635,0.0,0.0,0.0
ENSG00000079999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136750,0.0,0.5681817978620529,0.6854838505387306,0.7317073345184326,0.0,0.0,0.0,0.7317073345184326,0.0
ENSG00000177646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213639,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.11363635957241058,0.5059523582458496,0.11363635957241058,0.0,0.11363635957241058,0.3515624552965164
ENSG00000046647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163931,0.34090909361839294,0.0,0.34090909361839294,0.0,0.34090909361839294,0.34090909361839294,0.6547618955373764,0.0,0.34090907871723175
ENSG00000061273,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,0.0,0.0,0.0
ENSG00000154874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000254635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000241553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000082212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145425,0.277777798473835,0.0,0.19366195797920227,0.10245900601148605,0.0,0.0,0.277777798473835,0.0,0.0
ENSG00000104427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134108,0.0,0.0,0.34090907871723175,0.34090907871723175,0.34090907871723175,0.6547618880867958,0.34090907871723175,0.0,0.34090907871723175
ENSG00000172572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113194,0.0,0.0,0.0,0.0,0.0,0.0,0.7291667014360428,0.0,0.7291667014360428
ENSG00000105281,0.0,0.0,0.0,0.0,0.0,0.7386363372206688,0.8630952388048172,0.0,0.6250000298023224
ENSG00000151715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204385,0.0,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0
ENSG00000108848,0.0,0.148809514939785,0.148809514939785,0.148809514939785,0.148809514939785,0.148809514939785,0.0,0.4233870878815651,0.0781249850988388
ENSG00000133739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000026297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000226950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0
ENSG00000126787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169213,0.0,0.7621951401233673,0.6854838505387306,0.5681817978620529,0.0,0.0,0.0,0.6854838505387306,0.0
ENSG00000109501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090908765792847,0.0
ENSG00000135655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000062194,0.0,0.5113636180758476,0.5113636180758476,0.5113636180758476,0.5113636180758476,0.0,0.0,0.0,0.4166666865348816
ENSG00000186369,0.0,0.0,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0
ENSG00000161970,0.4464285969734192,0.030487805604934692,0.2992957830429077,0.12254901975393295,0.12254901975393295,0.0,0.3371710851788521,0.030487805604934692,0.030487805604934692
ENSG00000168439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115415,0.0,0.0,0.5681817978620529,0.0,0.5681817978620529,0.0,0.5681817978620529,0.5681817978620529,0.0
ENSG00000133030,0.0,0.0,0.0,0.0,0.0,0.8928571417927742,0.7954545170068741,0.0,0.0
ENSG00000196227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163584,0.0,0.0,0.0,0.0,0.0,0.0,0.8522726967930794,0.0,0.7291667014360428
ENSG00000198814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000062716,0.5681817978620529,0.0,0.0,0.0,0.5681817978620529,0.5681817978620529,0.773809514939785,0.0,0.0
ENSG00000164924,0.32012195885181427,0.059523805975914,0.059523805975914,0.059523805975914,0.5225410088896751,0.42892158031463623,0.32012195885181427,0.0,0.14423076808452606
ENSG00000100290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168792,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103365,0.0,0.9090908765792847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
