gene_ids,T cell of anorectum,colon epithelial cell,myeloid cell,plasma cell,stromal cell of lamina propria of colon
ENSG00000126756,0.75,0.0,0.0,0.75,0.0
ENSG00000102317,0.0,0.0,0.0,0.75,0.75
ENSG00000102096,0.0,0.0,0.0,1.0,0.0
ENSG00000102007,0.0,0.0,0.0,1.0,0.0
ENSG00000147065,1.0,0.0,0.0,0.0,0.0
ENSG00000147168,1.0,0.0,0.0,0.0,0.0
ENSG00000198034,0.3333333432674408,0.0,0.2142857164144516,0.7338709831237793,0.36538460850715637
ENSG00000085224,0.0,0.0,0.0,0.0,1.0
ENSG00000131174,0.25,0.25,0.0,0.25,0.25
ENSG00000102144,1.0,0.0,0.0,0.0,0.0
ENSG00000078596,1.0,0.0,0.0,0.0,0.0
ENSG00000131171,0.0,0.0,0.0,0.0,1.0
ENSG00000241343,0.5,0.0,0.0,0.75,0.5
ENSG00000102401,0.0,0.0,0.0,1.0,0.0
ENSG00000185222,0.0,0.0,0.0,0.0,1.0
ENSG00000166681,0.0,0.0,0.0,0.0,1.0
ENSG00000133142,0.0,0.0,0.0,0.0,1.0
ENSG00000123562,0.0,0.0,0.0,0.0,1.0
ENSG00000157514,0.75,0.0,0.0,0.9375,0.0
ENSG00000005022,0.5,0.0,0.0,0.5,0.5
ENSG00000125354,1.0,0.0,0.0,0.0,0.0
ENSG00000198918,0.38235293328762054,0.0,0.20000000298023224,0.6379310339689255,0.26923076808452606
ENSG00000125356,0.0,0.0,0.0,0.5,0.0
ENSG00000147274,0.0,0.0,0.0,0.0,1.0
ENSG00000180879,0.25,0.0,0.25,0.985849067568779,0.25
ENSG00000147403,0.3448275923728943,0.0,0.20000000298023224,0.7562499940395355,0.37096773087978363
ENSG00000164733,0.0,0.0,0.0,0.0,1.0
ENSG00000104763,0.0,0.0,1.0,0.0,0.0
ENSG00000042980,0.0,0.0,0.0,0.0,1.0
ENSG00000134028,0.0,0.0,0.0,0.0,1.0
ENSG00000104765,0.0,0.0,0.0,0.0,1.0
ENSG00000168079,0.0,0.0,0.0,0.0,1.0
ENSG00000133872,0.75,0.0,0.0,0.75,0.0
ENSG00000104660,1.0,0.0,0.0,0.0,0.0
ENSG00000147535,0.0,0.0,0.0,1.0,0.0
ENSG00000176907,0.0,0.0,0.0,0.0,1.0
ENSG00000104368,0.0,0.0,0.0,0.0,1.0
ENSG00000221869,0.0,0.0,0.0,0.0,1.0
ENSG00000187735,0.0,0.0,0.0,1.0,0.0
ENSG00000008988,0.3333333283662796,0.0,0.25,0.5999999940395355,0.3333333283662796
ENSG00000137575,0.5,0.0,0.75,0.0,0.5
ENSG00000067167,0.0,0.0,0.0,1.0,0.0
ENSG00000147604,0.3333333283662796,0.0,0.25,0.6428571343421936,0.5
ENSG00000154582,0.0,0.0,0.0,0.0,1.0
ENSG00000104435,0.0,0.0,0.0,0.0,1.0
ENSG00000076554,0.0,0.0,0.0,1.0,0.0
ENSG00000164687,0.0,0.0,0.0,0.0,1.0
ENSG00000176731,0.0,0.0,0.0,0.75,0.75
ENSG00000164949,0.0,0.0,0.0,0.0,1.0
ENSG00000156467,0.375,0.0,0.25,0.5833333134651184,0.375
ENSG00000147649,0.0,0.0,0.0,1.0,0.0
ENSG00000132561,0.0,0.0,0.0,0.0,1.0
ENSG00000156482,0.3382352888584137,0.0,0.1944444477558136,0.5673076957464218,0.3382352888584137
ENSG00000164919,0.0,0.0,0.0,0.5,0.0
ENSG00000070756,0.375,0.0,0.25,0.375,0.375
ENSG00000164924,0.0,0.0,0.0,0.0,0.0
ENSG00000120963,0.0,0.0,0.0,1.0,0.0
ENSG00000155090,0.0,0.0,0.0,0.0,1.0
ENSG00000104408,0.5,0.0,0.0,0.75,0.5
ENSG00000120533,0.0,0.0,0.0,0.75,0.75
ENSG00000147677,0.5,0.0,0.0,0.5,0.5
ENSG00000187955,0.0,0.0,0.0,0.0,1.0
ENSG00000136986,0.0,0.0,0.0,1.0,0.0
ENSG00000104529,0.375,0.0,0.0,0.722222238779068,0.375
ENSG00000160948,0.0,0.0,0.0,0.0,1.0
ENSG00000161016,0.28125,0.0,0.09999999403953552,0.7788461446762085,0.2142857015132904
ENSG00000137154,0.3541666716337204,0.0,0.15000000596046448,0.6630434840917587,0.3541666716337204
ENSG00000086061,0.25,0.0,0.25,0.25,0.8500000089406967
ENSG00000198467,0.0,0.0,0.0,0.0,1.0
ENSG00000119138,0.0,0.0,0.0,0.0,1.0
ENSG00000107372,0.0,0.0,0.0,0.0,1.0
ENSG00000135046,0.5833333283662796,0.0,0.6875,0.0,0.5
ENSG00000134996,1.0,0.0,0.0,0.0,0.0
ENSG00000106829,0.0,0.0,0.0,0.0,1.0
ENSG00000165119,0.25,0.0,0.25,0.25,0.25
ENSG00000185920,0.0,0.0,0.0,0.0,1.0
ENSG00000095380,0.0,0.0,0.0,1.0,0.0
ENSG00000106803,0.25,0.0,0.25,0.9166666716337204,0.25
ENSG00000023318,0.0,0.0,0.0,1.0,0.0
ENSG00000136826,0.0,0.0,0.0,0.0,1.0
ENSG00000136810,0.0,0.25,0.25,0.25,0.25
ENSG00000136888,0.25,0.0,0.25,0.25,0.25
ENSG00000148180,0.0,0.0,0.0,0.0,1.0
ENSG00000148175,0.0,0.0,0.0,0.0,1.0
ENSG00000136942,0.3125,0.0,0.125,0.65625,0.3125
ENSG00000044574,0.25,0.0,0.25,0.8500000089406967,0.25
ENSG00000197958,0.25,0.0,0.1428571343421936,0.5657894611358643,0.36538460850715637
ENSG00000119335,0.0,0.0,0.0,0.0,1.0
ENSG00000148303,0.2777777761220932,0.0,0.1666666567325592,0.7222222089767456,0.42307692766189575
ENSG00000130635,0.0,0.0,0.0,0.0,1.0
ENSG00000054148,0.0,0.0,0.0,0.75,0.75
ENSG00000107223,0.0,0.0,0.0,0.5833332985639572,0.375
ENSG00000188229,0.0,0.5,0.0,0.5,0.75
ENSG00000185201,0.75,0.0,0.0,0.0,0.875
ENSG00000185885,0.0,0.0,0.0,0.0,1.0
ENSG00000142089,0.0,0.0,0.0,0.0,1.0
ENSG00000023191,0.0,0.0,0.0,0.0,1.0
ENSG00000177600,0.4423076808452606,0.0,0.15000000596046448,0.6375000029802322,0.3055555522441864
ENSG00000177697,0.0,0.0,0.0,0.0,1.0
ENSG00000177700,0.0,0.0,0.0,0.375,0.375
ENSG00000214063,0.0,0.0,0.0,0.0,1.0
ENSG00000117984,0.0,0.5,0.5,0.0,0.5
ENSG00000130592,0.5,0.0,0.0,0.5,0.5
ENSG00000110651,0.0,0.0,0.0,0.0,1.0
ENSG00000269821,0.0,0.0,0.0,0.0,1.0
ENSG00000166441,0.40625,0.0,0.0833333283662796,0.6041666567325592,0.2916666567325592
ENSG00000110321,0.5,0.0,0.0,0.5,0.5
ENSG00000110696,0.5,0.0,0.0,0.5,0.5
ENSG00000110700,0.3055555522441864,0.0,0.2083333283662796,0.578125,0.3863636255264282
ENSG00000070081,0.0,0.0,0.0,1.0,0.0
ENSG00000134333,0.5,0.0,0.0,0.5,0.75
ENSG00000026508,0.25,0.0,0.25,0.25,0.25
ENSG00000149131,0.0,0.0,0.0,0.0,1.0
ENSG00000211450,0.0,0.0,0.0,0.75,0.75
ENSG00000134825,0.25,0.0,0.25,0.8928571492433548,0.25
ENSG00000167996,0.25,0.0,0.7142857164144516,0.0,0.5
ENSG00000124942,0.0,0.0,0.0,0.75,0.75
ENSG00000162191,0.5,0.0,0.0,0.5,0.5
ENSG00000133321,0.75,0.0,0.0,0.0,0.75
ENSG00000176340,0.25,0.0,0.25,0.25,0.25
ENSG00000173486,0.0,0.0,0.0,0.9722222238779068,0.75
ENSG00000173113,0.5,0.0,0.0,0.75,0.5
ENSG00000126432,0.0,0.5,0.0,0.5,0.5
ENSG00000149806,0.2777777761220932,0.0,0.1666666567325592,0.7045454680919647,0.2777777761220932
ENSG00000245532,0.0,0.3928571492433548,0.125,0.5227272659540176,0.671875
ENSG00000251562,0.12155963480472565,0.1413043588399887,0.0,0.32532572746276855,0.22858472168445587
ENSG00000172757,0.5,0.0,0.125,0.125,0.3333333134651184
ENSG00000175334,0.0,0.0,0.0,0.0,1.0
ENSG00000087365,0.0,0.0,0.0,0.0,1.0
ENSG00000167797,0.0,0.0,0.0,1.0,0.0
ENSG00000084207,0.0,0.25,0.25,0.666666641831398,0.5
ENSG00000118363,0.5,0.0,0.0,0.949999988079071,0.5
ENSG00000149273,0.47058823704719543,0.0,0.1666666567325592,0.6400000005960464,0.3181818127632141
ENSG00000149257,0.0,0.0,0.0,0.0,1.0
ENSG00000151366,0.0,0.0,0.0,0.875,0.75
ENSG00000109861,0.0,0.0,0.0,0.0,1.0
ENSG00000166012,0.0,0.0,0.0,0.75,0.75
ENSG00000023445,0.0,0.0,1.0,0.0,0.0
ENSG00000110777,0.0,0.0,0.0,1.0,0.0
ENSG00000166741,0.0,0.0,0.0,0.0,1.0
ENSG00000198851,1.0,0.0,0.0,0.0,0.0
ENSG00000167286,1.0,0.0,0.0,0.0,0.0
ENSG00000160654,1.0,0.0,0.0,0.0,0.0
ENSG00000167283,0.25,0.0,0.0,0.7000000178813934,0.25
ENSG00000118181,0.3611111044883728,0.0,0.20000000298023224,0.640625,0.3125
ENSG00000154096,0.0,0.0,0.0,0.0,1.0
ENSG00000109971,0.25,0.0,0.0,0.25,0.4999999701976776
ENSG00000182934,0.0,0.0,0.0,1.0,0.0
ENSG00000084234,0.0,0.0,0.0,0.0,1.0
ENSG00000067082,0.0,0.0,0.0,0.5,0.0
ENSG00000123243,0.0,0.0,0.0,0.0,1.0
ENSG00000165629,0.0,0.0,0.0,0.0,1.0
ENSG00000151461,0.0,0.0,0.0,1.0,0.0
ENSG00000026025,0.25,0.0,0.3333333283662796,0.5,0.6428571343421936
ENSG00000148444,0.0,0.0,0.0,1.0,0.0
ENSG00000136758,0.0,0.0,0.0,0.0,1.0
ENSG00000120616,0.0,0.0,0.0,0.0,1.0
ENSG00000150093,0.0,0.0,0.0,0.0,1.0
ENSG00000095794,1.0,0.0,0.0,0.0,0.0
ENSG00000169813,0.75,0.0,0.0,0.0,0.75
ENSG00000107562,0.0,0.0,0.0,0.0,1.0
ENSG00000150347,0.0,0.0,0.0,0.75,0.875
ENSG00000096746,0.0,0.0,0.0,0.0,1.0
ENSG00000122862,0.5833333432674408,0.0,0.5,0.5,0.0
ENSG00000180817,0.0,0.0,0.0,0.75,0.75
ENSG00000197746,0.0,0.0,0.5,0.5,0.5
ENSG00000166295,0.5,0.0,0.0,0.5,0.5
ENSG00000165637,0.0,0.0,0.0,1.0,0.0
ENSG00000138326,0.25,0.0,0.1875,0.5138888955116272,0.4166666567325592
ENSG00000165678,0.0,0.0,0.0,1.0,0.0
ENSG00000148671,0.0,0.0,0.0,0.0,1.0
ENSG00000107438,0.0,0.0,0.0,0.0,1.0
ENSG00000166136,0.0,0.0,0.0,0.75,0.75
ENSG00000173915,0.0,0.0,0.0,0.0,0.0
ENSG00000138166,0.0,0.0,0.0,1.0,0.0
ENSG00000150593,0.75,0.0,0.0,0.75,0.0
ENSG00000107581,0.0,0.0,0.0,0.75,0.75
ENSG00000148908,0.0,0.0,1.0,0.0,0.0
ENSG00000010278,0.0,0.0,0.0,0.0,1.0
ENSG00000139193,0.0,0.0,0.0,1.0,0.0
ENSG00000111639,0.0,0.0,0.0,0.75,0.75
ENSG00000111640,0.25,0.0,0.0,0.25,0.25
ENSG00000159335,0.0,0.0,0.0,0.0,1.0
ENSG00000111669,0.25,0.25,0.25,0.0,0.625
ENSG00000111678,0.5,0.0,0.0,0.5,0.75
ENSG00000182326,0.0,0.0,0.0,0.0,1.0
ENSG00000159403,0.0,0.0,0.0,0.0,1.0
ENSG00000059804,0.75,0.0,0.0,0.0,0.75
ENSG00000175899,0.0,0.0,0.0,0.0,1.0
ENSG00000111796,1.0,0.0,0.0,0.0,0.0
ENSG00000069493,1.0,0.0,0.0,0.0,0.0
ENSG00000110848,1.0,0.0,0.0,0.0,0.0
ENSG00000110852,0.75,0.0,0.0,0.0,0.75
ENSG00000060138,0.0,0.0,0.0,0.0,1.0
ENSG00000134531,0.0,0.0,0.0,0.0,1.0
ENSG00000111348,0.9166666567325592,0.0,0.75,0.0,0.0
ENSG00000111716,0.5,0.0,0.0,0.5,0.5
ENSG00000087502,0.0,0.0,0.0,1.0,0.0
ENSG00000139218,0.0,0.0,0.0,0.0,1.0
ENSG00000134294,0.0,0.0,0.0,0.0,1.0
ENSG00000134285,0.0,0.0,0.0,1.0,0.0
ENSG00000123416,0.0,0.0,0.0,0.0,0.5
ENSG00000167552,0.0,0.0,0.0,0.0,1.0
ENSG00000123352,0.0,0.0,0.0,1.0,0.0
ENSG00000139644,0.0,0.0,0.0,0.5833332985639572,0.375
ENSG00000050405,0.0,0.0,0.0,0.0,1.0
ENSG00000123358,0.0,0.0,0.0,0.0,1.0
ENSG00000170421,0.0,1.0,0.0,0.0,0.0
ENSG00000111057,0.0,1.0,0.0,0.0,0.0
ENSG00000063046,0.0,0.0,0.0,0.75,0.75
ENSG00000123349,0.3333333283662796,0.0,0.25,0.6249999850988388,0.4375
ENSG00000197111,0.0,0.0,0.0,0.75,0.75
ENSG00000135390,0.25,0.0,0.25,0.666666641831398,0.5
ENSG00000135486,0.375,0.0,0.25,0.4999999850988388,0.4999999850988388
ENSG00000135441,0.0,0.75,0.0,0.0,0.75
ENSG00000135404,0.0,0.0,0.25,0.6071428656578064,0.7884615361690521
ENSG00000197728,0.1875,0.0,0.0833333283662796,0.3749999850988388,0.3749999850988388
ENSG00000229117,0.3749999850988388,0.0,0.125,0.677734375,0.31578946113586426
ENSG00000092841,0.1666666567325592,0.0,0.0,0.3125,0.541666641831398
ENSG00000257727,0.0,0.0,0.0,1.0,0.0
ENSG00000110955,0.0,0.0,0.0,0.75,0.75
ENSG00000110958,0.5,0.0,0.0,0.5,0.5
ENSG00000196531,0.25,0.0,0.1875,0.6730769127607346,0.3928571343421936
ENSG00000123384,0.0,0.0,0.0,0.0,1.0
ENSG00000135506,0.0,0.0,0.0,0.75,0.75
ENSG00000155957,0.0,0.0,0.0,0.75,0.75
ENSG00000127324,0.0,1.0,0.0,0.0,0.0
ENSG00000139289,0.0,0.0,0.0,0.0,1.0
ENSG00000187109,0.25,0.0,0.25,0.25,0.625
ENSG00000139329,0.0,0.0,0.0,0.0,1.0
ENSG00000011465,0.0,0.0,0.0,0.0,1.0
ENSG00000133639,0.8333333134651184,0.0,0.0,0.5,0.5
ENSG00000184752,0.0,0.0,0.0,0.0,1.0
ENSG00000075415,0.0,0.0,0.5,0.5,0.5
ENSG00000166598,0.0,0.0,0.5,0.9249999970197678,0.625
ENSG00000111229,0.375,0.0,0.375,0.375,0.25
ENSG00000089248,0.5,0.0,0.0,0.8333333134651184,0.5
ENSG00000089009,0.34375,0.0,0.1875,0.6973684132099152,0.42499999701976776
ENSG00000089220,0.0,0.0,0.5,0.5,0.5
ENSG00000089157,0.3125,0.0,0.125,0.7045454382896423,0.4583333134651184
ENSG00000111775,0.25,0.25,0.0,0.625,0.25
ENSG00000088986,0.0,0.0,0.0,0.375,0.6875
ENSG00000111011,0.5,0.0,0.0,0.5,0.5
ENSG00000086598,0.0,0.0,0.0,1.0,0.0
ENSG00000150991,0.3125,0.0,0.0,0.8203125,0.3611110895872116
ENSG00000132341,0.5,0.0,0.0,0.5,0.5
ENSG00000196199,0.0,0.0,0.0,0.75,0.75
ENSG00000150459,0.25,0.0,0.25,0.25,0.625
ENSG00000122026,0.3571428507566452,0.0,0.2142857164144516,0.6250000149011612,0.3571428507566452
ENSG00000132963,0.25,0.0,0.25,0.25,0.25
ENSG00000189403,0.25,0.0,0.0,0.25,0.7000000178813934
ENSG00000132965,1.0,0.0,0.0,0.0,0.0
ENSG00000244754,0.5,0.0,0.0,0.5,0.5
ENSG00000120697,0.0,0.0,0.0,1.0,0.0
ENSG00000120686,0.0,0.0,0.0,1.0,0.0
ENSG00000120690,1.0,0.0,0.0,0.0,0.0
ENSG00000102804,0.0,0.0,0.0,0.0,1.0
ENSG00000133112,0.3100000023841858,0.0,0.13461539149284363,0.650943398475647,0.38333334028720856
ENSG00000136167,1.0,0.0,0.0,0.0,0.0
ENSG00000139684,0.0,0.0,0.0,0.0,1.0
ENSG00000136156,0.0,0.0,0.75,0.0,0.75
ENSG00000102531,0.0,0.0,0.0,1.0,0.0
ENSG00000102786,0.0,0.0,0.0,0.0,1.0
ENSG00000188243,0.5,0.0,0.25,0.25,0.5
ENSG00000102580,0.0,0.0,0.0,1.0,0.0
ENSG00000134871,0.0,0.0,0.0,0.0,1.0
ENSG00000092199,0.5,0.0,0.0,0.5,0.5
ENSG00000277734,1.0,0.0,0.0,0.0,0.0
ENSG00000129562,0.25,0.0,0.25,0.666666641831398,0.5
ENSG00000172590,0.0,0.0,0.0,1.0,0.0
ENSG00000092010,0.5,0.0,0.0,0.5,0.5
ENSG00000100911,0.5,0.0,0.0,0.5,0.5
ENSG00000129559,0.5,0.0,0.0,0.5,0.5
ENSG00000100883,0.0,0.0,0.0,1.0,0.0
ENSG00000100906,0.0,0.0,0.75,0.0,0.9166666567325592
ENSG00000100941,0.0,0.0,0.0,0.0,1.0
ENSG00000213741,0.546875,0.0,0.15000000596046448,0.5166666507720947,0.25
ENSG00000165502,0.3125,0.0,0.1666666567325592,0.7708333283662796,0.1666666567325592
ENSG00000087302,0.0,0.0,0.0,0.75,0.75
ENSG00000125378,0.0,0.0,0.0,0.0,1.0
ENSG00000131981,0.0,0.5,0.5833333283662796,0.0,0.5833333283662796
ENSG00000185650,0.0,0.0,0.0,0.0,1.0
ENSG00000100632,0.0,0.0,0.0,0.75,0.75
ENSG00000100650,0.5,0.0,0.0,0.5,0.5
ENSG00000119707,0.5,0.0,0.0,0.5,0.5
ENSG00000119655,0.0,0.0,0.5,0.5,0.5
ENSG00000170348,0.0,0.0,0.0,1.0,0.0
ENSG00000170345,0.0,0.25,0.0,0.416666641831398,0.9656862765550613
ENSG00000071537,0.0,0.0,0.0,1.0,0.0
ENSG00000198668,0.5,0.0,0.0,0.5,0.5
ENSG00000183648,0.0,0.0,0.0,0.75,0.75
ENSG00000089737,0.5,0.0,0.0,0.5,0.5
ENSG00000165949,0.0,0.75,0.0,0.0,0.75
ENSG00000119632,0.0,0.0,0.0,0.75,0.75
ENSG00000090060,0.0,0.0,0.0,1.0,0.0
ENSG00000196405,1.0,0.0,0.0,0.0,0.0
ENSG00000140105,0.0,0.0,0.0,0.0,1.0
ENSG00000214548,0.0,0.0,0.0,0.0,1.0
ENSG00000078304,1.0,0.0,0.0,0.0,0.0
ENSG00000080824,0.3125,0.0,0.125,0.3125,0.7250000089406967
ENSG00000185215,0.0,0.0,0.0,0.0,1.0
ENSG00000100664,0.0,0.0,0.0,0.75,0.75
ENSG00000156411,0.0,0.0,0.0,0.75,0.75
ENSG00000184990,0.0,0.0,0.0,1.0,0.0
ENSG00000213145,1.0,0.0,0.0,0.0,0.0
ENSG00000211890,0.0,0.0,0.0,1.0,0.0
ENSG00000211895,0.0,0.0,0.0,0.9993368983268738,0.0
ENSG00000134153,0.0,0.0,0.0,1.0,0.0
ENSG00000182117,0.0,0.0,0.0,1.0,0.0
ENSG00000137801,0.0,0.0,0.0,0.0,1.0
ENSG00000140319,0.125,0.0,0.125,0.125,0.5625
ENSG00000233041,0.0,1.0,0.0,0.0,0.0
ENSG00000103994,0.0,0.0,0.0,0.0,1.0
ENSG00000140264,0.0625,0.0,0.0625,0.4375,0.357142835855484
ENSG00000166710,0.49056603014469147,0.0,0.1875,0.6746987998485565,0.3571428656578064
ENSG00000166920,0.0,1.0,0.0,0.0,0.0
ENSG00000255302,0.5,0.0,0.0,0.5,0.8333333134651184
ENSG00000137876,0.0,0.0,0.0,0.75,0.75
ENSG00000260916,0.0,0.0,0.0,1.0,0.0
ENSG00000182718,0.0,0.0,0.0,0.75,0.875
ENSG00000140416,0.0,0.0,0.0,0.0,1.0
ENSG00000185088,0.5,0.0,0.0,0.625,0.625
ENSG00000166794,0.5,0.0,0.0,0.8333333283662796,0.6666666567325592
ENSG00000174444,0.4166666567325592,0.0,0.25,0.7083333283662796,0.4166666567325592
ENSG00000137818,0.41428570449352264,0.0,0.18333333730697632,0.7588235288858414,0.3303571492433548
ENSG00000067225,0.0,0.0,0.0,0.0,1.0
ENSG00000185787,0.25,0.0,0.25,0.25,0.625
ENSG00000140612,0.0,0.0,0.0,0.75,0.75
ENSG00000170776,1.0,0.0,0.0,0.0,0.0
ENSG00000172183,0.75,0.0,0.0,0.9166666567325592,0.0
ENSG00000185043,1.0,0.0,0.0,0.0,0.0
ENSG00000131871,0.0,0.0,0.0,1.0,0.0
ENSG00000140990,0.0,0.0,0.0,1.0,0.0
ENSG00000140988,0.25,0.0,0.0,0.4999999701976776,0.25
ENSG00000167978,0.0,0.0,0.0,0.75,0.75
ENSG00000103363,0.0,0.0,0.0,0.375,0.375
ENSG00000008517,1.0,0.0,0.0,0.0,0.0
ENSG00000267795,0.0,1.0,0.0,0.0,0.0
ENSG00000213853,0.0,0.0,0.0,0.0,1.0
ENSG00000189067,0.0,0.0,0.0,0.0,1.0
ENSG00000048462,0.0,0.0,0.0,1.0,0.0
ENSG00000134419,0.45588235557079315,0.0,0.2083333283662796,0.6696428507566452,0.36538462340831757
ENSG00000176046,0.0,0.0,0.0,0.0,1.0
ENSG00000102879,1.0,0.0,0.0,0.0,0.0
ENSG00000089280,0.5,0.0,0.0,0.5,0.75
ENSG00000177200,0.0,0.0,0.0,0.0,1.0
ENSG00000087245,0.0,0.0,0.0,0.0,1.0
ENSG00000169715,0.0,1.0,0.0,0.0,0.0
ENSG00000125144,0.0,1.0,0.0,0.0,0.0
ENSG00000051108,0.0,0.0,0.0,1.0,0.0
ENSG00000217555,1.0,0.0,0.0,0.0,0.0
ENSG00000166595,0.0,0.0,0.0,0.75,0.75
ENSG00000168701,0.0,0.0,0.0,1.0,0.0
ENSG00000034713,0.0,0.0,0.0,0.0,1.0
ENSG00000197943,0.0,0.9807692319154739,0.0,0.0,0.75
ENSG00000230989,0.0,0.0,0.0,0.0,1.0
ENSG00000103196,0.0,0.0,0.0,0.0,1.0
ENSG00000131143,0.125,0.0,0.125,0.3333333134651184,0.3333333134651184
ENSG00000269186,0.0,0.0,0.0,0.0,1.0
ENSG00000051523,0.0,0.0,0.0,1.0,0.0
ENSG00000198931,0.5,0.0,0.0,0.5,0.5
ENSG00000167526,0.25,0.0,0.0,0.625,0.25
ENSG00000141002,0.25,0.25,0.0,0.25,0.25
ENSG00000108953,0.0,0.0,0.0,0.75,0.75
ENSG00000132386,0.0,0.0,0.0,0.0,1.0
ENSG00000142507,0.0,0.0,0.0,0.75,0.75
ENSG00000108518,1.0,0.0,0.0,0.0,0.0
ENSG00000072778,0.0,1.0,0.0,0.0,0.0
ENSG00000181885,0.0,1.0,0.0,0.0,0.0
ENSG00000072818,1.0,0.0,0.0,0.0,0.0
ENSG00000205544,0.0,0.0,0.0,1.0,0.0
ENSG00000161960,0.0,0.0,0.0,0.0,1.0
ENSG00000141504,0.0,0.0,0.0,0.0,1.0
ENSG00000161970,0.3636363446712494,0.0,0.2083333283662796,0.6499999910593033,0.32499998807907104
ENSG00000109099,0.0,0.0,0.0,0.0,1.0
ENSG00000170315,0.1666666567325592,0.0,0.1666666567325592,0.3125,0.65625
ENSG00000240505,0.0,0.0,0.0,1.0,0.0
ENSG00000166482,0.0,0.0,0.0,0.0,1.0
ENSG00000109046,0.0,0.0,0.0,0.0,1.0
ENSG00000198242,0.4318181723356247,0.0,0.1875,0.6875,0.361111119389534
ENSG00000185862,0.0,0.0,0.0,1.0,0.0
ENSG00000010244,0.0,0.0,0.0,0.0,1.0
ENSG00000108691,0.0,0.0,0.0,0.0,1.0
ENSG00000271503,1.0,0.0,0.0,0.0,0.0
ENSG00000277791,0.0,0.0,0.0,0.75,0.75
ENSG00000125691,0.25,0.0,0.25,0.375,0.375
ENSG00000108298,0.3392857164144516,0.0,0.1785714328289032,0.6607142835855484,0.36666665971279144
ENSG00000171345,0.0,1.0,0.0,0.0,0.0
ENSG00000173812,0.2777777761220932,0.0,0.1666666567325592,0.5714285671710968,0.5263157933950424
ENSG00000168610,0.0,0.0,0.0,0.0,1.0
ENSG00000131469,0.3749999850988388,0.0,0.125,0.53125,0.3749999850988388
ENSG00000030582,0.0,0.0,0.0,0.0,1.0
ENSG00000159199,0.0,0.0,0.0,1.0,0.0
ENSG00000108821,0.0,0.0,0.0,0.0,1.0
ENSG00000108848,0.0,0.0,0.0,0.75,0.75
ENSG00000062716,0.0,0.0,0.0,0.0,1.0
ENSG00000108654,0.3125,0.0,0.125,0.3125,0.6071428507566452
ENSG00000141338,0.0,0.0,0.0,0.0,1.0
ENSG00000172809,0.3500000089406967,0.0,0.125,0.4583333283662796,0.3500000089406967
ENSG00000167863,0.0,0.0,0.0,0.75,0.75
ENSG00000188612,0.25,0.0,0.25,0.5,0.666666641831398
ENSG00000132475,0.1785714328289032,0.0,0.21875,0.4464285671710968,0.4833333194255829
ENSG00000161544,0.0,0.0,0.0,0.0,1.0
ENSG00000129657,0.0,0.0,0.0,1.0,0.0
ENSG00000184557,0.0,0.0,0.0,0.0,1.0
ENSG00000035862,0.0,0.0,0.0,0.0,1.0
ENSG00000108679,0.0,0.0,0.0,0.0,1.0
ENSG00000173821,1.0,0.0,0.0,0.0,0.0
ENSG00000184009,0.3125,0.1666666567325592,0.0,0.1666666567325592,0.607142835855484
ENSG00000185624,0.0,0.0,0.0,1.0,0.0
ENSG00000141552,0.0,0.0,0.0,0.75,0.75
ENSG00000173762,1.0,0.0,0.0,0.0,0.0
ENSG00000101608,0.7499999701976776,0.0,0.25,0.25,0.25
ENSG00000118680,0.375,0.0,0.0,0.0,0.5833332985639572
ENSG00000178127,0.0,0.0,0.0,1.0,0.0
ENSG00000101745,0.5,0.0,0.0,0.5,0.5
ENSG00000152234,0.0,0.0,0.0,1.0,0.0
ENSG00000265681,0.75,0.0,0.0,0.75,0.0
ENSG00000196628,0.0,0.0,0.0,0.0,1.0
ENSG00000166562,0.0,0.0,0.0,1.0,0.0
ENSG00000074695,0.0,0.0,0.0,1.0,0.0
ENSG00000125835,0.75,0.0,0.0,0.0,0.75
ENSG00000171867,0.0,0.0,0.0,0.0,1.0
ENSG00000089063,0.0,0.0,0.0,1.0,0.0
ENSG00000125868,0.0,0.0,0.0,0.75,0.875
ENSG00000125844,0.0,0.5,0.0,0.75,0.5
ENSG00000232388,0.0,0.0,0.0,1.0,0.0
ENSG00000101439,0.0,0.5,0.5,0.0,0.5
ENSG00000077984,1.0,0.0,0.0,0.0,0.0
ENSG00000101294,0.0,0.0,0.0,1.0,0.0
ENSG00000125977,0.0,0.0,0.0,1.0,0.0
ENSG00000125971,0.0,0.0,0.0,0.0,1.0
ENSG00000101000,0.0,0.0,0.0,0.0,1.0
ENSG00000125991,0.0,0.0,0.0,1.0,0.0
ENSG00000125995,0.0,0.0,0.0,0.75,0.75
ENSG00000131051,0.25,0.0,0.0,0.25,0.25
ENSG00000101335,0.0,0.0,0.0,0.0,1.0
ENSG00000118705,0.0,0.0,0.0,1.0,0.0
ENSG00000166913,0.75,0.0,0.0,0.0,0.75
ENSG00000101109,0.75,0.0,0.0,0.75,0.0
ENSG00000100979,0.0,0.0,0.0,0.0,1.0
ENSG00000177410,0.25,0.0,0.25,0.25,0.625
ENSG00000124253,0.0,1.0,0.0,0.0,0.0
ENSG00000087460,0.0,0.5,0.0,0.75,0.5
ENSG00000124172,0.29999999701976776,0.0,0.0833333283662796,0.4166666567325592,0.1875
ENSG00000101182,0.5,0.0,0.0,0.5,0.5
ENSG00000171858,0.428571417927742,0.0,0.1666666567325592,0.5999999940395355,0.29999999701976776
