gene_ids,T cell of anorectum,colon epithelial cell,myeloid cell,plasma cell,stromal cell of lamina propria of colon
ENSG00000168028,5.0,0.0,2.0,9.0,4.0
ENSG00000114784,0.0,0.0,0.0,0.0,1.0
ENSG00000188846,8.0,1.0,5.0,16.0,8.0
ENSG00000011198,0.0,0.0,0.0,0.0,1.0
ENSG00000232112,3.0,1.0,1.0,3.0,3.0
ENSG00000067560,1.0,0.0,1.0,1.0,2.0
ENSG00000114353,0.0,0.0,0.0,0.0,1.0
ENSG00000145050,0.0,0.0,0.0,2.0,0.0
ENSG00000162244,9.0,3.0,4.0,20.0,11.0
ENSG00000114902,1.0,0.0,0.0,8.0,1.0
ENSG00000113811,2.0,0.0,2.0,5.0,1.0
ENSG00000168374,0.0,0.0,0.0,1.0,1.0
ENSG00000198643,0.0,1.0,0.0,0.0,0.0
ENSG00000144746,1.0,0.0,0.0,0.0,1.0
ENSG00000080822,1.0,0.0,0.0,0.0,0.0
ENSG00000168386,0.0,0.0,0.0,0.0,1.0
ENSG00000114391,6.0,1.0,4.0,14.0,9.0
ENSG00000144802,0.0,0.0,0.0,0.0,2.0
ENSG00000153283,1.0,0.0,0.0,0.0,0.0
ENSG00000091986,0.0,0.0,0.0,0.0,1.0
ENSG00000181722,0.0,0.0,0.0,0.0,1.0
ENSG00000138495,0.0,0.0,0.0,1.0,0.0
ENSG00000163430,0.0,0.0,0.0,0.0,1.0
ENSG00000065518,0.0,0.0,0.0,2.0,1.0
ENSG00000173230,0.0,0.0,0.0,1.0,1.0
ENSG00000145088,0.0,0.0,0.0,1.0,0.0
ENSG00000163902,0.0,0.0,0.0,1.0,0.0
ENSG00000169714,1.0,0.0,0.0,1.0,1.0
ENSG00000144867,0.0,0.0,0.0,1.0,0.0
ENSG00000114115,0.0,0.0,0.0,0.0,2.0
ENSG00000177311,0.0,0.0,0.0,1.0,0.0
ENSG00000114125,0.0,0.0,0.0,0.0,1.0
ENSG00000188313,0.0,0.0,0.0,0.0,1.0
ENSG00000169908,0.0,0.0,0.0,0.0,1.0
ENSG00000120742,0.0,0.0,0.0,1.0,0.0
ENSG00000144895,0.0,0.0,0.0,1.0,0.0
ENSG00000198843,0.0,0.0,0.0,1.0,0.0
ENSG00000152601,1.0,0.0,0.0,0.0,0.0
ENSG00000114850,0.0,0.0,0.0,6.0,0.0
ENSG00000163660,0.0,0.0,0.0,1.0,3.0
ENSG00000008952,1.0,0.0,1.0,4.0,2.0
ENSG00000163584,0.0,0.0,0.0,2.0,0.0
ENSG00000121858,0.0,0.0,0.0,0.0,1.0
ENSG00000161203,0.0,0.0,0.0,0.0,1.0
ENSG00000136527,0.0,0.0,0.0,0.0,1.0
ENSG00000156976,1.0,0.0,0.0,2.0,2.0
ENSG00000145012,0.0,0.0,0.0,0.0,1.0
ENSG00000114315,0.0,0.0,0.0,0.0,1.0
ENSG00000182899,10.0,2.0,6.0,23.0,13.0
ENSG00000169020,1.0,1.0,1.0,2.0,1.0
ENSG00000163956,0.0,0.0,0.0,1.0,1.0
ENSG00000179010,0.0,0.0,0.0,0.0,1.0
ENSG00000002549,0.0,0.0,0.0,0.0,0.5
ENSG00000109610,0.0,0.0,0.0,0.0,1.0
ENSG00000163682,10.0,1.0,5.0,17.0,10.0
ENSG00000168421,1.0,0.0,0.0,1.0,0.0
ENSG00000109180,0.0,0.0,0.0,0.0,1.0
ENSG00000134853,0.0,0.0,0.0,0.0,1.0
ENSG00000174780,0.0,0.0,0.0,1.0,0.0
ENSG00000163453,0.0,0.0,0.0,0.0,3.0
ENSG00000132465,0.0,0.0,0.0,1115.0,0.0
ENSG00000138757,1.0,0.0,0.0,0.0,0.0
ENSG00000118816,1.0,0.0,0.0,1.0,1.0
ENSG00000152795,1.0,0.0,0.0,1.0,1.0
ENSG00000152583,0.0,0.0,0.0,0.0,2.0
ENSG00000197894,0.0,0.0,0.0,0.0,1.0
ENSG00000196616,0.0,0.0,0.0,0.0,1.0
ENSG00000164032,1.0,0.0,1.0,1.0,2.0
ENSG00000109332,1.0,0.0,0.0,1.0,1.0
ENSG00000145354,0.0,0.0,0.0,1.0,0.0
ENSG00000109475,17.0,3.0,13.0,36.0,17.0
ENSG00000198856,0.0,0.0,0.0,2.0,1.0
ENSG00000269893,1.0,0.0,0.0,1.0,1.0
ENSG00000164096,1.0,0.0,0.0,1.0,1.0
ENSG00000164111,0.0,0.0,1.0,1.0,2.0
ENSG00000164056,0.0,0.0,0.0,0.0,1.0
ENSG00000109390,0.0,0.0,0.0,0.0,1.0
ENSG00000145425,15.0,2.0,7.0,26.0,15.0
ENSG00000129128,0.0,0.0,0.0,3.0,0.0
ENSG00000154553,0.0,0.0,0.0,0.0,1.0
ENSG00000145494,0.0,0.0,0.0,1.0,1.0
ENSG00000113387,2.0,0.0,1.0,7.0,1.0
ENSG00000168685,1.0,0.0,0.0,0.0,0.0
ENSG00000082074,1.0,0.0,0.0,0.0,0.0
ENSG00000153071,0.0,0.0,0.0,0.0,1.0
ENSG00000145592,14.0,3.0,8.0,23.0,15.0
ENSG00000250722,0.0,0.0,0.0,0.0,3.0
ENSG00000067113,0.0,0.0,0.0,0.0,1.0
ENSG00000134352,0.0,0.0,0.0,0.0,1.0
ENSG00000062194,1.0,0.0,0.0,1.0,1.0
ENSG00000145741,3.0,0.0,1.0,4.0,3.0
ENSG00000164346,0.0,0.0,0.0,1.0,1.0
ENSG00000171530,0.0,0.0,0.0,1.0,1.0
ENSG00000186468,14.0,2.0,9.0,29.0,17.0
ENSG00000038427,0.0,0.0,0.0,0.0,1.0
ENSG00000145681,0.0,0.0,0.0,0.0,1.0
ENSG00000164176,0.0,0.0,0.0,0.0,2.0
ENSG00000127184,2.0,1.0,1.0,4.0,5.0
ENSG00000081189,0.0,0.0,0.0,1.0,0.0
ENSG00000129625,0.0,0.0,0.0,2.0,1.0
ENSG00000169567,2.0,0.0,0.0,4.0,1.0
ENSG00000158985,1.0,0.0,0.0,0.0,0.0
ENSG00000125347,0.0,0.0,0.0,1.0,5.0
ENSG00000164405,0.0,1.0,0.0,2.0,1.0
ENSG00000113558,1.0,0.0,1.0,1.0,3.0
ENSG00000145833,0.0,0.0,0.0,0.0,1.0
ENSG00000113621,0.0,0.0,0.0,1.0,0.0
ENSG00000145824,0.0,0.0,0.0,0.0,6.0
ENSG00000120738,0.0,0.0,0.0,0.0,11.0
ENSG00000120727,0.0,0.0,0.0,1.0,0.0
ENSG00000170476,0.0,0.0,0.0,19.0,0.0
ENSG00000131495,0.0,0.0,0.0,1.0,1.0
ENSG00000019582,1.0,0.0,1.0,4.0,0.0
ENSG00000164587,17.0,3.0,8.0,39.0,14.0
ENSG00000211445,0.0,0.0,0.0,0.0,1.0
ENSG00000113140,0.0,0.0,0.0,0.0,3.0
ENSG00000177556,0.0,0.0,0.0,1.0,1.0
ENSG00000181163,3.0,0.0,1.0,4.0,3.0
ENSG00000120129,0.0,0.0,0.0,1.0,3.0
ENSG00000113732,1.0,0.0,1.0,1.0,1.0
ENSG00000146066,0.0,0.0,0.0,1.0,1.0
ENSG00000169223,0.0,0.0,0.0,3.0,0.0
ENSG00000184840,0.0,0.0,0.0,2.0,1.0
ENSG00000169045,0.0,0.0,0.0,1.0,1.0
ENSG00000127022,0.0,0.0,0.0,1.0,0.0
ENSG00000161011,0.0,0.0,0.0,1.0,1.0
ENSG00000204628,5.0,1.0,3.0,12.0,7.0
ENSG00000021355,0.0,0.0,1.0,0.0,0.0
ENSG00000124570,0.0,0.0,0.0,0.0,1.0
ENSG00000111843,0.0,0.0,0.0,0.0,1.0
ENSG00000112149,0.0,0.0,1.0,0.0,0.0
ENSG00000124766,0.0,0.0,0.0,0.0,1.0
ENSG00000197061,2.0,1.0,0.0,1.0,1.0
ENSG00000186470,0.0,0.0,0.0,1.0,0.0
ENSG00000206503,8.0,2.0,2.0,4.0,6.0
ENSG00000204592,3.0,0.0,1.0,4.0,5.0
ENSG00000204569,0.0,0.0,0.0,1.0,1.0
ENSG00000196230,0.0,0.0,0.0,0.0,1.0
ENSG00000137331,0.0,0.0,0.0,0.0,1.0
ENSG00000204525,6.0,1.0,2.0,15.0,6.0
ENSG00000234745,12.0,2.0,3.0,15.0,7.0
ENSG00000213722,0.0,0.0,0.0,0.0,1.0
ENSG00000213719,2.0,1.0,2.0,2.0,1.0
ENSG00000204389,0.0,0.0,0.0,0.0,4.0
ENSG00000204388,0.0,0.0,0.0,0.0,1.0
ENSG00000204387,0.0,0.0,0.0,0.0,1.0
ENSG00000168477,0.0,0.0,0.0,0.0,1.0
ENSG00000213654,1.0,0.0,0.0,0.0,0.0
ENSG00000204287,0.0,0.0,1.0,0.0,0.0
ENSG00000204264,0.0,0.0,0.0,0.0,1.0
ENSG00000240065,1.0,0.0,0.0,0.0,0.0
ENSG00000204256,0.0,0.0,0.0,1.0,1.0
ENSG00000231389,0.0,0.0,1.0,0.0,0.0
ENSG00000223865,0.0,0.0,1.0,0.0,0.0
ENSG00000231500,25.0,6.0,9.0,47.0,22.0
ENSG00000231925,0.0,0.0,0.0,1.0,0.0
ENSG00000112514,0.0,0.0,0.0,2.0,1.0
ENSG00000124614,3.0,0.0,1.0,4.0,1.0
ENSG00000198755,7.0,1.0,2.0,12.0,8.0
ENSG00000112081,1.0,0.0,1.0,1.0,3.0
ENSG00000124762,0.0,0.0,0.0,0.0,1.0
ENSG00000096384,2.0,0.0,2.0,3.0,6.0
ENSG00000151914,0.0,0.0,0.0,0.0,1.0
ENSG00000156508,26.0,2.0,11.0,50.0,31.0
ENSG00000112695,1.0,1.0,1.0,3.0,1.0
ENSG00000118418,0.0,0.0,0.0,1.0,1.0
ENSG00000146278,1.0,0.0,0.0,1.0,1.0
ENSG00000198833,0.0,0.0,0.0,2.0,0.0
ENSG00000132424,1.0,0.0,0.0,2.0,2.0
ENSG00000057657,0.0,0.0,0.0,1.0,0.0
ENSG00000135535,0.0,0.0,0.0,1.0,0.0
ENSG00000010810,1.0,0.0,0.0,0.0,0.0
ENSG00000112769,0.0,0.0,0.0,0.0,1.0
ENSG00000277443,0.0,0.0,0.0,0.0,1.0
ENSG00000111832,0.0,0.0,0.0,1.0,1.0
ENSG00000079819,0.0,0.0,0.0,0.0,1.0
ENSG00000112306,23.0,4.0,11.0,33.0,25.0
ENSG00000118526,0.0,0.0,0.0,0.0,2.0
ENSG00000029363,0.0,0.0,0.0,0.0,1.0
ENSG00000118503,3.0,0.0,0.0,0.0,0.0
ENSG00000146386,1.0,0.0,0.0,0.0,0.0
ENSG00000169976,0.0,0.0,0.0,1.0,1.0
ENSG00000146425,0.0,0.0,0.0,0.0,1.0
ENSG00000164674,1.0,0.0,0.0,0.0,0.0
ENSG00000092820,1.0,1.0,0.0,2.0,0.0
ENSG00000008018,1.0,0.0,0.0,2.0,1.0
ENSG00000075624,8.0,2.0,4.0,2.0,8.0
ENSG00000136238,0.0,0.0,0.0,0.0,1.0
ENSG00000189043,1.0,0.0,1.0,3.0,3.0
ENSG00000106541,0.0,1.0,0.0,0.0,0.0
ENSG00000196683,3.0,0.0,1.0,4.0,3.0
ENSG00000164548,0.0,0.0,0.0,0.0,1.0
ENSG00000172115,1.0,1.0,1.0,2.0,1.0
ENSG00000122566,2.0,1.0,1.0,2.0,4.0
ENSG00000106052,0.0,0.0,0.0,0.0,1.0
ENSG00000106355,0.0,0.0,0.0,1.0,0.0
ENSG00000122545,1.0,0.0,0.0,0.0,2.0
ENSG00000106624,0.0,0.0,0.0,0.0,1.0
ENSG00000158604,0.0,0.0,0.0,1.0,0.0
ENSG00000196262,2.0,0.0,1.0,1.0,3.0
ENSG00000132432,0.0,0.0,0.0,4.0,1.0
ENSG00000106153,2.0,0.0,1.0,2.0,2.0
ENSG00000071462,0.0,0.0,0.0,1.0,0.0
ENSG00000189143,0.0,2.0,0.0,0.0,0.0
ENSG00000106211,0.0,0.0,0.0,0.0,1.0
ENSG00000075142,0.0,0.0,0.0,0.0,1.0
ENSG00000127914,0.0,1.0,0.0,1.0,1.0
ENSG00000234545,0.0,0.0,0.0,0.0,2.0
ENSG00000127920,0.0,0.0,0.0,0.0,1.0
ENSG00000164692,0.0,0.0,0.0,0.0,7.0
ENSG00000127922,0.0,0.0,0.0,1.0,1.0
ENSG00000241468,0.0,0.0,0.0,1.0,1.0
ENSG00000168090,0.0,0.0,0.0,0.0,1.0
ENSG00000188186,0.0,0.0,1.0,1.0,1.0
ENSG00000106333,0.0,0.0,0.0,0.0,1.0
ENSG00000205277,0.0,1.0,0.0,0.0,0.0
ENSG00000214253,0.0,0.0,0.0,1.0,1.0
ENSG00000005483,1.0,0.0,0.0,1.0,1.0
ENSG00000105835,0.0,0.0,0.0,0.0,2.0
ENSG00000091136,0.0,0.0,0.0,0.0,1.0
ENSG00000128590,0.0,0.0,0.0,3.0,0.0
ENSG00000006652,0.0,0.0,0.0,0.0,1.0
ENSG00000128595,0.0,0.0,0.0,0.0,1.0
ENSG00000128524,0.0,0.0,1.0,0.0,0.0
ENSG00000122786,0.0,0.0,0.0,0.0,7.0
ENSG00000105894,0.0,0.0,0.0,0.0,3.0
ENSG00000105939,0.0,0.0,0.0,0.0,1.0
ENSG00000090266,1.0,0.0,1.0,1.0,1.0
ENSG00000106028,0.0,0.0,0.0,1.0,1.0
ENSG00000211751,1.0,0.0,0.0,0.0,0.0
ENSG00000211772,2.0,0.0,0.0,0.0,0.0
ENSG00000197448,1.0,0.0,0.0,0.0,0.0
ENSG00000155660,0.0,0.0,0.0,1.0,0.0
ENSG00000106538,0.0,0.0,0.0,0.0,2.0
ENSG00000106565,0.0,0.0,0.0,0.0,5.0
ENSG00000002933,0.0,0.0,0.0,0.0,2.0
ENSG00000105993,1.0,0.0,0.0,0.0,1.0
ENSG00000169100,1.0,0.0,1.0,4.0,2.0
ENSG00000002586,1.0,0.0,0.0,0.0,1.0
ENSG00000205542,51.0,4.0,21.0,13.0,21.0
ENSG00000173674,0.0,0.0,0.0,1.0,0.0
ENSG00000123131,0.0,0.0,0.0,4.0,0.0
ENSG00000130066,1.0,2.0,4.0,2.0,2.0
ENSG00000215301,1.0,0.0,1.0,1.0,2.0
ENSG00000147123,0.0,0.0,0.0,2.0,1.0
ENSG00000102265,0.0,0.0,0.0,3.0,3.0
ENSG00000126756,1.0,0.0,0.0,1.0,0.0
ENSG00000102317,0.0,0.0,0.0,1.0,1.0
ENSG00000102096,0.0,0.0,0.0,1.0,0.0
ENSG00000102007,0.0,0.0,0.0,1.0,0.0
ENSG00000147065,1.0,0.0,0.0,0.0,0.0
ENSG00000147168,1.0,0.0,0.0,0.0,0.0
ENSG00000198034,12.0,1.0,7.0,31.0,13.0
ENSG00000085224,0.0,0.0,0.0,0.0,1.0
ENSG00000131174,1.0,1.0,0.0,1.0,1.0
ENSG00000102144,1.0,0.0,0.0,0.0,0.0
ENSG00000078596,1.0,0.0,0.0,0.0,0.0
ENSG00000131171,0.0,0.0,0.0,0.0,1.0
ENSG00000241343,1.0,0.0,0.0,2.0,1.0
ENSG00000102401,0.0,0.0,0.0,1.0,0.0
ENSG00000185222,0.0,0.0,0.0,0.0,1.0
ENSG00000166681,0.0,0.0,0.0,0.0,1.0
ENSG00000133142,0.0,0.0,0.0,0.0,1.0
ENSG00000123562,0.0,0.0,0.0,0.0,1.0
ENSG00000157514,1.0,0.0,0.0,4.0,0.0
ENSG00000005022,1.0,0.0,0.0,1.0,1.0
ENSG00000125354,1.0,0.0,0.0,0.0,0.0
ENSG00000198918,17.0,2.0,10.0,29.0,13.0
ENSG00000125356,1.0,1.0,1.0,2.0,1.0
ENSG00000147274,0.0,0.0,0.0,0.0,1.0
ENSG00000180879,1.0,0.0,1.0,53.0,1.0
ENSG00000147403,29.0,3.0,15.0,80.0,31.0
ENSG00000164733,0.0,0.0,0.0,0.0,1.0
