,acinar,acinar_minor_mhcclassII,alpha,beta_major,beta_minor,delta,duct_acinar_related,duct_major,endothelial,epsilon,hybrid,immune_stellates,pp,stellates
ENSG00000186493,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163623,0.0,0.0,0.0,0.9705606011243967,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137575,0.0,0.6157046464773325,0.0,0.5721542147489694,0.5384615384615384,0.0,0.6789449453353882,0.7268436321845422,0.0,0.0,0.0,0.6632581169788654,0.0,0.7050039722369268
ENSG00000124762,0.6603447978313153,0.6153846153846154,0.0,0.6201505110814021,0.0,0.0,0.7924942465928885,0.7362569753940289,0.7937442155984732,0.0,0.0,0.0,0.0,0.0
ENSG00000106591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000151914,0.0,0.0,0.6810093109424298,0.6209640961426955,0.0,0.6153846153846154,0.7690555178202115,0.725331567800962,0.0,0.0,0.0,0.0,0.7088927626609802,0.0
ENSG00000122873,0.0,0.0,0.84629998757289,0.7933842081290025,0.7692307692307693,0.807458011003641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100941,0.0,0.0,0.6142178131983831,0.46153846153846156,0.0,0.5086965698462266,0.656170171040755,0.5193313039266146,0.6882040821588956,0.0,0.0,0.0,0.4654880120204045,0.4935665772511409
ENSG00000156482,0.0,0.07691414539630596,0.053581953048706055,0.010241421369405894,0.009010214072007399,0.005823401304391714,0.07261997919816238,0.01681528641627385,0.1106342994249784,0.0030566683182349573,0.04338792654184195,0.17822999220628005,0.002845452382014348,0.07706153851289016
ENSG00000265241,0.23076923076923078,0.24357682925004226,0.49022290339836705,0.32018139270635754,0.0,0.3560478687286377,0.5819503619120672,0.5755877357262832,0.6918172240257263,0.0,0.2645818545268132,0.0,0.23538154363632202,0.582228619318742
ENSG00000077721,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.8690162071814904,0.0,0.0,0.0,0.0,0.0,0.8746683551714971
ENSG00000167772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000112473,0.0,0.0,0.8885123087809637,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901324198796199
ENSG00000160180,0.0,0.0,0.8461538461538461,0.8590331490223224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8525747060775757,0.0
ENSG00000215301,0.0,0.0,0.7334721867854779,0.6923076923076923,0.0,0.0,0.7831020538623517,0.7850404106653653,0.0,0.0,0.0,0.0,0.0,0.7367697679079496
ENSG00000110958,0.15384615384615385,0.20312009407923773,0.3088439336189857,0.3004556894302368,0.25483372578254115,0.26194703578948975,0.2936730705774747,0.33520009425970226,0.4400871992111206,0.0,0.1887793357555683,0.0,0.220594204389132,0.3697251310715309
ENSG00000214026,0.6923076923076923,0.7941103531764104,0.0,0.7010979102208064,0.0,0.7119849691024194,0.0,0.8342910592372601,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000091583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171766,0.9675893508470975,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000247516,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9476805466871995,0.0,0.0,0.0
ENSG00000102265,0.0,0.0,0.391895592212677,0.3440917546932514,0.3499014606842628,0.42339763274559605,0.23076923076923078,0.29915040731430054,0.40230973408772397,0.0,0.2813585859078627,0.2598929267663222,0.3508057640149043,0.7596751405642583
ENSG00000148154,0.0,0.0,0.0,0.0,0.0,0.0,0.9122512202996474,0.8904506059793326,0.0,0.0,0.0,0.0,0.0,0.8461538461538461
ENSG00000110917,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.9030619447047894,0.0,0.0,0.0,0.0,0.0,0.8853079905876746
ENSG00000131174,0.15384615384615385,0.2230175412618197,0.3059477347594041,0.23032191625008216,0.19325608473557693,0.23099479766992423,0.3534154433470506,0.418554255595574,0.43447647186426014,0.0,0.2779225569504958,0.0,0.17978797050622794,0.3626475930213928
ENSG00000164949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000102580,0.2310033027942364,0.0,0.41230772550289446,0.3293204124157245,0.23076923076923078,0.3492599267225999,0.49062384091890776,0.43261550940000093,0.3583413041554965,0.0,0.4312998835857098,0.0,0.29669957894545335,0.46155046499692476
ENSG00000073712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000197063,0.0,0.0,0.8157301636842581,0.7722672040645893,0.0,0.0,0.8748803551380451,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
ENSG00000198258,0.07692307692307693,0.12074223848489615,0.20029961604338425,0.20879094417278582,0.20256687586124128,0.18215745228987473,0.17437215951772836,0.3122130403151879,0.17860528597464928,0.0,0.12930039717600897,0.15280045454318708,0.12049078941345215,0.19058162890947783
ENSG00000144451,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162585,0.0,0.0,0.5603183462069585,0.5066980811265799,0.42932504415512085,0.4596521029105553,0.38461538461538464,0.4955928325653076,0.0,0.0,0.4905448005749629,0.0,0.440401159800016,0.4451440160091107
ENSG00000187840,0.5982310221745417,0.7593240600365859,0.6324187883963952,0.5750657274172857,0.5384615384615384,0.0,0.0,0.5877658587235671,0.0,0.0,0.0,0.0,0.0,0.6358190316420335
ENSG00000182220,0.0,0.0,0.6191875384404109,0.4040360771692716,0.3304180090244,0.45928991299409133,0.41951702191279483,0.460982451072106,0.3076923076923077,0.0,0.36757964812792265,0.0,0.3709663198544429,0.5489399891633254
ENSG00000196531,0.012341187550471379,0.1241973088337825,0.04865655532250038,0.03285829379008366,0.021733096012702353,0.008562266826629639,0.1569081315627465,0.09830737572449905,0.18078873707697943,0.005424884649423452,0.025452412091768704,0.20341431636076707,0.0,0.19642685926877534
ENSG00000007372,0.0,0.0,0.8706261515617371,0.8673777259313143,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124733,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952640964434697,0.0,0.0,0.0,0.0,0.9230769230769231
ENSG00000204574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000085871,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000166173,0.0,0.0,0.0,0.0,0.0,0.0,0.8891618389349717,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.9276039921320401
ENSG00000147677,0.07692307692307693,0.17185426216859084,0.11222994327545166,0.15995579957962036,0.09623642151172344,0.11092148835842426,0.21155305550648615,0.2054045979793255,0.19590118756661049,0.0,0.11572814904726468,0.224372726220351,0.07969268468710092,0.2260441963489239
ENSG00000124380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000071082,0.10366919407477745,0.2985053750184866,0.03501954903969398,0.13758900990852943,0.12126770844826332,0.07901139901234554,0.10830955321972187,0.1231393814086914,0.040527705962841325,0.0,0.15686490902533898,0.14981443148392898,0.07348538820560162,0.181257779781635
ENSG00000054116,0.0,0.0,0.6531050434479346,0.5934102260149442,0.5384615384615384,0.5880855276034429,0.6097749425814702,0.7146817720853366,0.0,0.0,0.0,0.0,0.0,0.5884335407843957
ENSG00000130638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000257704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000168925,0.8602872582582327,0.7854745250481826,0.0,0.0,0.0,0.0,0.6329683294663062,0.5979614349511954,0.0,0.5384615384615384,0.6846919289002051,0.0,0.6213769133274372,0.0
ENSG00000196141,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.8304431667694678,0.8595976141782907,0.0,0.0,0.0,0.0,0.0,0.8179225371434138
ENSG00000118181,0.03728613945154043,0.175336649784675,0.011481720667618971,0.04197941376612736,0.040464901007138766,0.023888147794283353,0.05504460976674007,0.06594104491747342,0.06509401706548837,0.0,0.06066658405157236,0.15062943330177894,0.013478439587813158,0.13695075878730187
ENSG00000116560,0.3321620592704186,0.0,0.521553310064169,0.3076923076923077,0.0,0.32541371767337507,0.5975322906787579,0.48795000406411976,0.6212872496018043,0.0,0.3418484192628127,0.0,0.41450528915111834,0.4875692266684312
ENSG00000182899,0.06085932713288527,0.1734334688920241,0.00337677735548753,0.015694214747502253,0.012041894289163442,0.002984867646143987,0.062068709960350625,0.03872127257860624,0.09723374476799598,0.0,0.0664740984256451,0.14120263778246367,0.0020128763639009916,0.09873368189885066
ENSG00000182240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121774,0.0,0.0,0.6283017947123601,0.6110040041116568,0.5384615384615384,0.5844389246060298,0.7924318726246173,0.7180452713599572,0.0,0.0,0.0,0.0,0.0,0.6954363630368159
ENSG00000175390,0.11484008110486545,0.25526829866262585,0.11540668744307297,0.11663231941369864,0.07692307692307693,0.09419077634811401,0.25422127888752866,0.23566868213506845,0.31407355803709763,0.0,0.15081158051123986,0.2557995090117821,0.08223008192502536,0.2930459609398475
ENSG00000169213,0.0,0.0,0.9354354372391334,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8490955829620361,0.0
ENSG00000105472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000161011,0.0,0.2159998921247629,0.15399536719689003,0.1012679384304927,0.1541852905200078,0.09860722835247333,0.23047968515982994,0.2701244583496681,0.20064740456067598,0.015171807545882005,0.03935984923289372,0.11588158515783456,0.029804073847257175,0.3294049959916335
ENSG00000142534,0.02921526707135714,0.1667660383077768,0.050826888818007246,0.022375643253326416,0.020329039830427904,0.006095097615168645,0.014758710677807148,0.023580147669865534,0.02604679877941425,0.0,0.013465592494377723,0.15509049250529364,0.0014905058420621431,0.10229698052773109
ENSG00000079785,0.0,0.0,0.7414680535976703,0.6923076923076923,0.0,0.0,0.7777611292325534,0.736744646842663,0.0,0.0,0.0,0.0,0.0,0.7320873003739578
ENSG00000111481,0.0,0.6923076923076923,0.8020646847211398,0.7408992648124695,0.7146329604662381,0.7445926116063044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000204983,0.8139610611475431,0.6999940321995661,0.0,0.0,0.0,0.0,0.5436596045127282,0.496198085638193,0.46153846153846156,0.505176842212677,0.5591497054466834,0.0,0.523295705135052,0.0
ENSG00000154582,0.15384615384615385,0.1699481514784006,0.36766822980000424,0.2430384480036222,0.16143208742141724,0.25981082366063046,0.49428054002615124,0.4437465484325702,0.5598422426443833,0.0,0.2715353278013376,0.0,0.23004138469696045,0.4677841846759503
ENSG00000006016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000156642,0.0,0.0,0.8958232769599328,0.8088576885370108,0.7692307692307693,0.829026291003594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135821,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.8666739326256973,0.8861707494809077,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124226,0.6006866372548617,0.0,0.5919921398162842,0.5620407278721149,0.0,0.5384615384615384,0.7611320614814758,0.7007675812794611,0.0,0.0,0.0,0.0,0.0,0.6200592747101417
ENSG00000196628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000092096,0.0,0.0,0.9402386546134949,0.8461538461538461,0.0,0.8667751596524165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136152,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.9386509840305035,0.858204736159398,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178127,0.3076923076923077,0.3714743439967816,0.4133294912484976,0.4137871448810284,0.34852152604323167,0.3851435092779306,0.5012647830522977,0.5945131411919227,0.0,0.0,0.36418788249676043,0.0,0.0,0.44989269971847534
ENSG00000106624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000198612,0.0,0.0,0.0,0.0,0.0,0.0,0.8514416630451496,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.9003415657923772
ENSG00000206573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102471,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.9329541371418879,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113269,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153037,0.23076923076923078,0.250820843073038,0.442820851619427,0.31849263264582706,0.0,0.35117149353027344,0.5255225667586694,0.5125715640875009,0.5024929596827581,0.0,0.2999313794649564,0.0,0.3148989723278926,0.4668510372822101
ENSG00000176101,0.0,0.0,0.7352470755577087,0.6982116378270663,0.0,0.0,0.6923076923076923,0.8244203145687397,0.0,0.0,0.0,0.0,0.0,0.741863530415755
ENSG00000175701,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106635,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.904699247616988,0.8547480152203486,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178741,0.30583845193569476,0.4162252820455111,0.32016125092139613,0.2778802468226506,0.23076923076923078,0.27390081607378447,0.43175442860676694,0.5228333931702834,0.3556150427231422,0.0,0.24316562139070952,0.0,0.0,0.4047285822721628
ENSG00000152518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9490574369063745,0.0,0.0,0.0,0.0,0.9230769230769231
ENSG00000125970,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.862602949142456,0.849280412380512,0.0,0.0,0.0,0.0,0.0,0.815987651164715
ENSG00000105854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116717,0.6153846153846154,0.0,0.7890225786429185,0.6681924691567054,0.0,0.0,0.8075498617612399,0.6699311228898855,0.0,0.0,0.0,0.0,0.0,0.6895650671078608
ENSG00000108424,0.0,0.0,0.7708798096730158,0.6923907811825092,0.0,0.0,0.7259742113260123,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.714914464033567
ENSG00000204103,0.0,0.0,0.8843002686133752,0.8704121846419114,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196975,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.9584354437314547,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182165,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147604,0.0952944618005019,0.24066399610959566,0.010997969370621901,0.02770439936564519,0.02480918627518874,0.014919148041651798,0.12287779496266292,0.15342682600021362,0.06182168538753803,0.0,0.11330948426173283,0.1784756642121535,0.022397293494297907,0.142387880728795
ENSG00000157020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000155959,0.0,0.0,0.8727220480258648,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8959940396822416
ENSG00000130414,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.8465115611369793,0.0,0.0,0.0,0.0,0.0,0.8615752733670748
ENSG00000213585,0.23076923076923078,0.378042248579172,0.4097056984901428,0.3281783369871286,0.2510133752456078,0.297516052539532,0.43191424241432774,0.5733879071015578,0.35780147405771107,0.0,0.28207712448560274,0.0,0.0,0.5051758518585792
ENSG00000164713,0.15384615384615385,0.0,0.27328946040226865,0.27453259321359486,0.23208883633980384,0.21229249238967896,0.35291163737957293,0.22618213525185218,0.3932587962884169,0.0,0.3025857439407936,0.16970932025175828,0.19012816135699934,0.46160202301465547
ENSG00000121579,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.9588239926558274
ENSG00000129226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9712644035999591,0.0,0.9230769230769231
ENSG00000119335,0.15384615384615385,0.16330722662118766,0.29705233298815215,0.24723824629416832,0.2097603862102215,0.23139950403800377,0.4527144111119784,0.3935147707278912,0.37678304543861973,0.0,0.35150542626014125,0.0,0.22287174830069909,0.3117555838364821
ENSG00000177469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000100911,0.0,0.7188498056851901,0.7127508933727558,0.6923076923076923,0.0,0.0,0.0,0.8508555384782645,0.0,0.0,0.0,0.0,0.0,0.8088057270416846
ENSG00000101193,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.8685135428722088,0.8805214166641235,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163660,0.0,0.0,0.7021022897500259,0.0,0.0,0.0,0.8147424734555758,0.7495173857762263,0.6923076923076923,0.0,0.0,0.0,0.0,0.7024450485522931
ENSG00000116898,0.46153846153846156,0.5179076653260452,0.5452424792143015,0.589188814163208,0.0,0.48864463659433216,0.5542328953742981,0.7026527203046359,0.0,0.0,0.0,0.0,0.0,0.7305974685228788
ENSG00000183978,0.0,0.0,0.0,0.9657591168697064,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000180628,0.0,0.0,0.7326947496487544,0.6923076923076923,0.0,0.0,0.8105716567773086,0.7568151950836182,0.0,0.0,0.7108496289986831,0.0,0.0,0.0
ENSG00000114631,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.9288761065556452
ENSG00000120805,0.0,0.0,0.0,0.8129205107688904,0.0,0.7701223446772649,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.8130190143218408
ENSG00000103502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000171314,0.0,0.0,0.5053834823461679,0.4398611646432143,0.38461538461538464,0.42165119831378645,0.5017415514359107,0.5703140772306002,0.48618028255609363,0.0,0.40037513696230376,0.0,0.0,0.6785667171845069
ENSG00000063854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115816,0.0,0.0,0.8454434963373038,0.7692307692307693,0.0,0.0,0.810471222950862,0.0,0.0,0.0,0.0,0.0,0.0,0.8222955419467046
ENSG00000087191,0.0,0.0,0.594608866251432,0.5352488985428443,0.47076826370679414,0.5313225296827463,0.5616367917794448,0.6170702622486994,0.0,0.0,0.46153846153846156,0.0,0.0,0.5728199481964111
ENSG00000214941,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000211445,0.0,0.0,0.8316088731472309,0.5896360461528485,0.5446094274520874,0.7386872401604285,0.0,0.0,0.0,0.0,0.5846864581108093,0.0,0.5384615384615384,0.7123876764224126
ENSG00000172354,0.3076923076923077,0.0,0.5152527644084051,0.37199848890304565,0.32565945386886597,0.3719678842104398,0.4997177949318519,0.5164927244186401,0.0,0.0,0.3861314791899461,0.0,0.4502804921223567,0.39571616741327137
ENSG00000146007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000107874,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137207,0.0,0.0,0.0,0.7431879410376916,0.0,0.6923076923076923,0.7329910259980422,0.7779757426335261,0.0,0.0,0.0,0.0,0.0,0.7854547638159531
ENSG00000183844,0.8014238843551049,0.8387485329921429,0.0,0.0,0.0,0.0,0.7692307692307693,0.7930088318311251,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130770,0.15384615384615385,0.25356224408516514,0.3754913485967196,0.2981750644170321,0.23771186975332406,0.32839483939684355,0.26295531254548293,0.38514796587137073,0.19571162645633405,0.0,0.2013887671323923,0.0,0.2058168099476741,0.18686755345417902
ENSG00000130724,0.15384615384615385,0.26354180849515474,0.3670967450508705,0.28755183861805844,0.21533928009179923,0.3008409646841196,0.4019809869619516,0.4960506375019367,0.34764477839836705,0.0,0.21058967938789955,0.0,0.15658150727932268,0.3677210578551659
ENSG00000065000,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.9635569361539987,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000060138,0.6395425475560702,0.6153846153846154,0.0,0.0,0.0,0.0,0.7208429941764245,0.6685173236406766,0.7546878640468304,0.0,0.0,0.0,0.0,0.6996023930036105
ENSG00000145354,0.0,0.0,0.7667120144917414,0.7251210350256699,0.6923076923076923,0.7265364848650419,0.0,0.7135266065597534,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164258,0.0,0.0,0.6411106173808758,0.6220801197565519,0.0,0.6153846153846154,0.7062758711668161,0.7528872489929199,0.0,0.0,0.0,0.0,0.0,0.6995520224938025
ENSG00000145284,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.9566908707985511,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000232119,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137409,0.0,0.23076923076923078,0.45060794628583467,0.36693159433511585,0.30359236552165103,0.35287922620773315,0.5429275677754328,0.5201702255469102,0.3452669886442331,0.0,0.2892363163141104,0.0,0.29599133821634144,0.42309664762937105
ENSG00000105518,0.0,0.0,0.6211072894243094,0.5809037593694834,0.5384615384615384,0.6189267268547645,0.6956573174549983,0.7482155011250422,0.0,0.0,0.0,0.0,0.0,0.5703271581576421
ENSG00000006125,0.0,0.0,0.0,0.8011161501591022,0.0,0.7692307692307693,0.7952298980492812,0.8502380710381728,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169976,0.15678579532183134,0.2553649957363422,0.31012070178985596,0.2627735733985901,0.21488812795052162,0.24446613972003645,0.3423305153846741,0.36731714468735915,0.35112806925406825,0.0,0.19880838577563947,0.0,0.15384615384615385,0.4021068765566899
ENSG00000082153,0.3076923076923077,0.3809681993264418,0.5453930909817035,0.3284790011552664,0.0,0.0,0.6327235973798312,0.5697531425035917,0.6267626102154071,0.0,0.4248134172879733,0.0,0.37961719127801746,0.5751344561576843
ENSG00000119888,0.23076923076923078,0.2747327914604774,0.4817812442779541,0.30658011253063494,0.26991846011235165,0.39153419549648577,0.5380865060366117,0.5737446821652926,0.0,0.3638956867731534,0.30950169838391817,0.0,0.36178184472597563,0.0
ENSG00000187479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.969495796240293
ENSG00000136718,0.0,0.0,0.0,0.7692307692307693,0.0,0.0,0.8168151928828313,0.8426409822243911,0.0,0.0,0.0,0.0,0.0,0.8764985799789429
ENSG00000100079,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
