,CD3+ T-cells,CDC1,Cholangiocytes,Cycling Myeloid,Cycling Plasma,Doublet,Erythrocytes,HSC,Hepatocytes,KC Like,LSEC,Macrophage (MHCII high),Mature B-cells,Mono-Mac,Myeloid Erythrocytes (phagocytosis),NK-like cells,Neutrophil,Plasma cells,Platelets,gd T-cells
ENSG00000074800,0.41068394250283424,0.5647516460036807,0.5073726677686204,0.5708904936074068,0.5723959241450001,0.417473930112069,0.0,0.0,0.0,0.413522413677153,0.0,0.4529098486744843,0.0,0.5304155736553454,0.4163624386903669,0.4335704623105389,0.0,0.3684210526315789,0.4191090278914808,0.0
ENSG00000180758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9359658095173229,0.0,0.8947368421052632,0.0,0.0,0.9462247930251368,0.0,0.0,0.0,0.0,0.0
ENSG00000116649,0.0,0.8947368421052632,0.0,0.0,0.9632957353754523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8986569597167116,0.0,0.0
ENSG00000028137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.9281913883418,0.8985583916694242,0.0,0.0,0.0,0.0,0.0
ENSG00000162496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142634,0.0,0.7058864922355707,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,0.6607523320649348,0.0,0.6654664513572482,0.0,0.7325309413813879,0.6729176916197042,0.6646459977161004,0.0,0.0,0.0,0.7813749577768829
ENSG00000157191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117118,0.0,0.0,0.0,0.0,0.9837655319432373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
ENSG00000053372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077549,0.4748942775306592,0.4565025832401992,0.0,0.45088762482837375,0.42105263157894735,0.467453781532877,0.0,0.0,0.0,0.4906908350253012,0.0,0.5815435537110902,0.0,0.5374150085805129,0.45539867358278635,0.5028086158379832,0.0,0.0,0.5241388651570056,0.4534180033467036
ENSG00000173436,0.0,0.8879131094270567,0.0,0.0,0.9134737454452626,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8549175386908944,0.0,0.0,0.0,0.0,0.0
ENSG00000162545,0.0,0.0,0.9774805269359645,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000244038,0.0,0.8947368421052632,0.0,0.0,0.9282948292077312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9140007889981973,0.0,0.0
ENSG00000127483,0.0,0.8043319540689596,0.0,0.8795114879869038,0.0,0.8630945069478306,0.0,0.0,0.0,0.0,0.0,0.7997942084381179,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0
ENSG00000075151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000142798,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.9741827425567455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000070831,0.2126035546872245,0.253052703353789,0.10350955170984764,0.17720907581078635,0.12251398555397076,0.24360031578869162,0.0835933041283436,0.10361804438514775,0.0,0.23833479624819934,0.14335523879240647,0.21946460276326069,0.13988990785354607,0.29861190128029547,0.12766253333531088,0.238658918227445,0.3203130959354368,0.05263157894736842,0.31243395860953466,0.2692942734229592
ENSG00000173372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9011310392825846,0.0,0.8947368421052632,0.0,0.0,0.8992225270409605,0.0,0.0,0.0,0.0,0.0
ENSG00000159189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8991042358778936,0.0,0.9008188750953906,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
ENSG00000173369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9015990079741772,0.0,0.8947368421052632,0.0,0.0,0.9015612483922373,0.0,0.0,0.0,0.0,0.0
ENSG00000125944,0.0,0.9256131968061385,0.0,0.0,0.9049010819875963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
ENSG00000117318,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.9208774311833267,0.0,0.0,0.9355161324205641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142676,0.23713058946728732,0.27648963370873436,0.17311987984841964,0.15642074192763875,0.2159142171656363,0.16222039893988593,0.05263157894736842,0.11280226354218241,0.06563495914222787,0.11020745839312218,0.11243045593363844,0.18907666849702287,0.30876791913483004,0.18534093171292296,0.09800025626679547,0.1770243558618967,0.0,0.10373106387658575,0.10317698581908763,0.164009332218294
ENSG00000179163,0.0,0.9071607635280042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.9574467431799335,0.0,0.0,0.0,0.0,0.0
ENSG00000189266,0.0,0.9756369916051483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
ENSG00000188529,0.0,0.906414916240793,0.0,0.0,0.8776170579082139,0.9289603861971715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0
ENSG00000133226,0.4820439486727206,0.5153647022451526,0.0,0.4537231905512266,0.4617695538956362,0.464105919547789,0.0,0.4012528586928204,0.0,0.0,0.0,0.41718967652652295,0.4141813381989743,0.4363335883950444,0.43005509535786884,0.5219206325485294,0.0,0.3684210526315789,0.0,0.48579244436575636
ENSG00000117614,0.0,0.9321925343910706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9152717500799167,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
ENSG00000117616,0.0,0.8775916222977285,0.0,0.0,0.0,0.8659369611368589,0.8841095022810608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0
ENSG00000183726,0.0,0.7383467525051212,0.0,0.0,0.7368421052631579,0.7527923987837226,0.0,0.0,0.0,0.0,0.0,0.7924764345506712,0.0,0.0,0.7563248300252468,0.0,0.0,0.0,0.8310024513407114,0.0
ENSG00000188672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117632,0.0,0.0,0.0,0.9658622309053165,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142669,0.37062507091189695,0.33676518688492524,0.14095108971612177,0.26027364496442296,0.19696089709836803,0.3259522289730605,0.10526315789473684,0.0,0.0,0.3581976256964225,0.1656138638861723,0.3798764819896605,0.2887677472840357,0.5101940975384419,0.31824163860655696,0.25868178760103416,0.345274622664059,0.11246515965989005,0.44464004392939577,0.3754523781152006
ENSG00000169442,0.8835679364798741,0.8363080348687714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223615385682467,0.8558090575468831,0.7894736842105263,0.0,0.0,0.0,0.0,0.0
ENSG00000198830,0.0,0.5378083177188926,0.5223971892702814,0.8097497616010558,0.7841095446204234,0.5147871056562555,0.0,0.0,0.0,0.4970842706291854,0.0,0.6063770275369822,0.6049352021361878,0.5982885397000649,0.5043847049520913,0.0,0.0,0.47368421052631576,0.0,0.0
ENSG00000117713,0.0,0.9849112389740391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
ENSG00000090273,0.0,0.0,0.8947368421052632,0.0,0.9335278992593855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9004771801253166,0.0,0.0,0.0,0.0,0.0
ENSG00000142748,0.0,0.0,0.0,0.0,0.0,0.9093788287791827,0.0,0.0,0.0,0.0,0.926797773420373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0
ENSG00000158195,0.0,0.6861967853079295,0.0,0.0,0.0,0.6842105263157895,0.6893268259554841,0.0,0.0,0.7102957235543608,0.0,0.7608009332331973,0.0,0.713813279897565,0.8016093861620975,0.0,0.0,0.0,0.0,0.0
ENSG00000000938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117758,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9488140904907337,0.0,0.0,0.0,0.0,0.0
ENSG00000130775,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9169247437670819,0.0,0.0,0.9109797806882945,0.0,0.0,0.0,0.0,0.0
ENSG00000126698,0.0,0.8978731615107222,0.0,0.0,0.8421052631578947,0.845971563358033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8766534594239952,0.0,0.0,0.0,0.0,0.0
ENSG00000130770,0.48343784357248837,0.41687647113474663,0.6709133203160307,0.49576035484731446,0.601003085622683,0.4520090845558986,0.3807805919297928,0.0,0.0,0.3684210526315789,0.0,0.41878683096368347,0.0,0.0,0.42306755565147414,0.5442105130489028,0.0,0.4134960285700474,0.0,0.49506567355259495
ENSG00000198492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159023,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.9603878846329328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9109422847365062,0.0,0.0,0.0,0.0,0.0
ENSG00000116350,0.0,0.9473684210526315,0.0,0.0,0.0,0.9525554583086892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162511,0.5223216802791826,0.522228830710013,0.0,0.47368421052631576,0.4989892773239459,0.5374950556529184,0.0,0.0,0.0,0.6505010338428835,0.0,0.6767325013165816,0.6279502549737269,0.6549837491842316,0.6360583422736853,0.0,0.6316563825267106,0.0,0.0,0.0
ENSG00000162512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142910,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.9722375776415495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184007,0.6373968658437418,0.7558876104869918,0.0,0.0,0.5562353909708349,0.6048067772573601,0.0,0.0,0.0,0.0,0.0,0.5798384018733295,0.0,0.6881340166087269,0.5737260266738846,0.5858954004591024,0.0,0.5263157894736842,0.5639169941282282,0.0
ENSG00000121774,0.0,0.9429128735212678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9007740986854039,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
ENSG00000084623,0.0,0.9282629767022015,0.0,0.0,0.9374195982005683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
ENSG00000182866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175130,0.0,0.8947368421052632,0.0,0.0,0.0,0.8953753063821249,0.0,0.0,0.0,0.0,0.9240719771589996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162521,0.0,0.9528195243400547,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116560,0.0,0.7009758079096892,0.0,0.6170097834355218,0.6114786900424081,0.6829781754881045,0.0,0.6835016131529199,0.0,0.0,0.0,0.5789473684210527,0.0,0.607093332638071,0.5797834101598971,0.6686438388335951,0.0,0.0,0.0,0.0
ENSG00000126067,0.0,0.9099105938531048,0.0,0.0,0.9587726973490011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
ENSG00000116871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054118,0.0,0.9228569249682399,0.0,0.0,0.8563113909757364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625150219847317,0.8421052631578947,0.0,0.0,0.0,0.0
ENSG00000181817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116898,0.0,0.9183664712466908,0.0,0.0,0.94679494977775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0
ENSG00000119535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.9871397436931516,0.0,0.0,0.0
ENSG00000163875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174574,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168653,0.353768691291541,0.3768642939947994,0.5277206350126707,0.33014451344317575,0.5295455303420306,0.33288539675021545,0.0,0.48122453472538523,0.0,0.3306034486641299,0.0,0.3723042435636027,0.0,0.3965364028129032,0.3313660040330636,0.32988864466033574,0.0,0.3157894736842105,0.45064476391839475,0.0
ENSG00000127603,0.0,0.0,0.0,0.0,0.0,0.8618691734157458,0.0,0.0,0.0,0.0,0.8673942900811547,0.0,0.0,0.0,0.8207609140014229,0.8408002228948375,0.0,0.0,0.7894736842105263,0.0
ENSG00000090621,0.0,0.7957851516313018,0.0,0.0,0.8068732877332302,0.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.8208985753193966,0.0,0.0,0.7727448068937331,0.0,0.0,0.7525085744220349,0.0,0.0
ENSG00000131236,0.42105263157894735,0.5358908742212755,0.0,0.4356582667135162,0.0,0.4425274253889749,0.0,0.0,0.0,0.47164143958905025,0.0,0.44163503770093865,0.0,0.5232940342057185,0.4993019752051757,0.43178659878555226,0.6951811765586197,0.0,0.4786684058330597,0.42391306449060745
ENSG00000131238,0.0,0.8680813896667561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8016970445696292,0.0,0.8206570661696082,0.0,0.7894736842105263,0.8316596301464566,0.0,0.0,0.0,0.0,0.0
ENSG00000084070,0.0,0.631578947368421,0.0,0.0,0.0,0.6943155461137035,0.0,0.0,0.0,0.6834033879116417,0.0,0.7822080487522258,0.7811502462220529,0.7728544753688369,0.7528479635401544,0.0,0.0,0.6456097067704076,0.0,0.0
ENSG00000179862,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000065978,0.1427582067332734,0.29195972923418745,0.11575832600368978,0.2280206930060155,0.288373651489142,0.15739624947249056,0.16509435546636708,0.1491314352234148,0.0,0.35713946026739307,0.12059192801931828,0.31712422015190395,0.13449862624124112,0.20674195648153232,0.34123935281775514,0.16173993690738983,0.0,0.10526315789473684,0.15161181019134415,0.1394730474533087
ENSG00000117394,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117410,0.0,0.6330828299813206,0.5959914732480155,0.5789473684210527,0.6566534156908271,0.0,0.0,0.0,0.0,0.6766420200105746,0.0,0.6998427599429582,0.0,0.6807770667312077,0.6445374955880633,0.0,0.0,0.5902356943939299,0.0,0.0
ENSG00000142937,0.2096122495354752,0.306701294116391,0.13843665850009368,0.16734923269991167,0.20399939671372117,0.14766198043048448,0.05263157894736842,0.11991634238545426,0.05475713113084626,0.12191457907325716,0.11229764409015008,0.1852160162892416,0.3014666670179974,0.18795193361315823,0.10870166441977121,0.1676572388105673,0.0,0.12098043914047633,0.10366840226588253,0.1358881595959285
ENSG00000173846,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126088,0.0,0.0,0.0,0.0,0.0,0.0,0.9805149770060718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
ENSG00000117450,0.0,0.4426233062155517,0.5046505859803915,0.0,0.546894450201281,0.39807820663963095,0.3684210526315789,0.45648128409416194,0.0,0.6438811414500181,0.5003797116839216,0.4802543740625181,0.0,0.3834584334559041,0.6356488818809086,0.0,0.0,0.3986533719295137,0.3725192861377255,0.0
ENSG00000117448,0.0,0.7084453871256351,0.6842105263157895,0.0,0.7181498754187172,0.0,0.0,0.0,0.0,0.7531257522743622,0.0,0.7525128504064921,0.0,0.0,0.8123863251200186,0.0,0.0,0.6949929840706112,0.0,0.0
ENSG00000132780,0.0,0.86958003872114,0.0,0.8830909517417748,0.9169277879117708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0
ENSG00000173660,0.2631578947368421,0.4764830462159809,0.3500788566715508,0.33971747481739784,0.6181950167766063,0.2804586638397765,0.0,0.26544990971294763,0.0,0.2739839578193362,0.0,0.3294752302017773,0.2944635936306626,0.3873080439648907,0.3085987754867717,0.28469749576085607,0.0,0.29364049012762455,0.42894035354876014,0.0
ENSG00000079277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162366,0.0,0.0,0.9513581475893252,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162367,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000085832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000078618,0.0,0.9673783017605263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
ENSG00000117862,0.0,0.965682661913424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0
ENSG00000134717,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121310,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.976894501184208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116171,0.0,0.7368421052631579,0.8119077047073923,0.0,0.0,0.0,0.0,0.0,0.8951041176265795,0.7669743624843368,0.0,0.754266886921427,0.0,0.0,0.7644713233892348,0.0,0.0,0.0,0.0,0.0
ENSG00000162385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081870,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116209,0.0,0.5263157894736842,0.7500870660924328,0.0,0.5639714979192533,0.551201299145072,0.534602521469132,0.5476013946721332,0.0,0.5276489067684981,0.0,0.5510925012500153,0.0,0.0,0.5508676979785578,0.0,0.0,0.6847389120269081,0.0,0.0
ENSG00000116133,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.9677796023542738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162407,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.0,0.0,0.9567421075147496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184292,0.0,0.9473684210526315,0.9819714103478816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
