,Differentiated keratinocytes I,Differentiated keratinocytes II,Endothelial cells,Fibroblasts I,Fibroblasts II,Immune,Melanocytes/melanocyte-like,Pericytes,Terminally differentiated keratinocytes,Undifferentiated keratinocytes I,Undifferentiated keratinocytes II
ENSG00000134186,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9289515137672424
ENSG00000031698,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9259180128574371,0.0,0.0
ENSG00000065135,0.6144098281860352,0.6042357385158539,0.0,0.0,0.0,0.0,0.0,0.0,0.703604257106781,0.6,0.6052512526512146
ENSG00000134202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000168710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000134248,0.6331907570362091,0.6017733812332153,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6155860781669616,0.6402477025985718
ENSG00000116459,0.6492771089076996,0.6090382754802703,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6230812728404999,0.6884741902351379
ENSG00000116489,0.8128617107868195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443483114242554,0.0,0.8
ENSG00000155366,0.8,0.0,0.9181078791618347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8619475841522217
ENSG00000116774,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000175984,0.0,0.9019678473472595,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
ENSG00000009307,0.5408625543117523,0.51105215549469,0.5074401915073394,0.0,0.0,0.0,0.0,0.0,0.6516620814800262,0.5185329496860505,0.5
ENSG00000163399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9108648836612702,0.9
ENSG00000092621,0.8374267995357514,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8213546752929688
ENSG00000134250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000117362,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8359622299671173,0.0,0.801753830909729
ENSG00000143384,0.6,0.6760820150375366,0.0,0.0,0.0,0.0,0.0,0.0,0.6105911254882812,0.6429678738117218,0.6194649696350097
ENSG00000143420,0.6585890829563141,0.6169450640678406,0.0,0.0,0.0,0.0,0.0,0.0,0.6171424746513366,0.6,0.6204344511032105
ENSG00000143387,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000159352,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9435587704181672
ENSG00000159377,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903233391046524
ENSG00000143367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000196407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000197747,0.2,0.2051159679889679,0.33157713413238527,0.34601977467536926,0.4119070112705231,0.3069901466369629,0.4130983889102936,0.0,0.0,0.26306270956993105,0.2355529248714447
ENSG00000163191,0.19109528064727782,0.2074496865272522,0.02039114832878113,0.025772219896316527,0.15339164137840272,0.014245069026947022,0.04812160730361938,0.0018284201622009277,0.0,0.08461077809333802,0.06868898868560791
ENSG00000163207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000169474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000169469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000197956,0.0,0.0,0.4355405867099762,0.4765194535255432,0.49756990671157836,0.4043844163417816,0.4760548293590546,0.45130268335342405,0.0,0.3135242760181427,0.3
ENSG00000196154,0.0,0.0,0.0,0.6082920372486115,0.6335559070110321,0.6519160628318786,0.5799836874008178,0.6559552192687989,0.0,0.0,0.5
ENSG00000196754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9218070328235626,0.9
ENSG00000188643,0.6155280530452728,0.5759622991085053,0.5,0.0,0.0,0.0,0.0,0.0,0.581527191400528,0.5365098118782043,0.544970816373825
ENSG00000189334,0.6341944336891174,0.6412992954254151,0.0,0.0,0.0,0.0,0.0,0.0,0.615755832195282,0.6,0.6040815055370331
ENSG00000189171,0.0,0.0,0.8122542917728424,0.8,0.8578632891178131,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143621,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9394142150878906
ENSG00000143543,0.7585635364055634,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7102940857410431,0.0,0.7702279090881348
ENSG00000143545,0.7444855868816376,0.0,0.7912937104701996,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7629108250141143
ENSG00000177954,0.0844393789768219,0.08125408291816712,0.029578596353530884,0.015480369329452515,0.016617846488952637,0.0937360942363739,0.0,0.04196671843528747,0.018179476261138916,0.0674908697605133,0.05741305947303772
ENSG00000143549,0.7,0.0,0.8497597336769104,0.0,0.0,0.0,0.0,0.0,0.7136597871780396,0.0,0.7437106788158416
ENSG00000143612,0.6321147680282593,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6077568233013153,0.6286535918712616,0.6280329048633575
ENSG00000163344,0.8306704163551331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8179577112197876,0.0,0.8
ENSG00000160685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143537,0.8,0.0,0.8694409370422364,0.0,0.0,0.0,0.0,0.0,0.8167597532272339,0.0,0.0
ENSG00000169242,0.6010132551193237,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6103490352630615,0.6708314299583436,0.62832892537117
ENSG00000160752,0.8072219133377075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8414338171482086,0.0,0.8
ENSG00000163479,0.562487679719925,0.5605449497699737,0.0,0.0,0.6773899555206299,0.0,0.0,0.0,0.5,0.6199244379997253,0.6254420936107635
ENSG00000116586,0.9450938701629639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
ENSG00000132698,0.8348509013652802,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8686978876590729,0.0,0.0
ENSG00000160789,0.024869775772094725,0.017110824584960938,0.09769718050956726,0.0022736966609954836,0.1273155391216278,0.01033746600151062,0.1305156648159027,0.0,0.08516745567321778,0.06388420462608338,0.04790462255477905
ENSG00000163472,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9374885201454163,0.0,0.0
ENSG00000163468,0.8128186106681824,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8443277180194855
ENSG00000143320,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9549836874008178,0.0,0.0
ENSG00000143321,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8669126987457275,0.0,0.8168779850006104
ENSG00000163565,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213088,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158710,0.23976675868034364,0.2117932379245758,0.3654609680175781,0.10630216598510742,0.2244311809539795,0.22859855890274047,0.0,0.13923733234405516,0.1,0.23342275023460388,0.29926297068595886
ENSG00000162734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000215845,0.8292605400085449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8278828918933868,0.0,0.8
ENSG00000143217,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9540058135986328,0.0,0.0
ENSG00000143256,0.6391997039318085,0.6722918152809143,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6689487755298614,0.689423680305481
ENSG00000143222,0.7291093587875366,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7182361125946045,0.0,0.7243475317955017
ENSG00000143252,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9042345225811005,0.0,0.0
ENSG00000143248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000143198,0.27935977578163146,0.2,0.41861931085586546,0.4828904390335083,0.5187779605388642,0.0,0.4000158250331879,0.6235346972942353,0.0,0.3177911460399628,0.30096580982208254
ENSG00000143149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000143158,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9248206853866577
ENSG00000143196,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000116132,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.9407828569412231,0.0,0.0,0.0
ENSG00000117523,0.825727927684784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8501790761947632
ENSG00000117592,0.592867773771286,0.5,0.0,0.0,0.5020736515522003,0.0,0.0,0.0,0.58434157371521,0.5001141488552093,0.5395850956439971
ENSG00000116161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000162783,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9497108638286591,0.0,0.0
ENSG00000135821,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162704,0.7169366657733918,0.0,0.0,0.0,0.0,0.0,0.0,0.868666011095047,0.7,0.0,0.7463729739189148
ENSG00000116667,0.7377062857151031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7011256158351898,0.7678551077842712,0.7
ENSG00000116679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000047410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000000971,0.0,0.0,0.0,0.9,0.9174734055995941,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000081237,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000081277,0.7227957308292389,0.6909567236900329,0.0,0.0,0.0,0.0,0.0,0.0,0.7729156851768494,0.6,0.6182408988475799
ENSG00000159166,0.8435075581073761,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8739421725273132,0.0,0.0
ENSG00000159176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9757661759853363,0.0,0.0,0.9
ENSG00000117139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000159346,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7119006633758544,0.792798787355423,0.7149433135986328
ENSG00000159348,0.7,0.7280303001403808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8195663690567017,0.7164040446281433
ENSG00000159388,0.6,0.620949512720108,0.0,0.0,0.0,0.0,0.0,0.0,0.6680336058139801,0.6682851016521454,0.6033853769302369
ENSG00000188783,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000058668,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9432814419269562,0.0,0.0
ENSG00000058673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000182004,0.7270118772983551,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7211389780044556,0.8294658601284027
ENSG00000069275,0.45228386521339414,0.4,0.0,0.4202764451503754,0.5588836371898651,0.0,0.0,0.5226819574832916,0.0,0.45790466070175173,0.6116493284702301
ENSG00000196352,0.6037484169006347,0.7289879977703094,0.0,0.0,0.0,0.0,0.0,0.0,0.8516491651535034,0.636603856086731,0.6
ENSG00000174059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230937,0.7,0.7049589931964875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8295173287391663,0.7094513058662415
ENSG00000196878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000117595,0.6,0.6547452628612518,0.0,0.0,0.0,0.0,0.0,0.0,0.6459639847278595,0.6382813453674316,0.613199383020401
ENSG00000117691,0.8,0.0,0.0,0.0,0.8873978793621063,0.0,0.0,0.0,0.0,0.0,0.8249229431152344
ENSG00000162772,0.658648532629013,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6335557162761688,0.716070830821991,0.6016397118568421
ENSG00000143753,0.6991895198822021,0.6193023502826691,0.0,0.0,0.0,0.0,0.0,0.0,0.6950305461883545,0.6286459803581238,0.6
