,Diff. Keratinocytes,EpSC and undiff. progenitors,Erythrocytes,Lymphatic EC,Macrophages+DC,Melanocytes,Mesenchymal fibroblasts,Pericytes,Pro-inflammatory fibroblasts,Secretory-papillary fibroblasts,Secretory-reticular fibroblasts,T cells,Vascular EC
ENSG00000081237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000081277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159346,0.9166666666666666,0.9581635395685831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159388,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.9740223189194998,0.0,0.0,0.0,0.0,0.0
ENSG00000188783,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182004,0.7507319897413254,0.7629687736431757,0.0,0.75,0.0,0.7762321432431539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000069275,0.3333333333333333,0.3626004308462143,0.0,0.487545907497406,0.0,0.4020221581061681,0.48102626701196033,0.43392137189706165,0.4366302788257599,0.5063568204641342,0.3831171492735545,0.0,0.0
ENSG00000196352,0.68002550303936,0.6992131471633911,0.0,0.0,0.0,0.6194251676400503,0.5980305721362432,0.0,0.0,0.0,0.7174484183390936,0.0,0.5833333333333334
ENSG00000174059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000230937,0.9166666666666666,0.9399749885002772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123689,0.0,0.0,0.0,0.0,0.9404210696617762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666
ENSG00000117595,0.930656835436821,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117691,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.8874707718690237,0.0,0.0,0.0,0.9096649289131165,0.0,0.0
ENSG00000162772,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.934469203154246,0.0,0.0,0.0,0.0,0.8581414322058359
ENSG00000117707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143753,0.9166666666666666,0.9229167650143305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143742,0.5971014946699142,0.5894554207722346,0.0,0.6721489379803339,0.0,0.6645909398794174,0.6125180373589197,0.0,0.0,0.0,0.0,0.0,0.5833333333333334
ENSG00000163041,0.10665549337863922,0.12701610227425894,0.0,0.17805125812689462,0.14470102389653525,0.13685719668865204,0.1389840543270111,0.09846536318461101,0.09999887645244598,0.11463861167430878,0.08359503746032715,0.08333333333333333,0.1264486312866211
ENSG00000143761,0.7498934268951416,0.7324141512314478,0.0,0.6666666666666666,0.0,0.8010643968979517,0.0,0.0,0.0,0.0,0.0,0.0,0.7301224072774252
ENSG00000143774,0.16445676485697427,0.20846634109814963,0.0,0.3127206265926361,0.08333333333333333,0.12420932948589325,0.11135509610176086,0.15551483631134033,0.0845734824736913,0.10930693646272023,0.14937153458595276,0.10664002597332001,0.2140149474143982
ENSG00000168264,0.8676253457864126,0.8565235088268915,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173726,0.8540842632452647,0.8499781042337418,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153187,0.75,0.7946613182624181,0.0,0.0,0.0,0.0,0.0,0.8452236851056417,0.0,0.0,0.0,0.0,0.7509546925624212
ENSG00000171863,0.2279717673858007,0.18001522620519003,0.0,0.15445614357789358,0.11058065791924794,0.1338940461476644,0.10287758708000183,0.14303524792194366,0.08984140555063884,0.08837512632211049,0.08333333333333333,0.17165623108545938,0.13157813747723898
ENSG00000115738,0.0,0.0,0.0,0.7340931991736094,0.8305758585532507,0.6666666666666666,0.0,0.0,0.0,0.7648415217796961,0.0,0.7734696567058563,0.0
ENSG00000134308,0.28780045608679455,0.281097744901975,0.0,0.2611904541651408,0.0,0.29180749257405597,0.28328172862529755,0.35871658722559613,0.28895270327727,0.33595534165700275,0.3819156438112259,0.0,0.25
ENSG00000068697,0.17719080547491708,0.19007594883441925,0.0,0.19413383801778158,0.16666666666666666,0.23049392799536386,0.3628138949473699,0.2219687799612681,0.3617597172657649,0.34967291355133057,0.33781184752782184,0.0,0.1738958309094111
ENSG00000143878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115128,0.8654749343792597,0.8567284991343816,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000084733,0.9310670842727026,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000228474,0.1257067769765854,0.08333333333333333,0.0,0.1889535536368688,0.09835975865523021,0.1549223413070043,0.17948622504870096,0.08709157009919484,0.08489577968915303,0.13578209777673086,0.2004161278406779,0.2536484698454539,0.11902637283007304
ENSG00000138085,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.9653095006942749,0.0,0.0
ENSG00000243147,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9672858367363611
ENSG00000075426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.9223458170890808
ENSG00000213639,0.4225422292947769,0.47355400025844574,0.0,0.3333333333333333,0.5243954161802927,0.38204042613506317,0.0,0.4867393473784129,0.0,0.0,0.38213931520779926,0.5098865280548731,0.3360649694999059
ENSG00000213626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115828,0.0,0.0,0.0,0.0,0.0,0.9391785909732183,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0
ENSG00000163171,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115875,0.75,0.7880992541710535,0.0,0.0,0.0,0.7519203871488571,0.0,0.0,0.0,0.0,0.0,0.866325224439303,0.0
ENSG00000143924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000115944,0.7002738813559214,0.7786271770795187,0.0,0.6666666666666666,0.0,0.6955035130182902,0.0,0.0,0.0,0.0,0.0,0.0,0.6727069218953451
ENSG00000152518,0.3258993476629257,0.3788602352142334,0.0,0.2655837833881378,0.0,0.25133998195330304,0.30688634514808655,0.0,0.33784908552964527,0.4624803413947423,0.3614203284184138,0.39610693355401355,0.25
ENSG00000116016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000143933,0.10745383302370708,0.1788362661997477,0.0,0.09514640768369038,0.08528980612754822,0.12299335996309917,0.0985538512468338,0.218648428718249,0.11311734716097514,0.15841509898503622,0.08677308261394501,0.08333333333333333,0.08479923506577809
ENSG00000115306,0.0,0.0,0.0,0.9158741931120554,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.8793767889340719
ENSG00000115310,0.32468806207180023,0.38386928538481396,0.0,0.20784803728262582,0.17452261845270792,0.25852098564306897,0.2453521490097046,0.16666666666666666,0.2531142681837082,0.2453889101743698,0.28655190765857697,0.0,0.1743097205956777
ENSG00000143947,0.15400876104831696,0.15187560518582663,0.0,0.12912119925022125,0.08766530950864156,0.09087640047073364,0.09094243248303731,0.11579431096712749,0.10978607336680095,0.0889849066734314,0.08333333333333333,0.18799395362536112,0.1152535726626714
ENSG00000115380,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162924,0.6109259476264318,0.6534232497215271,0.0,0.0,0.7991156578063965,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.63600821296374,0.6155547102292379
ENSG00000197329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138069,0.8333333333333334,0.8504702200492223,0.0,0.0,0.0,0.8339826414982477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169564,0.17024432122707367,0.18176978826522827,0.0,0.17726194858551025,0.2810159921646118,0.19106848041216531,0.10844745735327403,0.13881945610046387,0.10783750315507253,0.08333333333333333,0.12240396936734517,0.13733472426732382,0.1694310655196508
ENSG00000143977,0.7862216184536616,0.7884286741415659,0.0,0.0,0.0,0.7873392204443613,0.0,0.0,0.0,0.0,0.0,0.0,0.75
ENSG00000065911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000034510,0.08333333333333333,0.08492196599642436,0.0,0.21293542285760245,0.20888330042362213,0.1405225396156311,0.15977750221888223,0.09214911858240764,0.15996073186397552,0.15960903962453207,0.18840265274047852,0.18960941831270853,0.23024711509545645
